gpsTOW,gloTOW,bdsTOW,qzssTOW,gpsTOWacc,gloTOWacc,bdsTOWacc,qzssTOWacc,towSet,gnssId,svId,cNo,mpathIndic,dopplerMS,dopplerHz,wholeChips,fracChips,codePhase,intCodePhase,pseuRangeRMS
422490000,433272000,422476000,422490000,0,0,0,0,0,2,31,30,1,106,111,897,356,1839566,0,3
422490000,433272000,422476000,422490000,0,0,0,0,0,2,10,24,2,11938,12547,1307,920,584044,1,25
422490000,433272000,422476000,422490000,0,0,0,0,0,0,13,28,1,-6520,-6853,762,292,1562687,0,11
422490000,433272000,422476000,422490000,0,0,0,0,0,0,17,49,1,2125,2233,3,191,6534,0,0
422490000,433272000,422476000,422490000,0,0,0,0,0,0,14,25,1,4633,4870,227,201,465754,0,28
422490000,433272000,422476000,422490000,0,0,0,0,0,0,22,48,1,8486,8919,145,597,298447,0,0
422490000,433272000,422476000,422490000,0,0,0,0,0,0,1,34,1,-10894,-11449,990,399,2030303,0,0
422490000,433272000,422476000,422490000,0,0,0,0,0,0,19,49,1,8748,9195,1022,631,2096366,0,0
422490000,433272000,422476000,422490000,0,0,0,0,0,0,7,30,1,-13846,-14552,236,886,485575,0,3
422490000,433272000,422476000,422490000,0,0,0,0,0,0,24,25,1,14514,15254,407,325,835003,0,17
422500000,433282000,422486000,422500000,0,0,0,0,0,2,12,32,1,6020,6327,2179,583,273818,2,3
422500000,433282000,422486000,422500000,0,0,0,0,0,2,33,36,1,-6852,-7201,1052,366,60184,1,0
422500000,433282000,422486000,422500000,0,0,0,0,0,2,25,44,2,14037,14753,1189,389,341080,1,0
422500000,433282000,422486000,422500000,0,0,0,0,0,2,5,27,2,-5167,-5430,2785,986,1516927,2,5
422500000,433282000,422486000,422500000,0,0,0,0,0,2,31,31,1,101,106,897,216,1839284,0,2
422500000,433282000,422486000,422500000,0,0,0,0,0,0,13,26,1,-6521,-6854,771,164,1580881,0,11
422500000,433282000,422486000,422500000,0,0,0,0,0,0,17,49,1,2121,2229,0,294,589,0,0
422500000,433282000,422486000,422500000,0,0,0,0,0,0,14,24,1,4608,4843,220,902,452808,0,20
422500000,433282000,422486000,422500000,0,0,0,0,0,0,22,48,1,8475,8908,134,5,274712,0,0
422500000,433282000,422486000,422500000,0,0,0,0,0,0,1,35,1,-10910,-11466,1005,274,2060802,0,0
422500000,433282000,422486000,422500000,0,0,0,0,0,0,19,50,1,8743,9189,1010,693,2071891,0,0
422500000,433282000,422486000,422500000,0,0,0,0,0,0,7,31,1,-13843,-14549,255,778,524309,0,2
422500000,433282000,422486000,422500000,0,0,0,0,0,0,24,24,1,14494,15234,387,505,794363,0,21
422510000,433292000,422496000,422510000,0,0,0,0,0,2,12,32,1,5997,6302,2171,377,257005,2,1
422510000,433292000,422496000,422510000,0,0,0,0,0,2,33,35,1,-6866,-7217,1061,735,79373,1,0
422510000,433292000,422496000,422510000,0,0,0,0,0,2,25,44,2,14040,14756,1170,223,301797,1,0
422510000,433292000,422496000,422510000,0,0,0,0,0,2,5,26,1,-5174,-5438,2793,12,1531376,2,6
422510000,433292000,422496000,422510000,0,0,0,0,0,2,31,31,1,85,89,897,85,1839023,0,3
422510000,433292000,422496000,422510000,0,0,0,0,0,0,13,26,1,-6523,-6856,780,65,1599133,0,14
422510000,433292000,422496000,422510000,0,0,0,0,0,0,17,48,1,2113,2221,1020,407,2091817,0,0
422510000,433292000,422496000,422510000,0,0,0,0,0,0,14,24,1,4588,4822,214,591,439885,0,22
422510000,433292000,422496000,422510000,0,0,0,0,0,0,22,48,1,8460,8891,122,458,251018,0,0
422510000,433292000,422496000,422510000,0,0,0,0,0,0,1,36,1,-10923,-11480,1020,167,2091337,0,0
422510000,433292000,422496000,422510000,0,0,0,0,0,0,19,49,1,8733,9178,998,769,2047442,0,0
422510000,433292000,422496000,422510000,0,0,0,0,0,0,7,31,1,-13847,-14554,274,672,563047,0,2
422510000,433292000,422496000,422510000,0,0,0,0,0,0,24,27,1,14471,15209,367,776,753906,0,13
422520000,433302000,422506000,422520000,0,0,0,0,0,2,12,33,1,5975,6279,2163,208,240269,2,0
422520000,433302000,422506000,422520000,0,0,0,0,0,2,33,36,1,-6881,-7232,1071,101,98604,1,0
422520000,433302000,422506000,422520000,0,0,0,0,0,2,25,44,2,14044,14760,1151,48,262498,1,0
422520000,433302000,422506000,422520000,0,0,0,0,0,2,5,27,2,-5178,-5442,2800,78,1545858,2,3
422520000,433302000,422506000,422520000,0,0,0,0,0,2,31,30,1,74,78,896,987,1838779,0,3
422520000,433302000,422506000,422520000,0,0,0,0,0,2,10,23,2,11842,12446,1259,166,484134,1,25
422520000,433302000,422506000,422520000,0,0,0,0,0,0,13,27,1,-6526,-6859,788,1022,1617448,0,13
422520000,433302000,422506000,422520000,0,0,0,0,0,0,17,48,1,2106,2213,1017,528,2085911,0,0
422520000,433302000,422506000,422520000,0,0,0,0,0,0,14,28,1,4566,4799,208,408,427218,0,11
422520000,433302000,422506000,422520000,0,0,0,0,0,0,22,48,1,8447,8878,110,928,227359,0,0
422520000,433302000,422506000,422520000,0,0,0,0,0,0,30,20,1,-11095,-11661,474,386,972474,0,28
422520000,433302000,422506000,422520000,0,0,0,0,0,0,1,37,1,-10936,-11493,12,82,24766,0,0
422520000,433302000,422506000,422520000,0,0,0,0,0,0,19,49,1,8724,9169,986,854,2023013,0,0
422520000,433302000,422506000,422520000,0,0,0,0,0,0,7,31,1,-13850,-14557,293,569,601791,0,5
422520000,433302000,422506000,422520000,0,0,0,0,0,0,24,28,1,14450,15188,348,30,713462,0,10
422530000,433312000,422516000,422530000,0,0,0,0,0,2,12,33,1,5953,6257,2155,64,223580,2,0
422530000,433312000,422516000,422530000,0,0,0,0,0,2,33,36,1,-6893,-7245,1080,516,117884,1,0
422530000,433312000,422516000,422530000,0,0,0,0,0,2,25,43,1,14048,14765,1131,893,223190,1,0
422530000,433312000,422516000,422530000,0,0,0,0,0,2,5,29,2,-5181,-5445,2807,153,1560358,2,0
422530000,433312000,422516000,422530000,0,0,0,0,0,2,31,32,1,63,66,896,900,1838604,0,2
422530000,433312000,422516000,422530000,0,0,0,0,0,2,10,25,2,11838,12442,1243,91,451184,1,19
422530000,433312000,422516000,422530000,0,0,0,0,0,0,13,28,1,-6532,-6865,797,925,1635705,0,11
422530000,433312000,422516000,422530000,0,0,0,0,0,0,17,48,1,2100,2207,1014,660,2080023,0,0
422530000,433312000,422516000,422530000,0,0,0,0,0,0,14,26,1,4544,4776,202,183,414468,0,12
422530000,433312000,422516000,422530000,0,0,0,0,0,0,22,49,1,8434,8865,99,394,203739,0,0
422530000,433312000,422516000,422530000,0,0,0,0,0,0,30,23,2,-11124,-11691,489,671,1003796,0,28
422530000,433312000,422516000,422530000,0,0,0,0,0,0,1,37,1,-10948,-11506,27,17,55386,0,0
422530000,433312000,422516000,422530000,0,0,0,0,0,0,19,49,1,8718,9163,974,951,1998607,0,0
422530000,433312000,422516000,422530000,0,0,0,0,0,0,7,30,1,-13846,-14553,312,467,640536,0,3
422530000,433312000,422516000,422530000,0,0,0,0,0,0,24,28,1,14428,15164,328,327,673056,0,11
422540000,433322000,422526000,422540000,0,0,0,0,0,2,12,33,1,5929,6232,2146,968,206939,2,0
422540000,433322000,422526000,422540000,0,0,0,0,0,2,33,35,1,-6908,-7260,1089,942,137186,1,0
422540000,433322000,422526000,422540000,0,0,0,0,0,2,25,43,1,14052,14769,1112,708,183869,1,0
422540000,433322000,422526000,422540000,0,0,0,0,0,2,5,29,2,-5185,-5450,2814,227,1574856,2,0
422540000,433322000,422526000,422540000,0,0,0,0,0,2,31,32,2,52,55,896,847,1838498,0,1
422540000,433322000,422526000,422540000,0,0,0,0,0,2,10,25,2,11826,12429,1226,1006,418165,1,17
422540000,433322000,422526000,422540000,0,0,0,0,0,0,13,27,1,-6533,-6867,806,859,1654023,0,10
422540000,433322000,422526000,422540000,0,0,0,0,0,0,17,48,1,2092,2199,1011,799,2074153,0,0
422540000,433322000,422526000,422540000,0,0,0,0,0,0,14,25,1,4516,4746,195,987,401728,0,20
422540000,433322000,422526000,422540000,0,0,0,0,0,0,22,48,1,8420,8850,87,902,180157,0,0
422540000,433322000,422526000,422540000,0,0,0,0,0,0,30,22,2,-11134,-11702,504,917,1035038,0,28
422540000,433322000,422526000,422540000,0,0,0,0,0,0,1,37,1,-10964,-11523,41,993,86040,0,0
422540000,433322000,422526000,422540000,0,0,0,0,0,0,19,49,1,8708,9152,963,35,1974222,0,0
422540000,433322000,422526000,422540000,0,0,0,0,0,0,7,29,1,-13848,-14554,331,368,679288,0,1
422540000,433322000,422526000,422540000,0,0,0,0,0,0,24,26,1,14409,15144,308,651,632704,0,11
422550000,433332000,422536000,422550000,0,0,0,0,0,2,12,34,1,5910,6211,2138,890,190382,2,0
422550000,433332000,422536000,422550000,0,0,0,0,0,2,33,36,1,-6919,-7272,1099,365,156531,1,0
422550000,433332000,422536000,422550000,0,0,0,0,0,2,25,43,1,14056,14773,1093,519,144540,1,0
422550000,433332000,422536000,422550000,0,0,0,0,0,2,5,29,2,-5194,-5459,2821,316,1589386,2,0
422550000,433332000,422536000,422550000,0,0,0,0,0,2,31,31,1,41,44,896,751,1838307,0,3
422550000,433332000,422536000,422550000,0,0,0,0,0,2,10,23,2,11804,12407,1210,811,384975,1,17
422550000,433332000,422536000,422550000,0,0,0,0,0,0,13,27,1,-6538,-6871,815,773,1672300,0,11
422550000,433332000,422536000,422550000,0,0,0,0,0,0,17,48,1,2086,2193,1008,948,2068301,0,0
422550000,433332000,422536000,422550000,0,0,0,0,0,0,14,22,1,4485,4713,189,834,389122,0,27
422550000,433332000,422536000,422550000,0,0,0,0,0,0,22,48,1,8407,8836,76,404,156610,0,0
422550000,433332000,422536000,422550000,0,0,0,0,0,0,30,21,2,-11191,-11762,520,145,1066293,0,27
422550000,433332000,422536000,422550000,0,0,0,0,0,0,1,37,1,-10978,-11537,56,967,116738,0,0
422550000,433332000,422536000,422550000,0,0,0,0,0,0,19,49,1,8699,9143,951,154,1949860,0,0
422550000,433332000,422536000,422550000,0,0,0,0,0,0,7,28,1,-13852,-14559,350,273,718048,0,0
422550000,433332000,422536000,422550000,0,0,0,0,0,0,24,25,1,14381,15114,289,16,592483,0,11
422560000,433342000,422546000,422560000,0,0,0,0,0,2,12,34,1,5890,6190,2130,832,173866,2,0
422560000,433342000,422546000,422560000,0,0,0,0,0,2,33,36,1,-6935,-7289,1108,831,175914,1,0
422560000,433342000,422546000,422560000,0,0,0,0,0,2,25,43,1,14058,14775,1074,325,105202,1,0
422560000,433342000,422546000,422560000,0,0,0,0,0,2,5,29,1,-5200,-5466,2828,419,1603940,2,0
422560000,433342000,422546000,422560000,0,0,0,0,0,2,31,31,1,27,29,896,698,1838201,0,2
422560000,433342000,422546000,422560000,0,0,0,0,0,0,13,26,1,-6544,-6878,824,711,1690626,0,12
422560000,433342000,422546000,422560000,0,0,0,0,0,0,17,48,1,2079,2185,1006,83,2062469,0,0
422560000,433342000,422546000,422560000,0,0,0,0,0,0,14,21,1,4439,4665,183,656,376466,0,27
422560000,433342000,422546000,422560000,0,0,0,0,0,0,22,49,1,8393,8821,64,948,133099,0,0
422560000,433342000,422546000,422560000,0,0,0,0,0,0,30,20,1,-11185,-11756,535,402,1097556,0,27
422560000,433342000,422546000,422560000,0,0,0,0,0,0,1,36,1,-10991,-11552,71,959,147470,0,0
422560000,433342000,422546000,422560000,0,0,0,0,0,0,19,49,1,8691,9134,939,285,1925524,0,0
422560000,433342000,422546000,422560000,0,0,0,0,0,0,7,27,1,-13853,-14560,369,179,756811,0,0
422560000,433342000,422546000,422560000,0,0,0,0,0,0,24,25,1,14357,15090,269,387,552227,0,14
422570000,433352000,422556000,422570000,0,0,0,0,0,2,12,34,1,5868,6168,2122,809,157422,2,0
422570000,433352000,422556000,422570000,0,0,0,0,0,2,33,36,1,-6946,-7300,1118,289,195330,1,0
422570000,433352000,422556000,422570000,0,0,0,0,0,2,25,43,1,14064,14782,1055,127,65855,1,0
422570000,433352000,422556000,422570000,0,0,0,0,0,2,5,29,2,-5205,-5470,2835,523,1618500,2,0
422570000,433352000,422556000,422570000,0,0,0,0,0,2,31,31,1,15,16,896,684,1838172,0,2
422570000,433352000,422556000,422570000,0,0,0,0,0,0,13,27,2,-6543,-6877,833,638,1708930,0,12
422570000,433352000,422556000,422570000,0,0,0,0,0,0,17,49,1,2074,2180,1003,251,2056656,0,0
422570000,433352000,422556000,422570000,0,0,0,0,0,0,14,26,1,4457,4684,177,598,364048,0,14
422570000,433352000,422556000,422570000,0,0,0,0,0,0,22,49,1,8381,8809,53,487,109626,0,0
422570000,433352000,422556000,422570000,0,0,0,0,0,0,30,18,1,-11153,-11722,550,635,1128774,0,36
422570000,433352000,422556000,422570000,0,0,0,0,0,0,1,36,1,-11003,-11565,86,968,178240,0,0
422570000,433352000,422556000,422570000,0,0,0,0,0,0,19,49,1,8685,9128,927,429,1901212,0,0
422570000,433352000,422556000,422570000,0,0,0,0,0,0,7,22,1,-13830,-14536,388,109,795620,0,27
422570000,433352000,422556000,422570000,0,0,0,0,0,0,24,26,1,14341,15072,249,789,512030,0,12
422580000,433362000,422566000,422580000,0,0,0,0,0,2,12,34,1,5843,6141,2114,813,141028,2,0
422580000,433362000,422566000,422580000,0,0,0,0,0,2,33,37,2,-6961,-7316,1127,795,214793,1,0
422580000,433362000,422566000,422580000,0,0,0,0,0,2,25,43,1,14066,14784,1035,946,26494,1,0
422580000,433362000,422566000,422580000,0,0,0,0,0,2,5,29,1,-5211,-5476,2842,622,1633048,2,0
422580000,433362000,422566000,422580000,0,0,0,0,0,2,31,31,1,2,2,896,660,1838125,0,2
422580000,433362000,422566000,422580000,0,0,0,0,0,0,13,26,1,-6549,-6883,842,562,1727227,0,11
422580000,433362000,422566000,422580000,0,0,0,0,0,0,17,49,1,2066,2171,1000,430,2050864,0,0
422580000,433362000,422566000,422580000,0,0,0,0,0,0,14,28,1,4436,4662,171,560,351673,0,11
422580000,433362000,422566000,422580000,0,0,0,0,0,0,22,48,1,8367,8793,42,46,86193,0,0
422580000,433362000,422566000,422580000,0,0,0,0,0,0,30,19,1,-11159,-11728,565,881,1160016,0,27
422580000,433362000,422566000,422580000,0,0,0,0,0,0,1,36,1,-11018,-11580,101,998,209049,0,0
422580000,433362000,422566000,422580000,0,0,0,0,0,0,19,49,1,8675,9118,915,583,1876921,0,0
422580000,433362000,422566000,422580000,0,0,0,0,0,0,7,19,1,-13843,-14549,407,56,834463,0,29
422580000,433362000,422566000,422580000,0,0,0,0,0,0,24,24,1,14317,15047,230,208,471919,0,21
422590000,433372000,422576000,422590000,0,0,0,0,0,2,12,35,1,5821,6117,2106,855,124714,2,0
422590000,433372000,422576000,422590000,0,0,0,0,0,2,33,37,2,-6975,-7331,1137,295,234292,1,0
422590000,433372000,422576000,422590000,0,0,0,0,0,2,25,43,1,14071,14788,1016,736,2084277,0,0
422590000,433372000,422576000,422590000,0,0,0,0,0,2,5,29,1,-5213,-5479,2849,735,1647625,2,1
422590000,433372000,422576000,422590000,0,0,0,0,0,2,31,31,1,-1,-1,896,651,1838107,0,5
422590000,433372000,422576000,422590000,0,0,0,0,0,0,13,25,1,-6550,-6884,851,477,1745508,0,18
422590000,433372000,422576000,422590000,0,0,0,0,0,0,17,49,1,2059,2164,997,618,2045091,0,0
422590000,433372000,422576000,422590000,0,0,0,0,0,0,14,25,1,4411,4636,165,498,339249,0,13
422590000,433372000,422576000,422590000,0,0,0,0,0,0,22,49,1,8353,8779,30,647,62797,0,0
422590000,433372000,422576000,422590000,0,0,0,0,0,0,30,21,1,-11248,-11821,581,204,1191460,0,29
422590000,433372000,422576000,422590000,0,0,0,0,0,0,1,36,1,-11033,-11596,117,23,239898,0,0
422590000,433372000,422576000,422590000,0,0,0,0,0,0,19,49,1,8667,9109,903,752,1852657,0,0
422590000,433372000,422576000,422590000,0,0,0,0,0,0,7,17,1,-13884,-14592,425,1008,873270,0,30
422600000,433382000,422586000,422600000,0,0,0,0,0,2,12,35,1,5804,6100,2098,924,108452,2,0
422600000,433382000,422586000,422600000,0,0,0,0,0,2,33,37,1,-6985,-7342,1146,831,253814,1,0
422600000,433382000,422586000,422600000,0,0,0,0,0,2,25,42,1,14077,14795,997,520,2044894,0,0
422600000,433382000,422586000,422600000,0,0,0,0,0,2,5,28,1,-5220,-5487,2856,863,1662230,2,0
422600000,433382000,422586000,422600000,0,0,0,0,0,2,31,31,2,-14,-15,896,674,1838153,0,2
422600000,433382000,422586000,422600000,0,0,0,0,0,0,13,25,1,-6554,-6889,860,375,1763753,0,22
422600000,433382000,422586000,422600000,0,0,0,0,0,0,17,49,1,2056,2161,994,813,2039330,0,0
422600000,433382000,422586000,422600000,0,0,0,0,0,0,14,25,1,4395,4620,159,499,326951,0,19
422600000,433382000,422586000,422600000,0,0,0,0,0,0,22,48,1,8342,8768,19,244,39439,0,0
422600000,433382000,422586000,422600000,0,0,0,0,0,0,1,36,1,-11042,-11605,132,91,270784,0,0
422600000,433382000,422586000,422600000,0,0,0,0,0,0,19,49,1,8661,9103,891,929,1828413,0,0
422600000,433382000,422586000,422600000,0,0,0,0,0,0,7,20,1,-13842,-14548,444,820,911844,0,30
422610000,433392000,422596000,422610000,0,0,0,0,0,2,12,36,1,5777,6071,2091,1,92254,2,0
422610000,433392000,422596000,422610000,0,0,0,0,0,2,33,38,2,-7001,-7358,1156,370,273392,1,0
422610000,433392000,422596000,422610000,0,0,0,0,0,2,25,43,1,14076,14794,978,301,2005506,0,0
422610000,433392000,422596000,422610000,0,0,0,0,0,2,5,28,1,-5227,-5494,2863,995,1676845,2,1
422610000,433392000,422596000,422610000,0,0,0,0,0,2,31,31,2,-31,-32,896,703,1838210,0,2
422610000,433392000,422596000,422610000,0,0,0,0,0,0,13,25,1,-6559,-6893,869,306,1782065,0,17
422610000,433392000,422596000,422610000,0,0,0,0,0,0,17,49,1,2046,2150,991,1019,2033593,0,0
422610000,433392000,422596000,422610000,0,0,0,0,0,0,14,22,1,4363,4585,153,525,314703,0,27
422610000,433392000,422596000,422610000,0,0,0,0,0,0,22,48,1,8325,8750,7,882,16117,0,0
422610000,433392000,422596000,422610000,0,0,0,0,0,0,1,36,1,-11060,-11624,147,177,301705,0,0
422610000,433392000,422596000,422610000,0,0,0,0,0,0,19,49,1,8649,9090,880,94,1804191,0,0
422610000,433392000,422596000,422610000,0,0,0,0,0,0,7,23,2,-13837,-14542,463,651,950456,0,27
422610000,433392000,422596000,422610000,0,0,0,0,0,0,6,17,1,16026,16843,330,899,678301,0,41
422620000,433402000,422606000,422620000,0,0,0,0,0,2,12,36,1,5756,6050,2083,132,76115,2,0
422620000,433402000,422606000,422620000,0,0,0,0,0,2,33,37,2,-7011,-7369,1165,943,292989,1,0
422620000,433402000,422606000,422620000,0,0,0,0,0,2,25,43,1,14083,14801,959,77,1966107,0,0
422620000,433402000,422606000,422620000,0,0,0,0,0,2,5,29,1,-5228,-5495,2871,114,1691480,2,3
422620000,433402000,422606000,422620000,0,0,0,0,0,2,31,31,2,-38,-39,896,768,1838340,0,2
422620000,433402000,422606000,422620000,0,0,0,0,0,2,10,23,2,11683,12278,1098,564,154880,1,26
422620000,433402000,422606000,422620000,0,0,0,0,0,0,13,24,1,-6558,-6892,878,249,1800402,0,22
422620000,433402000,422606000,422620000,0,0,0,0,0,0,17,49,1,2041,2146,989,210,2027873,0,0
422620000,433402000,422606000,422620000,0,0,0,0,0,0,14,19,1,4353,4575,147,558,302468,0,28
422620000,433402000,422606000,422620000,0,0,0,0,0,0,22,48,1,8313,8737,1019,516,2089986,0,0
422620000,433402000,422606000,422620000,0,0,0,0,0,0,3,29,2,8366,8792,57,835,118522,0,14
422620000,433402000,422606000,422620000,0,0,0,0,0,0,30,18,1,-11260,-11834,627,93,1285539,0,30
422620000,433402000,422606000,422620000,0,0,0,0,0,0,1,36,1,-11074,-11638,162,282,332665,0,0
422620000,433402000,422606000,422620000,0,0,0,0,0,0,19,49,1,8643,9084,868,295,1779994,0,0
422620000,433402000,422606000,422620000,0,0,0,0,0,0,7,22,1,-13862,-14569,482,542,989187,0,28
422630000,433412000,422616000,422630000,0,0,0,0,0,2,12,36,1,5735,6028,2075,291,60034,2,0
422630000,433412000,422616000,422630000,0,0,0,0,0,2,33,38,2,-7025,-7384,1175,509,312620,1,0
422630000,433412000,422616000,422630000,0,0,0,0,0,2,25,43,2,14086,14805,939,870,1926694,0,0
422630000,433412000,422616000,422630000,0,0,0,0,0,2,5,29,1,-5237,-5504,2878,258,1706120,2,3
422630000,433412000,422616000,422630000,0,0,0,0,0,2,31,31,2,-51,-54,896,840,1838485,0,5
422630000,433412000,422616000,422630000,0,0,0,0,0,2,10,23,2,11653,12248,1082,660,122273,1,25
422630000,433412000,422616000,422630000,0,0,0,0,0,0,13,23,1,-6561,-6895,887,172,1818698,0,27
422630000,433412000,422616000,422630000,0,0,0,0,0,0,17,49,1,2034,2138,986,431,2022167,0,0
422630000,433412000,422616000,422630000,0,0,0,0,0,0,14,25,1,4328,4549,141,672,290396,0,17
422630000,433412000,422616000,422630000,0,0,0,0,0,0,22,48,1,8300,8723,1008,169,2066741,0,0
422630000,433412000,422616000,422630000,0,0,0,0,0,0,1,37,1,-11085,-11651,177,408,363668,0,0
422630000,433412000,422616000,422630000,0,0,0,0,0,0,19,49,1,8634,9075,856,507,1755818,0,0
422630000,433412000,422616000,422630000,0,0,0,0,0,0,7,24,2,-13858,-14565,501,445,1027942,0,27
422630000,433412000,422616000,422630000,0,0,0,0,0,0,24,18,1,14252,14979,132,821,272246,0,27
422640000,433422000,422626000,422640000,0,0,0,0,0,2,12,37,1,5712,6003,2067,482,44016,2,0
422640000,433422000,422626000,422640000,0,0,0,0,0,2,33,38,2,-7039,-7398,1185,99,332300,1,0
422640000,433422000,422626000,422640000,0,0,0,0,0,2,25,43,1,14090,14809,920,634,1887272,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,2,5,28,1,-5238,-5506,2885,403,1720760,2,0
422640000,433422000,422626000,422640000,0,0,0,0,0,2,31,29,1,-61,-64,896,897,1838598,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,2,10,24,1,11645,12239,1066,721,89595,1,25
422640000,433422000,422626000,422640000,0,0,0,0,0,0,13,20,1,-6551,-6885,896,121,1837044,0,27
422640000,433422000,422626000,422640000,0,0,0,0,0,0,17,50,1,2027,2130,983,663,2016481,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,0,14,23,1,4280,4498,135,752,278258,0,27
422640000,433422000,422626000,422640000,0,0,0,0,0,0,22,48,1,8286,8709,996,864,2043532,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,0,3,28,1,8314,8738,35,16,71783,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,0,1,37,1,-11100,-11666,192,549,394701,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,0,19,49,1,8626,9066,844,731,1731666,0,0
422640000,433422000,422626000,422640000,0,0,0,0,0,0,7,24,2,-13885,-14593,520,373,1066749,0,27
422640000,433422000,422626000,422640000,0,0,0,0,0,0,24,20,1,14178,14901,113,487,232626,0,27
422640000,433422000,422626000,422640000,0,0,0,0,0,0,6,19,1,15959,16773,265,644,544541,0,29
422650000,433432000,422636000,422650000,0,0,0,0,0,2,12,36,1,5689,5979,2059,701,28055,2,0
422650000,433432000,422636000,422650000,0,0,0,0,0,2,33,37,2,-7054,-7413,1194,725,352002,1,0
422650000,433432000,422636000,422650000,0,0,0,0,0,2,25,42,1,14091,14810,901,392,1847838,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,2,5,28,1,-5245,-5513,2892,564,1735432,2,3
422650000,433432000,422636000,422650000,0,0,0,0,0,2,31,29,2,-75,-78,896,1008,1838821,0,3
422650000,433432000,422636000,422650000,0,0,0,0,0,2,10,25,2,11552,12142,1050,828,57009,1,27
422650000,433432000,422636000,422650000,0,0,0,0,0,0,13,19,1,-6616,-6953,905,72,1855398,0,27
422650000,433432000,422636000,422650000,0,0,0,0,0,0,17,50,1,2019,2122,980,905,2010816,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,0,14,26,1,4277,4495,129,905,266263,0,18
422650000,433432000,422636000,422650000,0,0,0,0,0,0,22,48,1,8270,8692,985,555,2020364,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,0,3,28,1,8285,8708,23,699,48551,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,0,30,23,1,-11325,-11903,673,437,1380527,0,29
422650000,433432000,422636000,422650000,0,0,0,0,0,0,1,36,1,-11114,-11681,207,707,425767,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,0,19,49,1,8616,9055,832,966,1707537,0,0
422650000,433432000,422636000,422650000,0,0,0,0,0,0,7,20,2,-13813,-14518,539,293,1105539,0,27
422650000,433432000,422636000,422650000,0,0,0,0,0,0,24,22,1,14154,14876,94,196,193094,0,28
422660000,433442000,422646000,422660000,0,0,0,0,0,2,12,36,1,5670,5959,2051,952,12157,2,0
422660000,433442000,422646000,422660000,0,0,0,0,0,2,33,38,2,-7063,-7423,1204,346,371745,1,0
422660000,433442000,422646000,422660000,0,0,0,0,0,2,25,42,1,14099,14818,882,146,1808396,0,0
422660000,433442000,422646000,422660000,0,0,0,0,0,2,5,27,1,-5250,-5518,2899,730,1750114,2,5
422660000,433442000,422646000,422660000,0,0,0,0,0,2,31,26,2,-89,-94,897,98,1839049,0,6
422660000,433442000,422646000,422660000,0,0,0,0,0,2,10,28,2,11605,12197,1034,1003,24558,1,13
