epoch,constellation,prn,sat_id,C1,C2,C5,C6,C7,C8,D1,D2,D5# /,D6,D7,D8,L1,L1_LLI,L1_SSI,L2,L2_LLI,L2_SSI,L5,L5_LLI,L5_SSI,L6,L7,L8# /,P2,S1,S2,S5,S6,S7,S8,L6_LLI,L6_SSI,L7_LLI,L7_SSI,L8# /_LLI,L8# /_SSI
2025-11-25 15:00:10,E,31,E31,24474172.62,,24474179.58,24474174.0,24474176.32,24474177.3,1797.006,,1341.89,1458.545,1376.913,1359.384,128612689.472,4.0,8.0,,,,96041997.77,0.0,8.0,104393427.968,98547422.27,97294706.242,,53.4,,52.5,54.0,54.05,56.75,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:10,E,36,E36,26199098.06,,26199106.08,26199101.34,26199102.74,26199103.88,-926.957,,-692.104,-752.221,-710.146,-701.082,137677143.8,4.0,7.0,,,,102810841.982,0.0,7.0,111750908.584,105492854.605,104151846.515,,46.15,,47.35,47.9,49.0,51.65,0.0,7.0,0.0,8.0,0.0,8.0
2025-11-25 15:00:10,G,1,G01,23918576.04,23918578.3,23918584.66,,,,-112.891,-87.97,-84.374,,,,125692954.675,0.0,7.0,97942556.182,0.0,6.0,93861637.933,0.0,7.0,,,,23918578.1,42.65,40.1,46.05,,,,,,,,,
2025-11-25 15:00:10,G,2,G02,24412603.34,,,,,,-1405.296,-1095.038,,,,,128289010.37,0.0,7.0,99965444.201,0.0,6.0,,,,,,,24412603.74,42.85,40.7,,,,,,,,,,
2025-11-25 15:00:10,G,3,G03,24187253.56,24187258.78,24187259.82,,,,3486.211,2716.529,2603.073,,,,127104874.704,0.0,6.0,99042781.906,0.0,6.0,94916012.352,0.0,7.0,,,,24187258.34,39.0,38.2,45.25,,,,,,,,,
2025-11-25 15:00:10,G,10,G10,22016662.48,22016665.88,22016666.36,,,,-2953.954,-2301.785,-2205.841,,,,115698309.585,0.0,8.0,90154519.841,0.0,8.0,86398091.744,0.0,8.0,,,,22016666.1,50.75,50.35,51.55,,,,,,,,,
2025-11-25 15:00:10,G,25,G25,22544331.16,22544335.76,22544337.92,,,,-2418.186,-1884.304,-1805.757,,,,118471245.068,0.0,7.0,92315274.813,0.0,7.0,88468807.028,0.0,7.0,,,,22544335.24,46.05,46.25,46.35,,,,,,,,,
2025-11-25 15:00:10,G,26,G26,21676943.46,21676947.88,21676948.18,,,,3054.796,2380.365,2281.183,,,,113913162.712,0.0,8.0,88763546.025,0.0,8.0,85065077.893,0.0,9.0,,,,21676947.78,51.55,51.4,55.1,,,,,,,,,
2025-11-25 15:00:10,G,28,G28,20832494.48,20832494.44,20832499.66,,,,-1043.119,-812.82,-778.976,,,,109475489.191,0.0,8.0,85305573.788,0.0,8.0,81751197.18,0.0,9.0,,,,20832494.22,52.25,52.15,57.7,,,,,,,,,
2025-11-25 15:00:10,G,31,G31,20599790.82,20599790.12,,,,,835.726,651.215,,,,,108252660.01,0.0,8.0,84352738.727,0.0,8.0,,,,,,,20599789.7,52.3,52.35,,,,,,,,,,
2025-11-25 15:00:10,G,32,G32,21465800.58,21465803.0,21465803.48,,,,-566.166,-441.171,-422.791,,,,112803515.86,0.0,9.0,87898842.782,0.0,9.0,84236393.657,0.0,8.0,,,,21465802.64,54.8,54.8,53.2,,,,,,,,,
2025-11-25 15:00:20,E,6,E06,24011437.76,,24011443.26,24011439.08,24011440.4,24011441.12,194.635,,145.433,158.057,149.209,147.32,126180938.402,4.0,9.0,,,,94226033.287,0.0,9.0,102419598.102,96684101.102,95455065.416,,54.85,,54.4,55.65,54.9,57.45,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:20,E,9,E09,24509188.82,,24509194.62,24509191.06,24509191.0,24509191.96,913.944,,682.55,741.848,700.326,691.436,128796630.43,4.0,8.0,,,,96179320.487,0.0,9.0,104542732.025,98688333.459,97433823.193,,53.05,,54.0,53.85,54.4,56.85,0.0,8.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:20,E,10,E10,27739803.3,,27739816.74,27739811.28,27739811.96,27739813.14,-2779.642,,-2075.318,-2255.721,-2129.521,-2102.5,145773632.813,4.0,5.0,,,,108856825.241,0.0,6.0,118322654.763,111696545.557,110276685.622,,35.25,,38.0,39.35,40.6,42.05,0.0,6.0,0.0,6.0,0.0,7.0
2025-11-25 15:00:20,E,11,E11,25464772.66,,25464778.3,25464774.0,25464774.86,25464776.0,-2556.096,,-1908.689,-2074.792,-1958.572,-1933.584,133818204.784,4.0,7.0,,,,99929144.449,0.0,7.0,108618641.547,102535996.365,101232579.123,,43.25,,43.6,43.95,43.65,46.45,0.0,7.0,0.0,7.0,0.0,7.0
2025-11-25 15:00:20,E,19,E19,,,,,27706288.86,27706290.3,,,,,-1203.101,-1187.913,,,,,,,,,,,111561738.243,110143426.188,,,,,,33.75,36.25,,,0.0,5.0,0.0,6.0
2025-11-25 15:00:20,E,23,E23,25333627.22,,25333634.44,25333630.34,25333631.14,25333632.0,-727.381,,-543.184,-590.397,-557.367,-550.316,133129130.218,4.0,8.0,,,,99414655.08,0.0,8.0,108059382.231,102008069.661,100711356.093,,51.7,,51.85,52.6,52.0,54.75,0.0,8.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:20,E,31,E31,24470756.38,,24470763.34,24470757.74,24470760.08,24470761.06,1793.556,,1339.365,1455.842,1374.305,1356.844,128594737.089,4.0,8.0,,,,96028591.791,0.0,8.0,104378856.239,98533666.566,97281125.4,,53.6,,53.0,53.9,53.25,55.95,0.0,8.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:20,E,36,E36,26200865.48,,26200873.5,26200868.76,26200870.16,26200871.3,-930.844,,-695.05,-755.443,-713.143,-704.109,137686431.592,4.0,7.0,,,,102817777.651,0.0,7.0,111758447.368,105499971.215,104158872.656,,46.4,,47.85,47.75,48.3,50.85,0.0,7.0,0.0,8.0,0.0,8.0
2025-11-25 15:00:20,G,1,G01,23918796.02,23918798.28,23918804.64,,,,-118.058,-91.996,-88.221,,,,125694110.539,0.0,7.0,97943456.834,0.0,6.0,93862501.046,0.0,7.0,,,,23918798.08,43.1,39.8,46.65,,,,,,,,,
2025-11-25 15:00:20,G,2,G02,24415280.1,,,,,,-1407.903,-1097.069,,,,,128303076.771,0.0,7.0,99976405.014,0.0,6.0,,,,,,,24415280.52,43.4,40.9,,,,,,,,,,
2025-11-25 15:00:20,G,3,G03,24180621.58,24180626.82,24180627.86,,,,3484.669,2715.327,2601.943,,,,127070023.44,0.0,6.0,99015625.083,0.0,6.0,94889987.058,0.0,7.0,,,,24180626.38,40.0,40.4,45.9,,,,,,,,,
2025-11-25 15:00:20,G,10,G10,22022287.64,22022291.04,22022291.54,,,,-2958.112,-2305.024,-2209.019,,,,115727869.945,0.0,8.0,90177553.867,0.0,8.0,86420166.021,0.0,8.0,,,,22022291.26,51.25,51.2,52.0,,,,,,,,,
2025-11-25 15:00:20,G,25,G25,22548937.76,22548942.34,22548944.5,,,,-2423.251,-1888.251,-1809.621,,,,118495452.801,0.0,7.0,92334137.951,0.0,7.0,88486884.21,0.0,7.0,,,,22548941.82,46.2,45.95,47.05,,,,,,,,,
2025-11-25 15:00:20,G,26,G26,21671133.86,21671138.28,21671138.56,,,,3051.185,2377.551,2278.476,,,,113882633.186,0.0,8.0,88739756.825,0.0,8.0,85042279.918,0.0,9.0,,,,21671138.16,51.7,51.55,55.35,,,,,,,,,
2025-11-25 15:00:20,G,28,G28,20834482.28,20834482.26,20834487.48,,,,-1046.056,-815.108,-781.099,,,,109485935.161,0.0,8.0,85313713.494,0.0,8.0,81758997.735,0.0,9.0,,,,20834482.04,52.4,52.45,58.15,,,,,,,,,
2025-11-25 15:00:20,G,31,G31,20598204.58,20598203.88,,,,,831.372,647.823,,,,,108244324.362,0.0,8.0,84346243.419,0.0,8.0,,,,,,,20598203.46,52.35,52.4,,,,,,,,,,
2025-11-25 15:00:20,G,32,G32,21466880.02,21466882.44,21466882.92,,,,-568.257,-442.8,-424.324,,,,112809188.216,0.0,9.0,87903262.777,0.0,9.0,84240629.482,0.0,8.0,,,,21466882.08,54.95,55.0,53.65,,,,,,,,,
2025-11-25 15:00:30,E,6,E06,24011068.18,,24011073.68,24011069.52,24011070.82,24011071.54,194.224,,144.991,157.64,148.812,146.896,126178996.304,4.0,9.0,,,,94224583.021,0.0,9.0,102418021.723,96682613.002,95453596.233,,54.65,,54.7,55.6,55.9,58.2,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:30,E,9,E09,24507450.18,,24507455.98,24507452.42,24507452.38,24507453.3,913.821,,682.355,741.695,700.198,691.265,128787493.855,4.0,8.0,,,,96172497.732,0.0,9.0,104535315.98,98681332.715,97426911.445,,52.85,,54.3,53.95,55.45,57.75,0.0,8.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:30,E,10,E10,27745091.56,,27745105.0,27745099.66,27745100.3,27745101.46,-2778.646,,-2074.742,-2254.955,-2128.784,-2101.688,145801422.786,4.0,5.0,,,,108877577.413,0.0,6.0,118345211.5,111717839.1,110297708.482,,35.6,,38.0,38.8,41.5,42.75,0.0,6.0,0.0,6.0,0.0,7.0
2025-11-25 15:00:30,E,11,E11,25469638.56,,25469644.22,25469639.9,25469640.76,25469641.92,-2557.231,,-1909.624,-2075.608,-1959.443,-1934.571,133843775.174,4.0,7.0,,,,99948239.188,0.0,7.0,108639396.704,102555589.217,101251922.928,,43.6,,43.7,44.05,44.8,47.2,0.0,7.0,0.0,7.0,0.0,7.0
2025-11-25 15:00:30,E,19,E19,,,27709282.96,,27709278.66,27709279.82,,,-1173.124,,-1203.498,-1188.275,,,,,,,108737174.392,1.0,5.0,,111573773.967,110155308.889,,,,34.55,,35.05,37.6,,,0.0,5.0,0.0,6.0
2025-11-25 15:00:30,E,23,E23,25335016.26,,25335023.5,25335019.38,25335020.18,25335021.04,-731.988,,-546.644,-594.153,-560.912,-553.765,133136429.686,4.0,8.0,,,,99420105.979,0.0,8.0,108065307.121,102013662.76,100716878.091,,51.6,,52.05,52.7,53.0,55.45,0.0,8.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:30,E,31,E31,24467347.14,,24467354.1,24467348.5,24467350.84,24467351.82,1790.049,,1336.7,1452.907,1371.551,1354.103,128576821.548,4.0,8.0,,,,96015213.333,0.0,8.0,104364314.428,98519939.096,97267572.438,,53.25,,53.3,53.95,54.4,56.75,0.0,8.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:30,E,36,E36,26202641.04,,26202649.06,26202644.32,26202645.72,26202646.86,-934.901,,-698.071,-758.839,-716.287,-707.195,137695762.089,4.0,7.0,,,,102824745.2,0.0,8.0,111766020.799,105507120.531,104165931.09,,46.1,,48.05,47.85,49.3,51.65,0.0,7.0,0.0,8.0,0.0,8.0
2025-11-25 15:00:30,G,1,G01,23919026.36,23919028.62,23919034.98,,,,-123.362,-96.128,-92.247,,,,125695320.994,0.0,7.0,97944400.022,0.0,6.0,93863404.936,0.0,7.0,,,,23919028.42,43.25,41.2,46.95,,,,,,,,,
2025-11-25 15:00:30,G,2,G02,24417962.0,,,,,,-1410.188,-1098.852,,,,,128317170.064,0.0,7.0,99987386.764,0.0,6.0,,,,,,,24417962.42,43.2,40.9,,,,,,,,,,
2025-11-25 15:00:30,G,3,G03,24173993.26,24173998.54,24173999.56,,,,3482.485,2713.625,2600.569,,,,127035191.41,0.0,6.0,98988483.246,0.0,6.0,94863976.116,0.0,7.0,,,,24173998.12,40.55,40.2,46.45,,,,,,,,,
2025-11-25 15:00:30,G,10,G10,22027921.28,22027924.7,22027925.18,,,,-2962.379,-2308.351,-2212.169,,,,115757474.839,0.0,8.0,90200622.589,0.0,8.0,86442273.538,0.0,8.0,,,,22027924.92,50.8,50.8,52.2,,,,,,,,,
2025-11-25 15:00:30,G,25,G25,22553554.74,22553559.28,22553561.48,,,,-2428.488,-1892.331,-1813.65,,,,118519715.085,0.0,7.0,92353043.602,0.0,7.0,88505002.123,0.0,7.0,,,,22553558.78,45.7,45.6,47.55,,,,,,,,,
2025-11-25 15:00:30,G,26,G26,21665331.94,21665336.34,21665336.62,,,,3047.242,2374.479,2275.535,,,,113852143.996,0.0,8.0,88715999.051,0.0,8.0,85019512.062,0.0,9.0,,,,21665336.22,51.45,51.55,55.45,,,,,,,,,
2025-11-25 15:00:30,G,28,G28,20836476.12,20836476.08,20836481.32,,,,-1049.023,-817.422,-783.382,,,,109496412.787,0.0,8.0,85321877.874,0.0,8.0,81766821.926,0.0,9.0,,,,20836475.88,52.35,52.2,58.35,,,,,,,,,
2025-11-25 15:00:30,G,31,G31,20596627.18,20596626.48,,,,,826.914,644.349,,,,,108236035.117,0.0,8.0,84339784.271,0.0,8.0,,,,,,,20596626.06,52.4,52.55,,,,,,,,,,
2025-11-25 15:00:30,G,32,G32,21467963.98,21467966.4,21467966.9,,,,-570.511,-444.556,-426.085,,,,112814884.49,0.0,9.0,87907701.418,0.0,9.0,84244883.18,0.0,8.0,,,,21467966.06,54.45,54.5,53.85,,,,,,,,,
2025-11-25 15:00:40,E,6,E06,24010699.22,,24010704.72,24010700.56,24010701.86,24010702.58,193.458,,144.451,157.028,148.218,146.337,126177057.377,4.0,9.0,,,,94223135.109,0.0,9.0,102416447.915,96681127.323,95452129.438,,54.6,,54.3,55.65,55.3,57.65,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:40,E,9,E09,24505711.34,,24505717.16,24505713.6,24505713.56,24505714.48,913.568,,682.206,741.532,700.03,691.101,128778356.278,4.0,8.0,,,,96165674.219,0.0,8.0,104527899.116,98674331.195,97419998.928,,52.85,,53.8,54.1,55.0,57.05,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:40,E,10,E10,27750377.34,,27750390.78,27750385.56,27750386.16,27750387.34,-2777.653,,-2074.024,-2254.382,-2128.111,-2101.008,145829199.821,4.0,6.0,,,,108898319.928,0.0,6.0,118367757.735,111739122.73,110318721.545,,36.3,,37.1,38.15,40.65,41.8,0.0,6.0,0.0,6.0,0.0,6.0
2025-11-25 15:00:40,E,11,E11,25474505.82,,25474511.5,25474507.18,25474508.04,25474509.2,-2558.198,,-1910.522,-2076.657,-1960.401,-1935.366,133869352.764,4.0,7.0,,,,99967339.307,0.0,7.0,108660157.72,102575187.596,101271272.17,,43.8,,43.15,44.05,44.2,46.65,0.0,7.0,0.0,7.0,0.0,7.0
2025-11-25 15:00:40,E,19,E19,,,27712272.24,,27712268.26,27712269.34,,,-1173.668,,-1203.711,-1188.582,,,,,,,108748906.413,0.0,5.0,,111585812.029,110167193.931,,,,33.9,,34.55,36.85,,,0.0,5.0,0.0,6.0
2025-11-25 15:00:40,E,23,E23,25336413.5,,25336420.74,25336416.62,25336417.42,25336418.28,-736.592,,-550.139,-597.951,-564.432,-557.295,133143772.226,4.0,8.0,,,,99425589.047,0.0,8.0,108071266.974,102019288.858,100722432.675,,51.8,,51.6,52.85,52.35,54.8,0.0,8.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:40,E,31,E31,24463944.2,,24463951.14,24463945.56,24463947.88,24463948.86,1786.407,,1333.943,1449.976,1368.769,1351.381,128558939.03,4.0,8.0,,,,96001859.532,0.0,8.0,104349799.412,98506236.931,97254044.453,,53.4,,52.85,54.05,53.9,56.2,0.0,9.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:40,E,36,E36,26204423.94,,26204431.98,26204427.22,26204428.64,26204429.76,-939.067,,-701.315,-762.222,-719.575,-710.398,137705131.328,4.0,7.0,,,,102831741.698,0.0,7.0,111773625.684,105514299.546,104173018.843,,46.35,,47.75,47.9,48.7,51.0,0.0,7.0,0.0,8.0,0.0,8.0
2025-11-25 15:00:40,G,1,G01,23919266.38,23919268.66,23919275.02,,,,-129.118,-100.612,-96.227,,,,125696582.171,0.0,7.0,97945382.751,0.0,6.0,93864346.685,0.0,7.0,,,,23919268.46,43.7,40.15,46.5,,,,,,,,,
2025-11-25 15:00:40,G,2,G02,24420648.26,,,,,,-1412.92,-1100.979,,,,,128331286.282,0.0,7.0,99998386.378,0.0,6.0,,,,,,,24420648.7,42.85,41.25,,,,,,,,,,
2025-11-25 15:00:40,G,3,G03,24167367.88,24167373.18,24167374.2,,,,3480.309,2711.929,2599.121,,,,127000374.777,0.0,6.0,98961353.402,0.0,6.0,94837976.679,0.0,7.0,,,,24167372.76,40.55,41.05,45.75,,,,,,,,,
2025-11-25 15:00:40,G,10,G10,22033562.66,22033566.06,22033566.56,,,,-2966.769,-2311.771,-2215.431,,,,115787120.281,0.0,8.0,90223722.892,0.0,8.0,86464411.327,0.0,8.0,,,,22033566.28,50.85,50.65,51.6,,,,,,,,,
2025-11-25 15:00:40,G,25,G25,22558181.36,22558185.9,22558188.08,,,,-2434.12,-1896.719,-1817.69,,,,118544027.966,0.0,7.0,92371988.682,0.0,7.0,88523157.811,0.0,7.0,,,,22558185.38,45.6,45.25,47.3,,,,,,,,,
2025-11-25 15:00:40,G,26,G26,21659536.96,21659541.34,21659541.62,,,,3043.264,2371.379,2272.475,,,,113821691.368,0.0,8.0,88692269.774,0.0,8.0,84996771.519,0.0,9.0,,,,21659541.24,51.55,51.6,54.9,,,,,,,,,
2025-11-25 15:00:40,G,28,G28,20838475.22,20838475.2,20838480.42,,,,-1052.135,-819.846,-785.721,,,,109506918.107,0.0,8.0,85330063.826,0.0,8.0,81774666.797,0.0,9.0,,,,20838474.98,52.6,52.6,57.9,,,,,,,,,
2025-11-25 15:00:40,G,31,G31,20595057.86,20595057.16,,,,,822.271,640.729,,,,,108227788.282,0.0,8.0,84333358.164,0.0,8.0,,,,,,,20595056.74,52.65,52.55,,,,,,,,,,
2025-11-25 15:00:40,G,32,G32,21469051.78,21469054.2,21469054.7,,,,-572.914,-446.428,-427.826,,,,112820600.81,0.0,9.0,87912155.675,0.0,9.0,84249151.84,0.0,8.0,,,,21469053.86,54.85,54.95,53.4,,,,,,,,,
2025-11-25 15:00:50,E,6,E06,24010331.88,,24010337.36,24010333.2,24010334.5,24010335.24,192.539,,143.788,156.283,147.533,145.658,126175126.877,4.0,9.0,,,,94221693.496,0.0,9.0,102414880.946,96679648.101,95450669.019,,54.7,,54.7,55.45,55.95,56.95,0.0,9.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:50,E,9,E09,24503973.32,,24503979.16,24503975.58,24503975.54,24503976.46,912.979,,681.784,741.085,699.604,690.667,128769222.937,4.0,8.0,,,,96158853.872,0.0,9.0,104520485.692,98667332.925,97413089.623,,52.9,,54.15,53.95,55.65,56.45,0.0,8.0,0.0,9.0,0.0,9.0
2025-11-25 15:00:50,E,10,E10,27755661.66,,27755675.1,27755669.96,27755670.56,27755671.74,-2777.017,,-2073.379,-2253.856,-2127.543,-2100.537,145856969.105,4.0,6.0,,,,108919056.646,0.0,6.0,118390297.667,111760400.412,110339728.759,,36.95,,37.05,37.05,41.15,40.9,0.0,6.0,0.0,6.0,0.0,6.0
2025-11-25 15:00:50,E,11,E11,25479375.46,,25479381.16,25479376.84,25479377.68,25479378.86,-2559.977,,-1911.661,-2077.87,-1961.295,-1936.485,133894942.803,4.0,7.0,,,,99986448.714,0.0,7.0,108680928.822,102594795.491,101290630.825,,43.85,,43.5,43.6,44.8,45.85,0.0,7.0,0.0,7.0,0.0,7.0
2025-11-25 15:00:50,E,19,E19,27715252.2,,27715263.5,,27715259.98,27715260.84,-1573.262,,-1174.358,,-1204.733,-1189.378,145644633.379,5.0,5.0,,,,108760644.703,0.0,5.0,,111597856.541,110179085.335,,33.35,,33.9,,35.35,36.2,,,0.0,5.0,0.0,6.0
2025-11-25 15:00:50,E,23,E23,25337819.94,,25337827.18,25337823.04,25337823.86,25337824.72,-741.567,,-553.78,-601.937,-568.215,-561.01,133151163.076,4.0,8.0,,,,99431108.181,0.0,8.0,108077266.034,102024951.969,100728023.795,,51.85,,51.9,52.75,53.05,54.1,0.0,8.0,0.0,8.0,0.0,9.0
2025-11-25 15:00:50,E,31,E31,24460548.56,,24460555.48,24460549.9,24460552.24,24460553.2,1782.354,,1331.021,1446.744,1365.756,1348.41,128541094.864,4.0,8.0,,,,95988534.358,0.0,8.0,104335315.525,98492564.146,97240545.473,,53.65,,53.25,53.95,54.7,55.6,0.0,8.0,0.0,9.0,0.0,9.0
