epoch,constellation,prn,sat_id,C1,C2,C5,C7,C8,D1,D2,D5,D7# /,D8,L1,L1_LLI,L1_SSI,L2,L2_LLI,L2_SSI,L5,L7,L8,P2,S1,S2# /,S5,S7,S8
2025-09-30 00:01:00,R,07,R07,20770817.160,20770818.940,,,,-2833.494,-2203.829,,,,111187894.718,,8,86479493.590,,8,,,,20770819.080,50.700,50.550,,,
2025-09-30 00:01:00,R,08,R08,21194201.260,21194202.060,,,,840.262,653.538,,,,113494027.647,,7,88273173.512,,7,,,,21194202.180,44.950,47.900,,,
2025-09-30 00:01:00,R,09,R09,20794912.580,20794913.700,,,,-796.595,-619.573,,,,111043966.193,,8,86367667.481,,8,,,,20794913.540,51.950,49.050,,,
2025-09-30 00:01:00,R,10,R10,21154335.760,,,,,844.709,,,,,112764701.507,,7,,,,,,,,44.350,,,,
2025-09-30 00:01:00,R,18,R18,23750735.480,23750741.000,,,,-2637.532,-2051.413,,,,126783192.579,,7,98609209.706,,7,,,,23750740.580,42.850,42.150,,,
2025-09-30 00:01:00,R,19,R19,21455331.920,21455332.560,,,,513.535,399.418,,,,114771755.563,,8,89266996.519,,7,,,,21455332.780,48.350,47.800,,,
2025-09-30 00:01:00,R,20,R20,22127523.180,22127528.780,,,,3638.185,2829.704,,,,118325812.618,,6,92031204.969,,7,,,,22127528.660,36.700,45.900,,,
2025-09-30 00:01:30,R,06,R06,23553704.700,,,,,-4272.999,,,,,125687075.673,,5,,,,,,,,31.000,,,,
2025-09-30 00:01:30,R,07,R07,20786747.260,20786749.040,,,,-2851.680,-2217.974,,,,111273169.640,,8,86545818.492,,8,,,,20786749.180,51.350,50.650,,,
2025-09-30 00:01:30,R,08,R08,21189566.920,21189567.680,,,,813.996,633.109,,,,113469211.200,,7,88253871.881,,8,,,,21189567.820,45.650,48.550,,,
2025-09-30 00:01:30,R,09,R09,20799394.060,20799395.180,,,,-799.101,-621.522,,,,111067897.115,,8,86386280.442,,8,,,,20799395.040,51.650,49.100,,,
2025-09-30 00:01:30,R,10,R10,21149588.400,,,,,841.911,,,,,112739396.012,,7,,,,,,,,44.500,,,,
2025-09-30 00:01:30,R,18,R18,23765609.820,23765615.360,,,,-2656.131,-2065.877,,,,126862593.363,,6,98670965.954,,6,,,,23765614.980,41.300,38.850,,,
2025-09-30 00:01:30,R,19,R19,21452520.620,21452521.240,,,,488.917,380.271,,,,114756716.985,,8,89255299.888,,7,,,,21452521.480,48.250,47.550,,,
2025-09-30 00:01:30,R,20,R20,22107134.560,22107140.180,,,,3630.027,2823.360,,,,118216786.213,,5,91946406.812,,7,,,,22107139.940,35.700,45.750,,,
2025-09-30 00:02:00,R,06,R06,23577720.960,,,,,-4270.798,,,,,125815230.433,,5,,,,,,,,32.150,,,,
2025-09-30 00:02:00,R,07,R07,20802777.700,20802779.500,,,,-2868.930,-2231.393,,,,111358981.763,,8,86612561.221,,8,,,,20802779.640,50.700,50.550,,,
2025-09-30 00:02:00,R,08,R08,21185077.880,21185078.640,,,,788.751,613.474,,,,113445172.779,,7,88235175.367,,8,,,,21185078.760,44.700,48.700,,,
2025-09-30 00:02:00,R,09,R09,20803888.160,20803889.280,,,,-800.701,-622.767,,,,111091895.441,,8,86404945.833,,8,,,,20803889.140,51.650,49.150,,,
2025-09-30 00:02:00,R,10,R10,21144855.200,,,,,840.148,,,,,112714165.915,,7,,,,,,,,44.250,,,,
2025-09-30 00:02:00,R,18,R18,23780587.740,23780593.240,,,,-2674.034,-2079.802,,,,126942546.864,,7,98733152.085,,6,,,,23780592.880,42.450,37.950,,,
2025-09-30 00:02:00,R,19,R19,21449845.900,21449846.520,,,,465.068,361.722,,,,114742409.090,,7,89244171.569,,7,,,,21449846.760,47.500,47.550,,,
2025-09-30 00:02:00,R,20,R20,22086792.960,22086798.620,,,,3622.079,2817.178,,,,118108011.169,,5,91861804.140,,7,,,,22086798.280,35.800,46.000,,,
2025-09-30 00:02:30,R,06,R06,23601727.480,,,,,-4269.757,,,,,125943332.791,,5,,,,,,,,32.150,,,,
2025-09-30 00:02:30,R,07,R07,20818907.960,20818909.760,,,,-2887.177,-2245.583,,,,111445328.088,,8,86679719.439,,8,,,,20818909.900,50.500,50.150,,,
2025-09-30 00:02:30,R,08,R08,21180734.500,21180735.260,,,,762.146,592.780,,,,113421914.286,,7,88217085.453,,8,,,,21180735.400,43.600,48.850,,,
2025-09-30 00:02:30,R,09,R09,20808395.220,20808396.340,,,,-803.553,-624.984,,,,111115962.922,,8,86423665.004,,8,,,,20808396.220,51.750,49.150,,,
2025-09-30 00:02:30,R,10,R10,21140136.240,,,,,837.022,,,,,112689011.781,,7,,,,,,,,44.800,,,,
2025-09-30 00:02:30,R,18,R18,23795668.820,23795674.180,,,,-2692.749,-2094.355,,,,127023051.328,,6,98795766.833,,5,,,,23795673.820,41.500,33.900,,,
2025-09-30 00:02:30,R,19,R19,21447308.280,21447308.920,,,,440.056,342.268,,,,114728834.788,,7,89233613.837,,7,,,,21447309.160,47.400,46.850,,,
2025-09-30 00:02:30,R,20,R20,22066499.280,22066504.960,,,,3612.713,2809.891,,,,117999492.307,,6,91777400.703,,7,,,,22066504.580,36.150,45.750,,,
2025-09-30 00:03:00,R,06,R06,23625722.560,,,,,-4266.140,,,,,126071374.484,,5,,,,,,,,31.500,,,,
2025-09-30 00:03:00,R,07,R07,20835136.460,20835138.260,,,,-2904.231,-2258.850,,,,111532200.391,,8,86747286.744,,8,,,,20835138.400,50.200,50.400,,,
2025-09-30 00:03:00,R,08,R08,21176536.020,21176536.820,,,,736.637,572.939,,,,113399431.916,,7,88199599.178,,8,,,,21176536.960,43.900,48.550,,,
2025-09-30 00:03:00,R,09,R09,20812914.320,20812915.460,,,,-805.256,-626.311,,,,111140094.726,,8,86442434.201,,8,,,,20812915.320,51.750,49.100,,,
2025-09-30 00:03:00,R,10,R10,21135430.680,,,,,835.156,,,,,112663929.026,,7,,,,,,,,44.600,,,,
2025-09-30 00:03:00,R,18,R18,23810851.740,23810856.840,,,,-2710.326,-2108.027,,,,127104098.963,,6,98858804.010,,5,,,,23810856.460,41.500,34.600,,,
2025-09-30 00:03:00,R,19,R19,21444907.120,21444907.760,,,,416.029,323.580,,,,114715990.568,,7,89223623.928,,7,,,,21444908.020,47.050,46.400,,,
2025-09-30 00:03:00,R,20,R20,22046253.680,22046259.360,,,,3605.084,2803.959,,,,117891230.525,,6,91693197.226,,7,,,,22046258.940,36.300,46.350,,,
2025-09-30 00:03:30,R,01,R01,24556379.020,,,,,3340.466,,,,,131267898.514,,6,,,,,,,,38.900,,,,
2025-09-30 00:03:30,R,06,R06,23649706.260,,,,,-4265.098,,,,,126199355.402,,5,,,,,,,,31.650,,,,
2025-09-30 00:03:30,R,07,R07,20851462.980,20851464.780,,,,-2921.921,-2272.605,,,,111619597.346,,8,86815262.126,,8,,,,20851464.920,49.750,50.700,,,
2025-09-30 00:03:30,R,08,R08,21172483.280,21172484.120,,,,710.399,552.534,,,,113377730.039,,7,88182719.984,,8,,,,21172484.240,45.850,48.750,,,
2025-09-30 00:03:30,R,09,R09,20817446.360,20817447.500,,,,-807.857,-628.333,,,,111164295.553,,8,86461257.077,,8,,,,20817447.380,51.700,49.150,,,
2025-09-30 00:03:30,R,10,R10,21130739.060,,,,,832.358,,,,,112638920.513,,7,,,,,,,,44.800,,,,
2025-09-30 00:03:30,R,18,R18,23826136.600,23826141.460,,,,-2729.124,-2122.647,,,,127185690.615,,6,98922264.284,,5,,,,23826141.020,38.400,33.700,,,
2025-09-30 00:03:30,R,19,R19,21442643.520,21442644.160,,,,391.293,304.340,,,,114703881.901,,8,89214206.090,,7,,,,21442644.400,48.100,46.700,,,
2025-09-30 00:03:30,R,20,R20,22026057.700,22026063.380,,,,3595.330,2796.372,,,,117783233.969,,5,91609200.023,,7,,,,22026062.960,35.950,46.500,,,
2025-09-30 00:04:00,R,01,R01,24537667.060,,,,,3327.766,,,,,131167896.398,,5,,,,,,,,33.600,,,,
2025-09-30 00:04:00,R,06,R06,23673678.420,,,,,-4261.690,,,,,126327274.547,,5,,,,,,,,31.950,,,,
2025-09-30 00:04:00,R,07,R07,20867887.300,20867889.120,,,,-2938.563,-2285.551,,,,111707517.830,,8,86883644.681,,8,,,,20867889.240,48.400,50.200,,,
2025-09-30 00:04:00,R,08,R08,21168576.940,21168577.760,,,,684.878,532.685,,,,113356811.961,,7,88166450.422,,8,,,,21168577.880,46.350,48.600,,,
2025-09-30 00:04:00,R,09,R09,20821991.860,20821993.020,,,,-809.532,-629.635,,,,111188568.400,,8,86480135.973,,8,,,,20821992.920,52.000,49.300,,,
2025-09-30 00:04:00,R,10,R10,21126061.900,,,,,830.610,,,,,112613988.645,,7,,,,,,,,44.900,,,,
2025-09-30 00:04:00,R,18,R18,23841523.260,23841527.900,,,,-2746.297,-2136.009,,,,127267825.817,,5,98986147.345,,6,,,,23841527.440,35.300,39.700,,,
2025-09-30 00:04:00,R,19,R19,21440518.160,21440518.780,,,,367.537,285.862,,,,114692512.893,,8,89205363.556,,7,,,,21440519.020,48.650,47.600,,,
2025-09-30 00:04:00,R,20,R20,22005912.700,22005918.420,,,,3586.991,2789.886,,,,117675510.186,,6,91525414.983,,7,,,,22005918.000,36.300,46.650,,,
2025-09-30 00:04:30,R,01,R01,24519032.800,,,,,3312.858,,,,,131068284.142,,5,,,,,,,,34.450,,,,
2025-09-30 00:04:30,R,06,R06,23697637.180,,,,,-4261.016,,,,,126455122.022,,4,,,,,,,,29.350,,,,
2025-09-30 00:04:30,R,07,R07,20884407.520,20884409.340,,,,-2956.950,-2299.852,,,,111795951.740,,8,86952426.572,,8,,,,20884409.480,49.100,50.500,,,
2025-09-30 00:04:30,R,08,R08,21164816.080,21164816.860,,,,657.752,511.587,,,,113336672.705,,7,88150786.594,,8,,,,21164817.000,46.000,48.650,,,
2025-09-30 00:04:30,R,09,R09,20826549.780,20826550.940,,,,-812.953,-632.297,,,,111212907.521,,8,86499066.417,,8,,,,20826550.840,51.900,49.350,,,
2025-09-30 00:04:30,R,10,R10,21121397.960,,,,,827.108,,,,,112589127.012,,7,,,,,,,,45.550,,,,
2025-09-30 00:04:30,R,18,R18,23857010.160,23857014.740,,,,-2765.192,-2150.699,,,,127350496.037,,6,99050446.420,,6,,,,23857014.260,37.300,40.950,,,
2025-09-30 00:04:30,R,19,R19,21438530.320,21438530.920,,,,341.640,265.721,,,,114681879.520,,8,89197093.192,,8,,,,21438531.140,49.600,48.100,,,
2025-09-30 00:04:30,R,20,R20,21985818.540,21985824.300,,,,3576.511,2781.734,,,,117568058.343,,5,91441841.442,,7,,,,21985823.900,35.800,46.100,,,
2025-09-30 00:05:00,R,01,R01,24500473.920,,,,,3300.192,,,,,130969073.906,,5,,,,,,,,34.650,,,,
2025-09-30 00:05:00,R,07,R07,20901022.080,20901023.920,,,,-2972.837,-2312.207,,,,111884890.725,,8,87021601.312,,8,,,,20901024.040,49.150,50.350,,,
2025-09-30 00:05:00,R,08,R08,21161199.920,21161200.660,,,,632.733,492.126,,,,113317308.316,,7,88135725.425,,8,,,,21161200.800,44.800,48.450,,,
2025-09-30 00:05:00,R,09,R09,20831119.400,20831120.560,,,,-814.372,-633.400,,,,111237309.045,,8,86518045.392,,8,,,,20831120.460,51.750,49.350,,,
2025-09-30 00:05:00,R,10,R10,21116746.440,,,,,825.581,,,,,112564331.252,,7,,,,,,,,45.650,,,,
2025-09-30 00:05:00,R,18,R18,23872595.820,23872600.320,,,,-2782.004,-2163.783,,,,127433693.741,,6,99115155.886,,7,,,,23872599.840,38.050,44.150,,,
2025-09-30 00:05:00,R,19,R19,21436679.540,21436680.100,,,,317.859,247.226,,,,114671979.079,,8,89189392.886,,8,,,,21436680.320,48.900,48.450,,,
2025-09-30 00:05:00,R,20,R20,21965775.420,21965781.220,,,,3568.183,2775.256,,,,117460879.305,,6,91358480.078,,7,,,,21965780.820,36.850,45.950,,,
2025-09-30 00:05:30,R,01,R01,24481992.780,,,,,3286.158,,,,,130870278.921,,6,,,,,,,,36.700,,,,
2025-09-30 00:05:30,R,07,R07,20917731.960,20917733.820,,,,-2990.054,-2325.598,,,,111974339.876,,8,87091172.833,,8,,,,20917733.940,48.750,50.400,,,
2025-09-30 00:05:30,R,08,R08,21157730.380,21157731.100,,,,606.217,471.504,,,,113298729.162,,7,88121275.001,,8,,,,21157731.240,45.250,48.050,,,
2025-09-30 00:05:30,R,09,R09,20835702.620,20835703.800,,,,-817.038,-635.475,,,,111261783.259,,8,86537080.896,,8,,,,20835703.700,51.950,49.400,,,
2025-09-30 00:05:30,R,10,R10,21112109.120,,,,,822.828,,,,,112539611.124,,7,,,,,,,,45.600,,,,
2025-09-30 00:05:30,R,18,R18,23888281.600,23888286.020,,,,-2800.117,-2177.862,,,,127517425.588,,6,99180280.756,,7,,,,23888285.560,40.550,44.700,,,
2025-09-30 00:05:30,R,19,R19,21434967.800,21434968.320,,,,292.786,227.724,,,,114662822.469,,8,89182271.127,,8,,,,21434968.540,48.750,48.550,,,
2025-09-30 00:05:30,R,20,R20,21945786.020,21945791.840,,,,3558.256,2767.536,,,,117353987.751,,6,91275342.330,,7,,,,21945791.440,37.050,45.200,,,
2025-09-30 00:06:00,R,01,R01,24463589.420,,,,,3272.247,,,,,130771900.031,,6,,,,,,,,38.300,,,,
2025-09-30 00:06:00,R,06,R06,23769426.420,,,,,-4251.820,,,,,126838217.949,,4,,,,,,,,27.650,,,,
2025-09-30 00:06:00,R,07,R07,20934535.960,20934537.840,,,,-3006.501,-2338.391,,,,112064292.948,,8,87161136.297,,8,,,,20934537.960,50.250,50.300,,,
2025-09-30 00:06:00,R,08,R08,21154407.140,21154407.860,,,,580.387,451.413,,,,113280933.566,,7,88107434.016,,8,,,,21154407.980,46.300,48.700,,,
2025-09-30 00:06:00,R,09,R09,20840299.140,20840300.320,,,,-819.168,-637.131,,,,111286328.486,,8,86556171.641,,8,,,,20840300.220,51.850,49.600,,,
2025-09-30 00:06:00,R,10,R10,21107485.380,,,,,820.578,,,,,112514963.362,,7,,,,,,,,45.650,,,,
2025-09-30 00:06:00,R,18,R18,23904066.480,23904070.820,,,,-2817.377,-2191.291,,,,127601686.389,,7,99245817.043,,7,,,,23904070.360,42.650,45.550,,,
2025-09-30 00:06:00,R,19,R19,21433394.920,21433395.440,,,,268.277,208.661,,,,114654408.764,,8,89175727.167,,8,,,,21433395.680,48.250,48.250,,,
2025-09-30 00:06:00,R,20,R20,21925850.960,21925856.800,,,,3548.786,2760.170,,,,117247386.642,,6,91192430.478,,7,,,,21925856.380,37.350,44.300,,,
2025-09-30 00:06:30,R,01,R01,24445263.200,,,,,3257.856,,,,,130673934.690,,5,,,,,,,,35.800,,,,
2025-09-30 00:06:30,R,06,R06,23793324.660,,,,,-4249.897,,,,,126965744.249,,4,,,,,,,,29.000,,,,
2025-09-30 00:06:30,R,07,R07,20951432.060,20951433.940,,,,-3023.115,-2351.313,,,,112154739.035,,8,87231483.235,,8,,,,20951434.080,49.700,49.700,,,
2025-09-30 00:06:30,R,08,R08,21151229.160,21151229.840,,,,554.117,430.981,,,,113263915.663,,7,88094197.906,,8,,,,21151229.960,46.500,48.650,,,
2025-09-30 00:06:30,R,09,R09,20844907.900,20844909.100,,,,-821.621,-639.038,,,,111310939.128,,8,86575313.268,,8,,,,20844909.000,51.850,49.350,,,
2025-09-30 00:06:30,R,10,R10,21102873.960,,,,,818.035,,,,,112490381.381,,7,,,,,,,,46.100,,,,
2025-09-30 00:06:30,R,18,R18,23919948.640,23919952.920,,,,-2834.870,-2204.895,,,,127686466.571,,6,99311757.292,,7,,,,23919952.480,40.550,44.200,,,
2025-09-30 00:06:30,R,19,R19,21431960.040,21431960.560,,,,243.407,189.320,,,,114646733.209,,8,89169757.343,,7,,,,21431960.800,48.350,47.750,,,
2025-09-30 00:06:30,R,20,R20,21905969.860,21905975.660,,,,3538.859,2752.449,,,,117141073.840,,6,91109742.843,,7,,,,21905975.240,36.800,44.200,,,
2025-09-30 00:07:00,R,01,R01,24427015.660,,,,,3244.970,,,,,130576391.815,,6,,,,,,,,37.500,,,,
2025-09-30 00:07:00,R,06,R06,23817206.980,,,,,-4245.627,,,,,127093183.102,,5,,,,,,,,31.800,,,,
2025-09-30 00:07:00,R,07,R07,20968420.500,20968422.400,,,,-3039.070,-2363.723,,,,112245679.401,,8,87302214.598,,8,,,,20968422.520,49.350,49.650,,,
2025-09-30 00:07:00,R,08,R08,21148197.500,21148198.140,,,,528.538,411.087,,,,113247681.240,,7,88081571.176,,8,,,,21148198.280,44.900,48.850,,,
2025-09-30 00:07:00,R,09,R09,20849529.940,20849531.140,,,,-823.435,-640.450,,,,111335620.523,,8,86594509.909,,8,,,,20849531.020,51.450,49.650,,,
2025-09-30 00:07:00,R,10,R10,21098275.880,,,,,816.362,,,,,112465870.380,,7,,,,,,,,46.250,,,,
2025-09-30 00:07:00,R,11,R11,23967526.520,23967521.560,,,,2007.461,1561.359,,,,128075188.887,,6,99614026.897,,4,,,,23967521.580,36.200,26.900,,,
2025-09-30 00:07:00,R,16,R16,24252126.900,24252124.440,,,,-2066.712,-1607.450,,,,129550517.160,,5,100761500.084,,4,,,,24252126.020,32.550,29.250,,,
2025-09-30 00:07:00,R,18,R18,23935928.520,23935932.800,,,,-2851.707,-2217.986,,,,127771768.710,,6,99378103.512,,7,,,,23935932.340,41.850,44.100,,,
2025-09-30 00:07:00,R,19,R19,21430664.360,21430664.880,,,,219.096,170.408,,,,114639802.301,,8,89164366.664,,7,,,,21430665.120,48.200,47.500,,,
2025-09-30 00:07:00,R,20,R20,21886144.700,21886150.440,,,,3529.248,2744.974,,,,117035060.150,,5,91027287.865,,7,,,,21886150.020,35.950,43.950,,,
2025-09-30 00:07:30,R,01,R01,24408847.500,,,,,3230.493,,,,,130479273.419,,5,,,,,,,,35.800,,,,
2025-09-30 00:07:30,R,06,R06,23841071.680,,,,,-4242.562,,,,,127220528.823,,5,,,,,,,,30.850,,,,
2025-09-30 00:07:30,R,07,R07,20985500.080,20985501.980,,,,-3055.219,-2376.282,,,,112337107.562,,8,87373325.356,,8,,,,20985502.100,50.100,50.150,,,
2025-09-30 00:07:30,R,08,R08,21145311.900,21145312.540,,,,502.459,390.801,,,,113232228.945,,7,88069552.731,,8,,,,21145312.680,44.200,48.950,,,
2025-09-30 00:07:30,R,09,R09,20854165.040,20854166.260,,,,-825.866,-642.340,,,,111360371.739,,8,86613760.858,,8,,,,20854166.140,51.600,50.050,,,
2025-09-30 00:07:30,R,10,R10,21093690.740,,,,,814.068,,,,,112441428.609,,7,,,,,,,,46.000,,,,
2025-09-30 00:07:30,R,11,R11,23956257.180,23956251.620,,,,2007.566,1561.445,,,,128014971.406,,5,,,,,,,23956249.040,35.900,29.000,,,
2025-09-30 00:07:30,R,16,R16,24263729.460,24263733.400,,,,-2065.654,-1606.603,,,,129612498.015,,5,,,,,,,24263729.640,34.750,27.700,,,
2025-09-30 00:07:30,R,18,R18,23952005.160,23952009.460,,,,-2868.766,-2231.257,,,,127857587.618,,6,99444851.706,,7,,,,23952009.000,40.100,44.750,,,
2025-09-30 00:07:30,R,19,R19,21429507.860,21429508.360,,,,194.110,150.976,,,,114633615.919,,8,89159555.062,,7,,,,21429508.600,49.150,47.750,,,
2025-09-30 00:07:30,R,20,R20,21866376.040,21866381.700,,,,3518.823,2736.867,,,,116929348.655,,6,90945067.933,,7,,,,21866381.320,36.800,44.500,,,
2025-09-30 00:08:00,R,01,R01,24390759.120,,,,,3215.505,,,,,130382580.902,,6,,,,,,,,36.000,,,,
2025-09-30 00:08:00,R,06,R06,23864917.880,,,,,-4241.306,,,,,127347775.763,,4,,,,,,,,28.650,,,,
2025-09-30 00:08:00,R,07,R07,21002669.660,21002671.560,,,,-3072.181,-2389.476,,,,112429017.352,,8,87444810.701,,8,,,,21002671.680,49.300,49.000,,,
2025-09-30 00:08:00,R,08,R08,21142571.980,21142572.640,,,,475.451,369.796,,,,113217556.760,,7,88058141.034,,8,,,,21142572.780,45.100,48.250,,,
2025-09-30 00:08:00,R,09,R09,20858812.800,20858814.020,,,,-829.009,-644.785,,,,111385190.467,,8,86633064.309,,8,,,,20858813.900,51.300,49.900,,,
2025-09-30 00:08:00,R,10,R10,21089117.960,,,,,810.780,,,,,112417053.009,,7,,,,,,,,45.300,,,,
2025-09-30 00:08:00,R,11,R11,23944989.300,23944984.620,,,,2006.832,1560.862,,,,127954759.047,,5,99520337.318,,4,,,,23944983.100,33.350,29.700,,,
2025-09-30 00:08:00,R,16,R16,24275331.780,24275333.120,,,,-2065.903,-1606.825,,,,129674461.354,,5,100857926.110,,4,,,,24275335.320,33.050,27.600,,,
2025-09-30 00:08:00,R,18,R18,23968177.580,23968181.980,,,,-2886.676,-2245.188,,,,127943917.837,,6,99511997.502,,7,,,,23968181.520,41.000,43.550,,,
2025-09-30 00:08:00,R,19,R19,21428490.340,21428490.820,,,,168.490,131.050,,,,114628173.057,,8,89155321.753,,7,,,,21428491.060,49.450,47.700,,,
2025-09-30 00:08:00,R,20,R20,21846664.260,21846669.860,,,,3507.829,2728.315,,,,116823941.409,,5,90863084.629,,7,,,,21846669.480,35.600,44.600,,,
2025-09-30 00:08:30,R,01,R01,24372751.920,,,,,3201.370,,,,,130286322.042,,5,,,,,,,,32.050,,,,
2025-09-30 00:08:30,R,07,R07,21019929.020,21019930.940,,,,-3087.761,-2401.593,,,,112521408.025,,8,87516670.086,,8,,,,21019931.060,49.700,49.200,,,
2025-09-30 00:08:30,R,08,R08,21139978.440,21139979.120,,,,449.725,349.787,,,,113203668.766,,7,88047339.304,,8,,,,21139979.260,45.850,48.200,,,
2025-09-30 00:08:30,R,09,R09,20863474.060,20863475.280,,,,-830.950,-646.294,,,,111410081.394,,8,86652423.928,,8,,,,20863475.160,51.100,49.950,,,
2025-09-30 00:08:30,R,10,R10,21084558.180,,,,,808.981,,,,,112392747.493,,7,,,,,,,,45.050,,,,
2025-09-30 00:08:30,R,11,R11,23933722.680,23933718.680,,,,2006.078,1560.279,,,,127894555.503,,5,99473512.418,,5,,,,23933717.920,32.800,32.350,,,
2025-09-30 00:08:30,R,16,R16,24286927.560,24286927.860,,,,-2065.423,-1606.439,,,,,,,,,,,,,24286933.980,35.550,29.300,,,
2025-09-30 00:08:30,R,18,R18,23984445.860,23984450.360,,,,-2903.613,-2258.361,,,,128030760.354,,6,99579541.915,,7,,,,23984449.920,39.500,42.350,,,
2025-09-30 00:08:30,R,19,R19,21427612.680,21427613.140,,,,143.967,111.975,,,,114623478.227,,8,89151670.245,,8,,,,21427613.380,49.700,48.450,,,
2025-09-30 00:08:30,R,20,R20,21827011.140,21827016.700,,,,3497.844,2720.549,,,,116718847.708,,5,90781345.186,,7,,,,21827016.320,35.950,44.700,,,
2025-09-30 00:09:00,R,01,R01,24354826.700,,,,,3186.678,,,,,130190501.746,,5,,,,,,,,35.800,,,,
2025-09-30 00:09:00,R,07,R07,21037277.760,21037279.660,,,,-3103.581,-2413.899,,,,112614276.881,,8,87588901.371,,8,,,,21037279.780,49.450,49.750,,,
2025-09-30 00:09:00,R,08,R08,21137531.700,21137532.360,,,,423.559,329.437,,,,113190566.842,,7,88037148.972,,7,,,,21137532.520,45.800,47.800,,,
2025-09-30 00:09:00,R,09,R09,20868149.220,20868150.480,,,,-833.312,-648.131,,,,111435046.680,,8,86671841.380,,8,,,,20868150.360,50.550,50.100,,,
2025-09-30 00:09:00,R,10,R10,21080011.660,,,,,806.489,,,,,112368513.316,,7,,,,,,,,45.100,,,,
2025-09-30 00:09:00,R,16,R16,24298528.460,24298531.780,,,,-2064.860,-1606.015,,,,129798398.513,,5,100954299.971,,4,,,,24298530.480,31.900,28.900,,,
2025-09-30 00:09:00,R,18,R18,24000809.920,24000814.560,,,,-2920.152,-2271.224,,,,128118113.371,,6,99647483.230,,6,,,,24000814.120,38.150,40.700,,,
2025-09-30 00:09:00,R,19,R19,21426875.500,21426875.940,,,,119.013,92.567,,,,114619534.963,,8,89148603.300,,8,,,,21426876.180,49.250,48.600,,,
2025-09-30 00:09:00,R,20,R20,21807417.960,21807423.480,,,,3487.025,2712.136,,,,116614074.546,,5,90699855.036,,7,,,,21807423.120,35.850,45.800,,,
2025-09-30 00:09:30,R,07,R07,21054713.160,21054715.080,,,,-3119.220,-2426.062,,,,112707609.787,,8,87661493.596,,8,,,,21054715.200,49.700,48.900,,,
