iTOW,numSvs,gnssId,svId,cno,elev,azim,prRes,qualityInd,health,diffCorr,smoothed,orbitSource,ephAvail,almAvail,anoAvail,aopAvail,sbasCorrUsed,rtcmCorrUsed,slasCorrUsed,spartnCorrUsed,prCorrUsed,crCorrUsed,doCorrUsed,clasCorrUsed,lppCorrUsed,hasCorrUsed,svUse
225540000,14,0,10,46,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,0,15,0,27,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225540000,14,0,18,27,77,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,0,23,46,57,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,0,24,27,56,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,0,27,42,12,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,0,29,0,5,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225540000,14,0,32,36,29,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,2,7,29,45,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,2,13,0,23,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225540000,14,2,19,0,26,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225540000,14,2,26,33,76,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225540000,14,2,33,45,49,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,5,0,2,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225545000,14,0,10,47,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,15,0,27,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225545000,14,0,18,26,77,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,23,46,57,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,24,26,56,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,27,42,12,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,0,29,0,4,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225545000,14,0,32,36,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,2,7,29,45,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,2,13,0,23,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225545000,14,2,19,0,26,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225545000,14,2,26,33,76,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225545000,14,2,33,45,49,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,5,0,2,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225547000,14,0,10,47,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,15,0,27,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225547000,14,0,18,25,77,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,23,46,57,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,24,25,56,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,27,42,12,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,0,29,0,4,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225547000,14,0,32,36,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,2,7,29,45,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,2,13,0,23,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225547000,14,2,19,0,26,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225547000,14,2,26,33,76,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225547000,14,2,33,45,49,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,5,0,2,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225549000,14,0,10,46,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,15,0,27,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225549000,14,0,18,25,77,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,23,45,57,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,24,26,56,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,27,43,12,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,0,29,0,4,3585,0,0,0,False,False,0,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False
225549000,14,0,32,35,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,2,7,29,45,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,2,13,18,23,3585,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
225549000,14,2,19,0,26,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225549000,14,2,26,33,76,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225549000,14,2,33,45,49,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,5,0,2,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225550000,14,0,10,46,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,15,0,27,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225550000,14,0,18,25,77,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,23,45,57,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,24,26,56,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,27,43,12,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,0,29,0,4,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225550000,14,0,32,35,30,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,2,7,29,45,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,2,13,16,23,3585,0,0,0,True,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False
225550000,14,2,19,0,26,3585,0,0,0,False,True,0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False
225550000,14,2,26,33,76,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
225550000,14,2,33,45,49,3585,0,0,1,True,True,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
