svId,gpsTOW,rcvTOW,rcvTOW_sat,clkBias_ns,clkDrift_ns,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,troposphericDelay,pwv,ztd
G18,227154.995594678,227154.996,227154.996,403638,562,227154.927426097,2386,20598577.4982817,62.5168311542998,177.380784785219,-162150.826772745,1.56104345831702,-1074086.56593494,-3082.79489951355,-459.32371111045,19685173.6122691,136470815.633082,L1_L5,-1466.58580702078,-2193.54444511436,-1301289.4822288
G18,227159.995591867,227159.996,227159.996,406449,562,227159.927417494,2386,20600313.8855658,62.4723980583279,177.375490327729,-162150.813139785,1.55844036713139,-1073244.61147385,-3081.98748293623,-457.674950192135,19687756.8973349,136488719.853087,L1_L5,-1461.63145639957,-2185.2653822023,-1296370.75901387
G18,227164.995589056,227164.996,227164.996,409260,562,227164.927408881,2386,20602053.0940892,62.4279676630036,177.370222272594,-162150.799506826,1.55583643412067,-1072400.38437439,-3082.50120731047,-456.906353285751,19690344.4343304,136506647.342716,L1_L5,-1457.51905479515,-2178.24744032266,-1292201.28790209
G18,227169.995586246,227169.996,227169.996,412070,562,227169.92740026,2386,20603795.1224877,62.3835399844584,177.364980450716,-162150.785873867,1.55323166068669,-1071561.28644558,-3083.05260376046,-450.805839910634,19692934.8306547,136524600.374083,L1_L5,-1448.23802964389,-2163.52339310071,-1283453.49679848
G18,227174.995583435,227174.996,227174.996,414881,562,227174.927391629,2386,20605539.9693928,62.3391150388123,177.359764694078,-162150.772240908,1.5506260482333,-1070721.04647098,-3080.45988349127,-448.704052807853,19695521.9908374,136542558.469959,L1_L5,-1446.15369928279,-2159.53997010998,-1281086.88171806
G18,227179.995580624,227179.996,227179.996,417692,562,227179.927382988,2386,20607287.6334335,62.2946928421228,177.354574835721,-162150.758607949,1.54801959816335,-1069884.31355522,-3074.9141056555,-449.691535608679,19698107.9904637,136560516.714702,L1_L5,-1444.54000287107,-2156.25928478494,-1279137.77428397
G18,227184.995577812,227184.996,227184.996,420504,562,227184.927374337,2386,20609038.1132351,62.2502734104265,177.34941070975,-162150.74497499,1.54541231188112,-1069035.53859617,-3076.51842696888,-451.337650346008,19700707.3417598,136578530.139447,L1_L5,-1444.43244179478,-2155.22322010834,-1278522.23174841
G18,227189.995575001,227189.996,227189.996,423315,562,227189.927365678,2386,20610791.4074206,62.2058567596977,177.34427215131,-162150.731342031,1.54280419078984,-1068191.59382832,-3076.0339312204,-451.360024970842,19703309.3428769,136596562.711159,L1_L5,-1439.65925325197,-2147.23783901465,-1273777.98958202
G18,227194.995572191,227194.996,227194.996,426125,562,227194.92735701,2386,20612547.5146093,62.161442905891,177.339158996594,-162150.717709072,1.54019523629424,-1067358.95932713,-3069.38277944399,-454.094512459738,19705907.6488042,136614584.129109,L1_L5,-1430.08399178414,-2132.10853675799,-1264789.43000396
G18,227199.995569381,227199.996,227199.996,428935,562,227199.927348333,2386,20614306.4334166,62.117031864934,177.334071082822,-162150.704076113,1.53758544980006,-1066528.70005606,-3061.74728467399,-448.764673834684,19708511.8922064,136632644.804547,L1_L5,-1415.00764479209,-2108.80395526441,-1250943.80674631
G18,227204.995566571,227204.996,227204.996,431745,562,227204.927339647,2386,20616068.1624553,62.0726236527083,177.32900824824,-162150.690443154,1.53497483271295,-1065695.99582974,-3056.07593698166,-448.252080391052,19711115.6891849,136650705.870526,L1_L5,-1405.63290895009,-2093.99715651603,-1242146.85164208
G18,227209.995563762,227209.996,227209.996,434554,562,227209.927330952,2386,20617832.7003351,62.0282182850512,177.323970332108,-162150.676810195,1.53236338643854,-1064859.95401466,-3050.49808540113,-447.376774481396,19713724.2594001,136668792.779925,L1_L5,-1397.63136714371,-2081.24225961175,-1234568.96412346
G18,227214.995560953,227214.996,227214.996,437363,562,227214.927322247,2386,20619600.0456619,61.9838157777828,177.318957174697,-162150.663177236,1.529751112384,-1064021.16675966,-3046.75210341394,-450.63534701511,19716340.6027772,136686914.898073,L1_L5,-1387.40955118951,-2065.19621070302,-1225035.75074972
G18,227219.995558143,227219.996,227219.996,440173,562,227219.927313533,2386,20621370.1970385,61.9394161466852,177.313968617274,-162150.649544278,1.52713801195686,-1063186.72306278,-3043.51442883751,-446.700754929578,19718948.8930237,136705012.208936,L1_L5,-1383.70335831097,-2058.84092407802,-1221259.9736851
G18,227224.995555334,227224.996,227224.996,442982,562,227224.92730481,2386,20623143.1530652,61.8950194074814,177.309004502098,-162150.635911319,1.52452408656371,-1062355.76169975,-3037.00024825422,-446.727509954269,19721565.659783,136723148.114127,L1_L5,-1370.84296970582,-2038.89538728588,-1209410.01241583
G18,227229.995552525,227229.996,227229.996,445791,562,227229.927296077,2386,20624918.9123385,61.8506255758828,177.304064672413,-162150.62227836,1.52190933761301,-1061511.99782192,-3037.73667701217,-447.181285463871,19724187.9140547,136741319.941061,L1_L5,-1368.10083089676,-2033.98345117604,-1206491.75289414
G18,227234.995549717,227234.996,227234.996,448599,562,227234.927287337,2386,20626697.4734519,61.8062346675512,177.299148972439,-162150.608645401,1.5192937665128,-1060671.64913536,-3039.62447123958,-438.01582843371,19726794.1590873,136759442.838018,L1_L5,-1380.75458095805,-2051.9170851845,-1217146.41065704
G18,227239.995546909,227239.996,227239.996,451407,562,227239.927278587,2386,20628478.8349955,61.7618466981283,177.294257247364,-162150.595012442,1.51667737467247,-1059831.42378682,-3039.06867775532,-430.108401244234,19729415.2877185,136777635.710322,L1_L5,-1381.20182520617,-2051.73031867201,-1217035.44969557
G18,227244.995544101,227244.996,227244.996,454215,562,227244.927269827,2386,20630262.995556,61.7174616832146,177.289389343337,-162150.581379484,1.51406016350149,-1059024.74179742,-3014.11185451341,-439.913975040355,19732041.4990148,136795855.640875,L1_L5,-1345.82206313638,-1998.42832591031,-1185367.88635127
G18,227249.995541292,227249.996,227249.996,457024,562,227249.927261058,2386,20632049.9537171,61.6730796383837,177.284545107463,-162150.567746525,1.51144213441023,-1058191.89951095,-3007.69935800777,-437.885715926426,19734670.0117308,136814089.924969,L1_L5,-1337.09877975448,-1984.67059709231,-1177194.20041113
G18,227254.995538483,227254.996,227254.996,459833,562,227254.927252279,2386,20633839.7080597,61.6287005791573,177.279724387789,-162150.554113566,1.50882328880848,-1057342.59056868,-3011.01091293339,-441.49592599786,19737317.6478388,136832472.846874,L1_L5,-1328.51494254801,-1971.12907207891,-1169148.96459683
G18,227259.995535674,227259.996,227259.996,462642,562,227259.92724349,2386,20635632.2571612,61.5843245210331,177.274927033302,-162150.540480608,1.50620362810709,-1056515.2252615,-3003.26675615914,-435.55241003376,19739939.9213573,136850681.230221,L1_L5,-1326.1448193416,-1966.79734629815,-1166575.41727814
G18,227279.995524442,227279.996,227279.996,473874,562,227279.927208248,2386,20642830.3725945,61.406850608273,177.255968279408,-162150.485948773,1.49571686253476,-1053126.12377809,-3013.01374839827,-444.843509526358,19750544.7147458,103789812.775058,L1_C/A,-1308.52430248377,-1937.45642522156,-1149143.5084764
G18,227284.995521638,227284.996,227284.996,476681,561,227284.927199418,2386,20644636.8740422,61.3624897868871,177.251285518001,-162150.472315815,1.49309314751046,-1052284.48087424,-3012.38105505972,-446.092353527284,19753198.9919813,103803761.276924,L1_C/A,-1302.3804093732,-1927.56304412945,-1143265.6931042
G18,227289.99551883,227289.996,227289.996,479489,561,227289.927190575,2386,20646446.1616452,61.3181320589148,177.246625235014,-162150.458682856,1.49046862586303,-1051454.72522196,-3005.04048139821,-443.124547969726,19755845.4626873,103817667.795118,L1_C/A,-1294.94195012213,-1915.76427129782,-1136255.85413437
G18,227309.995507604,227309.996,227309.996,490715,561,227309.927155115,2386,20653711.1446821,61.1407323855399,177.228206007526,-162150.404151023,1.4799625013048,-1048311.41877694,-3000.15168958051,-221.824985622492,19766507.5993333,103873697.814527,L1_C/A,-1041.05076038116,-1538.18157068828,-911927.954374175
G18,227314.995504797,227314.996,227314.996,493522,561,227314.927146227,2386,20655534.3413334,61.0963903527554,177.223655964495,-162150.390518064,1.47733396774989,-1047452.70601338,-3014.01305343424,-212.388740533755,19769172.9387504,103887704.622344,L1_C/A,-1057.60975376191,-1561.93178926623,-926038.337725517
G18,227324.996499185,227324.997,227324.997,499134,561,227324.928128422,2386,20659189.431522,61.0077069888549,177.214619710671,-162150.363249421,1.47207398154736,-1045814.87031199,-2982.93550099245,-220.684105604836,19774500.9030985,103915703.327155,L1_C/A,-1022.5492870016,-1508.97278086003,-894574.546852773
G18,227329.996496378,227329.997,227329.996,501941,561,227329.928119506,2386,20661020.9566554,60.9633745553144,177.21013412532,-162150.349616463,1.46944305768076,-1044760.78813036,-2979.03710956654,-437.839078251965,19777183.1037535,103929798.167637,L1_C/A,-1225.94494488079,-1807.70367567684,-1072055.3321736
G18,227334.996493572,227334.997,227334.996,504747,561,227334.928110581,2386,20662855.2548285,60.9190453513647,177.205669747748,-162150.335983504,1.46681133993135,-1043921.94129881,-2975.4364290333,-441.832536350082,19779868.5405166,103943910.378041,L1_C/A,-1213.64218523237,-1788.82879958838,-1060841.46749091
G18,227339.996490767,227339.997,227339.996,507552,561,227339.928101649,2386,20664692.3245683,60.8747193919781,177.201226441012,-162150.322350546,1.46417882971696,-1043080.93718776,-2974.4411051813,-441.592220016322,19782553.1819685,103958017.97567,L1_C/A,-1207.06358378544,-1778.38655694539,-1054637.56472443
G18,227344.996487962,227344.997,227344.996,510357,561,227344.928092706,2386,20666532.1643984,60.8303966921078,177.196804068989,-162150.308717588,1.46154552845659,-1042241.88781169,-2971.45849037794,-442.648392462196,19785243.2749382,103972131.942866,L1_C/A,-1195.84882049821,-1761.13651623882,-1044389.04063623
G18,227349.996485156,227349.997,227349.996,513163,561,227349.928083754,2386,20668374.7728388,60.7860772666781,177.192402496374,-162150.29508463,1.45891143756981,-1041415.9661764,-2961.84059620403,-438.407057958471,19787923.7118649,103986249.849168,L1_C/A,-1183.93097067054,-1742.86660984716,-1033534.59809148
G18,227354.996482351,227354.997,227354.996,515968,561,227354.928074794,2386,20670220.1484078,60.7417611305536,177.188021588671,-162150.281451672,1.4562765584749,-1040599.22110941,-2946.22501143043,-432.23607773963,19790599.5801849,104000302.076005,L1_C/A,-1170.17228857183,-1721.90717266459,-1021082.26244229
G18,227359.996479546,227359.997,227359.996,518773,561,227359.928065824,2386,20672068.2896194,60.6974482985974,177.183661212191,-162150.267818713,1.45364089259232,-1039741.01632916,-2960.63392628144,-414.232241054987,19793288.5142508,104014432.827039,L1_C/A,-1187.57321726112,-1746.70927355634,-1035817.58583953
G18,227364.996476741,227364.997,227364.996,521578,561,227364.928056845,2386,20673919.1949848,60.6531387856314,177.179321234039,-162150.254185755,1.45100444134236,-1038921.08565932,-2940.61174616708,-434.051643091936,19796005.8317241,104028659.71648,L1_C/A,-1141.08078278042,-1677.72789797922,-994834.651290878
G18,227369.996473935,227369.997,227369.996,524384,561,227369.928047856,2386,20675772.8630119,60.6088326064563,177.175001522119,-162150.240552797,1.44836720614627,-1038083.51568012,-2937.53434197914,-433.591332917521,19798707.238368,104042836.467269,L1_C/A,-1130.90114937001,-1662.06890466752,-985531.393815623
G18,227374.996471129,227374.997,227374.996,527190,561,227374.928038857,2386,20677629.2922059,60.5645297758261,177.170701945115,-162150.226919839,1.44572918842478,-1037250.15578767,-2932.09646858545,-433.296310961979,19801405.2194643,104057026.584168,L1_C/A,-1122.69814448198,-1649.320045364,-977957.093331835
G18,227379.996468324,227379.997,227379.996,529995,561,227379.928029851,2386,20679488.4810691,60.5202303084633,177.166422372493,-162150.213286881,1.44309038959895,-1036412.80217849,-2929.14831886183,-433.403558716271,19804108.991939,104071230.784737,L1_C/A,-1115.45714808465,-1637.99059451701,-971226.0860324
G18,227384.99646552,227384.997,227384.996,532799,561,227384.928020836,2386,20681350.4281003,60.4759342190707,177.162162674496,-162150.199653923,1.44045081109091,-1035629.80581556,-2899.51846011222,-413.016848354529,19806742.7716403,137313761.166542,L1_L5,-1126.60984755249,-1653.61433281994,-980508.397945106
G18,227389.996462715,227389.997,227389.996,535604,561,227389.928011811,2386,20683215.1317946,60.4316415223379,177.157922722133,-162150.186020965,1.4378104543242,-1034825.78126675,-2880.7112616682,-399.867117787621,19809405.8691352,137332442.204241,L1_L5,-1132.22960313584,-1661.12121797581,-984968.358049316
G18,227394.996459911,227394.997,227394.996,538408,561,227394.928002777,2386,20685082.5906452,60.3873522328906,177.153702387178,-162150.172388007,1.43516932072074,-1033993.83045792,-2875.12049387596,-399.151240810549,19812112.0442661,137351204.720773,L1_L5,-1125.453139805,-1650.4766904053,-978644.274583684
G18,227399.996457106,227399.997,227399.996,541213,561,227399.927993734,2386,20686952.8031409,60.3430663653594,177.149501542162,-162150.158755049,1.43252741170499,-1033141.47563515,-2879.37396724386,-406.089467821498,19814848.2651711,137370138.100364,L1_L5,-1111.78856229479,-1629.76282502447,-966337.837055441
G18,227404.996454302,227404.997,227404.996,544017,561,227404.927984682,2386,20688825.7677688,60.2987839343117,177.145320060366,-162150.145122091,1.42988472869976,-1032297.10487245,-2878.73883105572,-410.826680374363,19817581.2842718,137389053.559662,L1_L5,-1096.09386195685,-1606.09690743401,-952277.538264221
G18,227409.996451497,227409.997,227409.996,546822,561,227409.927975621,2386,20690701.4830117,60.2545049543198,177.141157815819,-162150.131489133,1.42724127313037,-1031472.52874517,-2868.40935562451,-407.764364395724,19820291.2584638,137407858.62501,L1_L5,-1086.40005055233,-1591.22169512778,-943439.937575004
G18,227414.996448693,227414.997,227414.996,549626,561,227414.927966551,2386,20692579.9473504,60.2102294398917,177.137014683288,-162150.117856175,1.42459704642045,-1030636.67043638,-2864.58670725597,-407.849836223889,19823014.2083121,137426736.535299,L1_L5,-1077.76186110335,-1577.90039043398,-935525.538162106
G18,227419.996445888,227419.997,227419.996,552431,561,227419.927957471,2386,20694461.1592614,60.1659574055431,177.132890538278,-162150.104223217,1.42195204999626,-1029798.11683703,-2858.16869412634,-413.937064662364,19825738.7831826,137445627.699718,L1_L5,-1072.94151290972,-1570.16490003615,-930929.760040492
G18,227424.996443083,227424.997,227424.996,555236,561,227424.927948381,2386,20696345.1172192,60.121688865733,177.128785257022,-162150.09059026,1.41930628528283,-1028959.95512117,-2855.32328779343,-414.381102773674,19828469.4078726,137464556.683987,L1_L5,-1064.42550942698,-1557.04003836062,-923132.07055535
G18,227429.996440278,227429.997,227429.996,558041,561,227429.927939283,2386,20698231.8196948,60.0774238349018,177.124698716475,-162150.076957302,1.4166597537062,-1028128.75080596,-2849.49338710904,-411.856735922932,19831201.7039926,137483497.38412,L1_L5,-1050.02519378683,-1535.33952656883,-910239.450670709
G18,227434.996437473,227434.997,227434.996,560846,561,227434.927930175,2386,20700121.2651561,60.0331623274608,177.120630794314,-162150.063324344,1.41401245669281,-1027308.0234679,-2836.89053510212,-406.80668138749,19833917.5689694,137502351.956174,L1_L5,-1044.3220306515,-1526.34118572298,-904893.392972575
G18,227444.996431865,227444.997,227444.996,566454,561,227444.927911935,2386,20703908.3788932,59.944649940237,177.11255031941,-162150.036058429,1.40871557206274,-1025648.55266656,-2821.97109114954,-404.908097074974,19839366.2370713,137540168.034724,L1_L5,-1042.21649825457,-1521.91682986216,-902264.812647133
G18,227449.996429061,227449.997,227449.996,569258,561,227449.927902801,2386,20705806.0440893,59.9003990891444,177.108537525565,-162150.022425471,1.40606598730164,-1024730.55321388,-2856.75651187883,-438.443329095551,19842219.6329925,104271567.267797,L1_C/A,-1004.47424235835,-1466.26710925043,-869202.426772682
G18,227454.996426258,227454.997,227454.996,572061,561,227454.927893659,2386,20707706.4461127,59.8561518187983,177.104542867888,-162150.008792513,1.40341564281346,-1023891.42688875,-2855.46331689773,-438.674913580178,19844972.5257361,104286034.126307,L1_C/A,-991.098864708911,-1446.14024802118,-857244.737765655
G18,227459.996423458,227459.997,227459.996,574864,560,227459.927884511,2386,20709609.5834168,59.8119081434507,177.100566227568,-162149.995159556,1.40076454002565,-1023027.03264945,-2882.89198324789,-405.648197892609,19847728.5459774,104300516.609226,L1_C/A,-1002.59918496944,-1462.22909621752,-866803.378878236
G18,227464.996420655,227464.997,227464.996,577667,560,227464.92787535,2386,20711515.4544491,59.7676680773999,177.096607486486,-162149.981526598,1.39811268037054,-1022189.61356663,-2878.66723602623,-411.913764126796,19850487.8694752,104315017.77035,L1_C/A,-986.554821196594,-1438.23712225551,-852549.364800494
G18,227469.996417853,227469.997,227469.996,580469,560,227469.927866182,2386,20713424.0576576,59.7234316348254,177.092666527199,-162149.96789364,1.39546006527541,-1021373.12774909,-2848.4226067831,-446.335407006125,19853240.6770617,104329483.331648,L1_C/A,-958.825280418736,-1397.27633309076,-828213.907188125
G18,227504.996398241,227504.997,227504.996,600081,560,227504.92780175,2386,20726860.6499161,59.4138791828198,177.065567978529,-162149.872462938,1.37687072746889,-1015587.10066662,-2793.0171837565,-417.468254903467,19872561.0095082,104431012.539977,L1_C/A,-861.035333456122,-1251.14002780702,-741391.999325041
G18,227509.99639544,227509.997,227509.996,602882,560,227509.92779251,2386,20728791.0542443,59.3696722366409,177.061765126024,-162149.85882998,1.3742121203697,-1014749.80147049,-2789.57763702875,-418.683617718723,19875342.1946388,104445627.816016,L1_C/A,-847.542752923211,-1231.02570676534,-729441.760643291
G18,227544.996375843,227544.997,227544.996,622479,560,227544.927727585,2386,20742379.9012932,59.0603293984964,177.035608125286,-162149.763399279,1.35558115944539,-1008903.04686081,-2763.91781685164,-421.445847287377,19894815.9843001,104547963.394903,L1_C/A,-809.277950368356,-1171.83536287719,-694275.834055352
