svId,iTOW,gpsTOW,rcvTOW,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,raw_residual,troposphericDelay,pwv,ztd
G26,226810,226809.999518704,226809.992,226809.927811087,2394,21582841.0529679,43.1907495343471,182.890729231708,-85438.2105440017,5.49421041496195,-2254004.53466528,-5.65855647739126,2.25338594846244,19414267.5604833,134592737.347438,L1_L5,-2254007.94434556,-3.40968028316274,-7.17729361796343,-2333.91459262093
G26,226811,226810.999518207,226810.992,226810.927812525,2394,21582260.8503605,43.1989065268833,182.889593833501,-85438.2121799619,5.49348117853244,-2253855.52983753,-5.65739420341564,2.25305631814664,19413836.3900075,134589748.51122,L1_L5,-2253858.9145791,-3.38474157033488,-7.14913564202871,-2317.18549037992
G26,226812,226811.99951771,226811.992,226811.927813963,2394,21581680.7208581,43.2070638370311,182.888458272623,-85438.2138159222,5.49275182266345,-2253706.49672337,-5.65643318478048,2.25255978150512,19413405.6424692,134586760.226196,L1_L5,-2253709.53498028,-3.03825691202655,-6.75017707638147,-2080.1578485454
G26,226813,226812.999517212,226812.992,226812.9278154,2394,21581100.6644813,43.2152214647145,182.887322548768,-85438.2154518824,5.49202234737115,-2253557.38391296,-5.65538126887948,2.25208032703105,19412974.4605878,134583772.720254,L1_L5,-2253560.6628504,-3.27893743896857,-7.02829160580887,-2245.39012263669
G26,226814,226813.999516715,226813.992,226813.927816838,2394,21580520.6812491,43.2233794098821,182.886186661628,-85438.2170878427,5.49129275266949,-2253408.23593119,-5.65441107276627,2.25166722227001,19412543.595206,134580785.826577,L1_L5,-2253411.54736555,-3.31143435975537,-7.06634975353639,-2268.0010747134
G26,226815,226814.999516218,226814.992,226814.927818275,2394,21579940.7711823,43.231537672457,182.885050610896,-85438.218723803,5.49056303857467,-2253259.08717335,-5.65348951179221,2.25131020774502,19412112.6546785,134577799.145333,L1_L5,-2253262.58019192,-3.49301857454702,-7.27641767637791,-2392.80577541063
G26,226816,226815.999515721,226815.992,226815.927819712,2394,21579360.9343008,43.2396962523713,182.883914396264,-85438.2203597632,5.48983320510213,-2253110.15317602,-5.65248420798806,2.25094711377548,19411681.7041355,134574812.55406,L1_L5,-2253113.69621915,-3.54304312402383,-7.33474862033555,-2427.46111880407
G26,226817,226816.999515223,226816.992,226816.927821148,2394,21578781.1706253,43.2478551495489,182.882778017427,-85438.2219957235,5.48910325226801,-2252960.93424066,-5.65152785483175,2.25080412061545,19411250.9194069,134571826.586536,L1_L5,-2252964.71963819,-3.7853975314647,-7.61505040690894,-2593.99287722291
G26,226818,226817.999514726,226817.992,226817.927822585,2394,21578201.4801747,43.2560143639375,182.881641474073,-85438.2236316838,5.48837318008635,-2252811.91442825,-5.65074836856293,2.25058277086743,19410820.4583091,134568841.193695,L1_L5,-2252815.4926515,-3.57822325220332,-7.37659091834195,-2452.32029486739
G26,226819,226818.999514229,226818.992,226818.927824021,2394,21577621.8629698,43.2641738954616,182.880504765897,-85438.225267644,5.48764298857325,-2252662.74564095,-5.6498190927318,2.25048208380052,19410390.0433801,134565856.501606,L1_L5,-2252666.29274169,-3.54710073349997,-7.34128865867199,-2431.34665980475
G26,226820,226819.999513732,226819.992,226819.927825457,2394,21577042.3190306,43.2723337440517,182.87936789259,-85438.2269036043,5.48691267774427,-2252513.69531238,-5.64905956760434,2.25041216429352,19409959.682426,134562872.437086,L1_L5,-2252517.11212293,-3.41681054932997,-7.19148169442796,-2342.34395495608
G26,226821,226820.999513234,226820.992,226820.927826892,2394,21576462.8483777,43.2804939096325,182.878230853843,-85438.2285395645,5.48618224761551,-2252364.63795726,-5.64825184414144,2.25033030362224,19409529.2482389,134559889.019877,L1_L5,-2252368.07802349,-3.44006622722372,-7.21893204828764,-2358.65264764533
G26,226822,226821.999512737,226821.992,226821.927828328,2394,21575883.4510302,43.2886543921511,182.877093649347,-85438.2301755248,5.48545169820103,-2252215.43255819,-5.64739083143033,2.25017089543859,19409099.1328578,134556906.519044,L1_L5,-2252218.79842361,-3.36586541729048,-7.13383832982077,-2308.09711341231
G26,226823,226822.999512239,226822.992,226822.927829762,2394,21575304.1270091,43.2968151915237,182.875956278795,-85438.2318114851,5.48472102951769,-2252066.16024446,-5.64656562127838,2.25008913079451,19408669.1968093,134553924.395561,L1_L5,-2252069.4128176,-3.25257314695045,-7.00356532396792,-2230.69984454581
G26,226824,226823.999511742,226823.992,226823.927831197,2394,21574724.8763335,43.3049763076977,182.874818741875,-85438.2334474453,5.48399024157954,-2251917.0458935,-5.64573515191642,2.24995402236411,19408239.0356529,134550943.001504,L1_L5,-2251920.32566518,-3.27977167349309,-7.03555400914822,-2249.70483219753
G26,226825,226824.999511244,226824.992,226824.927832631,2394,21574145.6990245,43.3131377405887,182.87368103828,-85438.2350834056,5.48325933440347,-2251767.82423376,-5.64498602061472,2.24987007178016,19407808.9475886,134547962.36779,L1_L5,-2251771.23878733,-3.4145535742864,-7.19185593726886,-2342.56629859196
G26,226826,226825.999510746,226825.992,226825.927834065,2394,21573566.5951017,43.3212994901363,182.872543167699,-85438.2367193658,5.48252830800426,-2251618.68825497,-5.64430566739823,2.24977814294523,19407379.2267963,134544982.317047,L1_L5,-2251621.8580238,-3.16976882750168,-6.90958031545792,-2174.86185320257
G26,226827,226826.999510248,226826.992,226826.927835499,2394,21572987.5645851,43.329461556272,182.871405129823,-85438.2383553261,5.48179716239737,-2251469.5573967,-5.64353487877169,2.24964662561246,19406949.3190408,134542002.700253,L1_L5,-2251472.73762984,-3.18023313535377,-6.92222777415784,-2182.3759099718
G26,226828,226827.999509751,226827.992,226827.927836933,2394,21572408.6074942,43.3376239389358,182.87026692434,-85438.2399912864,5.48106589759751,-2251320.25254678,-5.64277125683165,2.24954415054706,19406519.5538596,134539023.464564,L1_L5,-2251323.54808735,-3.29554057400674,-7.05607127970388,-2261.89446960712
G26,226829,226828.999509253,226828.992,226828.927838366,2394,21571829.7238502,43.3457866380425,182.869128550943,-85438.2416272466,5.48033451362168,-2251171.05474677,-5.64200694971831,2.2495090883779,19406090.03523,134536044.532509,L1_L5,-2251174.18544033,-3.13069355348125,-6.86606412750136,-2149.008192444
G26,226830,226829.999508755,226829.992,226829.927839798,2394,21571250.9136726,43.3539496535323,182.86799000932,-85438.2432632069,5.47960301048456,-2251021.88750247,-5.64116806862338,2.24941686272492,19405660.2168018,134533066.134712,L1_L5,-2251025.19605845,-3.30855597555637,-7.07227068096329,-2271.51879205629
G26,226831,226830.999508258,226830.992,226830.927841232,2394,21570672.176981,43.3621129853445,182.866851299159,-85438.2448991671,5.47887138820094,-2250872.82641905,-5.64033582395753,2.24927518373349,19405230.8428576,134530087.976999,L1_L5,-2250875.83567857,-3.00925951544195,-6.72672250105167,-2066.22311155929
G26,226832,226831.999507761,226831.992,226831.927842665,2394,21570093.5137959,43.3702766334023,182.865712420151,-85438.2465351274,5.47813964678704,-2250723.75122875,-5.63953007455728,2.2491373488591,19404801.5181407,134527109.94996,L1_L5,-2250726.49957804,-2.74834929127246,-6.42546904102781,-1887.24363004822
G26,226833,226832.999507263,226832.992,226832.927844097,2394,21569514.924138,43.378440597629,182.864573371985,-85438.2481710877,5.47740778625908,-2250574.58302511,-5.6387088552889,2.24905249420242,19404371.8053074,134524132.407823,L1_L5,-2250577.62512123,-3.04209611844271,-6.76575811751148,-2089.41479338723
G26,226834,226833.999506766,226833.992,226833.92784553,2394,21568936.4080261,43.3866048779723,182.863434154348,-85438.2498070479,5.47667580663109,-2250425.36646898,-5.63784907395672,2.24904347910972,19403942.5235706,134521155.504276,L1_L5,-2250428.39311411,-3.0266451346688,-6.74841213435977,-2079.1092683634
G26,226835,226834.999506269,226834.992,226834.927846962,2394,21568357.965481,43.3947694743555,182.862294766929,-85438.2514430082,5.47594370791927,-2250276.00873576,-5.63715939425253,2.24926140230294,19403513.1926972,134518179.391455,L1_L5,-2250279.28381042,-3.27507465705276,-7.03641241685013,-2250.21482589321
G26,226836,226835.999505771,226835.992,226835.927848393,2394,21567779.5965232,43.4029343867017,182.861155209419,-85438.2530789684,5.47521149013988,-2250126.76993807,-5.63614019921817,2.24941137730696,19403084.0500064,134515203.855055,L1_L5,-2250130.05991162,-3.28997354768217,-7.05422639082492,-2260.79839172314
G26,226837,226836.999505273,226836.992,226836.927849824,2394,21567201.3011722,43.4110996149505,182.860015481503,-85438.2547149287,5.47447915330766,-2249977.66434576,-5.63532106535106,2.24949412807025,19402654.8322532,134512229.036009,L1_L5,-2249980.98468218,-3.32033641124144,-7.08994514700428,-2282.0194739995
G26,226838,226837.999504776,226837.992,226837.927851256,2394,21566623.0794475,43.4192651590409,182.85887558287,-85438.2563508889,5.47374669743742,-2249828.28670762,-5.63457369598121,2.24966880152377,19402226.0020734,134509254.996596,L1_L5,-2249831.59550566,-3.308798042126,-7.07716615782394,-2274.42727287573
G26,226839,226838.999504278,226838.992,226838.927852687,2394,21566044.9313703,43.4274310188881,182.857735513208,-85438.2579868492,5.4730141225461,-2249679.13889408,-5.63386967517468,2.2496391253962,19401797.0020688,134506281.579843,L1_L5,-2249682.44980158,-3.31090749939904,-7.08018529902776,-2276.22099277931
G26,226840,226839.99950378,226839.992,226839.927854117,2394,21565466.8569601,43.4355971944316,182.856595272203,-85438.2596228094,5.47228142864848,-2249529.82596838,-5.63321056404091,2.24968431964795,19401368.1940927,134503308.716179,L1_L5,-2249533.18573614,-3.35976775316522,-7.1373438751169,-2310.1798137387
G26,226841,226840.999503282,226840.992,226840.927855547,2394,21564888.8562369,43.4437636856027,182.855454859544,-85438.2612587697,5.47154861576007,-2249380.56614507,-5.63237694125436,2.24969866247253,19400939.5494137,134500336.21406,L1_L5,-2249383.83206073,-3.26591565692797,-7.02922959671208,-2245.94739798053
G26,226842,226841.999502784,226841.992,226841.927856977,2394,21564310.9292207,43.4519304923321,182.854314274918,-85438.2628947299,5.47081568389639,-2249231.2631072,-5.63153622565843,2.24979913630331,19400510.7276386,134497363.780064,L1_L5,-2249234.7291885,-3.46608130401,-7.26166580583595,-2384.04145402919
G26,226843,226842.999502287,226842.992,226842.927858407,2394,21563733.075931,43.4600976145597,182.853173518008,-85438.2645306902,5.47008263307219,-2249082.06285296,-5.63053619559723,2.24990509368441,19400082.0668442,134494391.960489,L1_L5,-2249085.53906221,-3.47620924841613,-7.27400335077518,-2391.37138609426
G26,226844,226843.999501789,226843.992,226843.927859837,2394,21563155.2963891,43.4682650521994,182.852032588506,-85438.2661666504,5.46934946330454,-2248932.81158413,-5.62946128445197,2.25000574214954,19399653.4249887,134491420.908657,L1_L5,-2248936.40374491,-3.59216078184545,-7.40896468206637,-2471.55406381896
G26,226845,226844.999501291,226844.992,226844.927861266,2394,21562577.5906143,43.4764328051914,182.850891486095,-85438.2678026107,5.46861617460814,-2248783.6635748,-5.62843271538097,2.24999010298724,19399225.1634119,134488450.276466,L1_L5,-2248786.96191622,-3.29834142094478,-7.06908370320101,-2269.62535777861
G26,226846,226845.999500794,226845.992,226845.927862695,2394,21561999.9586261,43.4846008734747,182.849750210462,-85438.269438571,5.46788276699779,-2248634.43730238,-5.62723983636313,2.24999931291643,19398796.4658491,134485479.864223,L1_L5,-2248638.0298602,-3.59255782468244,-7.41067604118351,-2472.57080954344
G26,226847,226846.999500296,226846.992,226846.927864124,2394,21561422.4004458,43.4927692569636,182.848608761293,-85438.2710745312,5.46714924049054,-2248485.24647651,-5.62600614853764,2.25005037252878,19398368.2164101,134482509.770545,L1_L5,-2248488.72348839,-3.47701187990606,-7.27735550760136,-2393.36295588618
G26,226847.999,226847.998499805,226847.992,226847.926865557,2394,21560845.4935365,43.5009297867944,182.847468279977,-85438.2727088555,5.46641632880115,-2248336.1680883,-5.62469776409947,2.24987734846915,19397939.9591073,134479540.226991,L1_L5,-2248340.07624901,-3.90816070931032,-7.77784240267598,-2690.71019623471
G26,226849,226849.0004993,226848.993,226848.928866982,2394,21560266.9282132,43.5091151384824,182.846324199205,-85438.2743480877,5.46568109702107,-2248186.9240506,-5.6234133357107,2.24973455906399,19397510.8599228,134476568.231032,L1_L5,-2248190.61248469,-3.68843409186229,-7.52373059662859,-2539.7383226217
G26,226850,226850.000498803,226849.993,226849.928868411,2394,21559689.591648,43.5172844675225,182.845182227366,-85438.2759840479,5.46494721379441,-2248037.83611394,-5.62243803555569,2.24964000296792,19397082.5990566,134473599.741475,L1_L5,-2248041.53915567,-3.7030417220667,-7.54131406864344,-2550.18494356386
G26,226851,226851.000498305,226850.993,226850.928869838,2394,21559112.3289708,43.525454111492,182.844040080733,-85438.2776200081,5.464213211733,-2247888.79208143,-5.62150867062892,2.24941844109872,19396654.5937129,134470631.782985,L1_L5,-2247892.28419209,-3.49211065284908,-7.29729111480516,-2405.20701782878
G26,226852,226852.000497807,226851.993,226851.928871266,2394,21558535.1402011,43.5336240703302,182.84289775899,-85438.2792559684,5.46347909085161,-2247739.61462315,-5.62059256890796,2.24930775353855,19396226.6213399,134467664.496048,L1_L5,-2247743.07016536,-3.45554221374914,-7.25547536186158,-2380.36361261031
G26,226853,226853.00049731,226852.993,226852.928872694,2394,21557958.0253581,43.5417943439759,182.841755261821,-85438.2808919287,5.46274485116507,-2247590.41764436,-5.61995186549254,2.24928947056256,19395798.6768594,134464697.8198,L1_L5,-2247593.90217315,-3.48452878603712,-7.28970952165856,-2400.7026725167
G26,226854,226854.000496812,226853.993,226853.928874121,2394,21557380.9844633,43.5499649323437,182.840612588912,-85438.2825278889,5.46201049269039,-2247441.32666313,-5.6193462124337,2.24915760327036,19395370.9277646,134461731.973988,L1_L5,-2247444.61274344,-3.28608031431213,-7.06002411133458,-2264.24290987302
G26,226855,226855.000496314,226854.993,226854.928875547,2394,21556804.0175358,43.5581358353731,182.839469739946,-85438.2841638491,5.46127601544234,-2247292.12179161,-5.61886668032078,2.24896215813556,19394943.147394,134458766.675938,L1_L5,-2247295.42855699,-3.30676537752152,-7.08460377421386,-2278.84607930219
G26,226856,226856.000495817,226855.993,226855.928876974,2394,21556227.1245953,43.5663070530022,182.838326714606,-85438.2857998094,5.46054141943583,-2247142.8259346,-5.61834046930291,2.24874663278402,19394515.7835092,134455801.827882,L1_L5,-2247145.90187186,-3.07593725947663,-6.81723189965805,-2119.9961876699
G26,226857,226857.000495319,226856.993,226856.928878401,2394,21555650.3056629,43.5744785851462,182.837183512578,-85438.2874357696,5.45980670468778,-2246993.62574186,-5.6176256138806,2.24852547561382,19394088.1160992,134452837.395931,L1_L5,-2246996.7527201,-3.12697823392227,-6.87702482479395,-2155.52011738014
G26,226858,226858.000494821,226857.993,226857.928879826,2394,21555073.560758,43.5826504317436,182.836040133545,-85438.2890717299,5.45907187121308,-2246844.57820037,-5.61708036908206,2.24819876739479,19393660.3994447,134449873.458371,L1_L5,-2246847.72684051,-3.14864013437182,-6.90272173552149,-2170.78706156092
G26,226859,226859.000494324,226858.993,226858.928881253,2394,21554496.8899,43.590822592733,182.834896577188,-85438.2907076901,5.45833691902655,-2246695.33613944,-5.61634006758282,2.24800029142627,19393232.8914447,134446909.714051,L1_L5,-2246698.56635347,-3.23021402908489,-6.99800366986172,-2227.39557720829
G26,226860,226860.000493826,226859.993,226859.928882678,2394,21553920.2931102,43.5989950680294,182.833752843194,-85438.2923436504,5.45760184814519,-2246546.27203783,-5.61575383950603,2.24775724145871,19392805.534195,134443946.247216,L1_L5,-2246549.32918436,-3.05714652873576,-6.79754714609327,-2108.30116187196
G26,226861,226861.000493329,226860.993,226860.928884104,2394,21553343.7704073,43.6071678575794,182.832608931242,-85438.2939796106,5.45686665858312,-2246397.21660178,-5.61489506666841,2.24737974056454,19392378.2292646,134440983.262454,L1_L5,-2246400.11378297,-2.89718119939789,-6.6122509848677,-1998.21375952473
G26,226862,226862.000492832,226861.993,226861.92888553,2394,21552767.321812,43.6153409613056,182.831464841016,-85438.2956155709,5.45613135035663,-2246248.0984137,-5.61375051120328,2.24708060339356,19391950.7038874,134438020.600585,L1_L5,-2246251.19293619,-3.0945224929601,-6.84203593947799,-2134.73266301528
G26,226863,226863.000492334,226862.993,226862.928886955,2394,21552190.9473448,43.62351437913,182.830320572201,-85438.2972515311,5.45539592348206,-2246098.958503,-5.61228177317916,2.24679434931062,19391523.5002858,134435058.117072,L1_L5,-2246102.02444196,-3.06593895284459,-6.80935936774747,-2115.31899100161
G26,226864,226864.000491837,226863.993,226863.92888838,2394,21551614.6470246,43.6316881109999,182.829176124475,-85438.2988874914,5.45466037797349,-2245950.1270601,-5.6109846218712,2.24637968588252,19391096.0646505,134432096.044448,L1_L5,-2245953.16212866,-3.03506856085733,-6.77401505348922,-2094.32037063786
G26,226865,226865.00049134,226864.993,226864.928889805,2394,21551038.420872,43.6398621568378,182.828031497523,-85438.3005234516,5.45392471384722,-2245801.11745151,-5.6098429606346,2.2460661955556,19390668.7978611,134429134.571813,L1_L5,-2245804.205137,-3.08768548257649,-6.83570315861163,-2130.97025698053
G26,226866,226866.000490843,226865.993,226865.92889123,2394,21550462.268907,43.6480365165735,182.826886691025,-85438.3021594119,5.45318893111887,-2245651.91938712,-5.60850204385325,2.24593996504304,19390241.6735925,134426173.801195,L1_L5,-2245655.17981233,-3.26042520906776,-7.03705749132756,-2250.59807492044
G26,226867,226867.000490346,226866.993,226866.928892655,2394,21549886.1911495,43.6562111901386,182.825741704664,-85438.3037953721,5.45245302980394,-2245502.96441918,-5.60718683299978,2.24566461516752,19389814.7181133,134423213.632545,L1_L5,-2245506.05990596,-3.09548677830026,-6.84584746220009,-2136.99714940663
G26,226868,226868.000489848,226867.993,226867.928894078,2394,21549310.1876202,43.6643861774543,182.824596538122,-85438.3054313323,5.45171700991886,-2245353.83162688,-5.60596540894723,2.24544829457976,19389387.8868348,134420254.219112,L1_L5,-2245356.89002711,-3.05840023839846,-6.80325794510999,-2111.69403857766
G26,226869,226869.000489351,226868.993,226868.928895502,2394,21548734.2583379,43.6725614784681,182.823451191078,-85438.3070672926,5.45098087147766,-2245204.65550975,-5.60465246872886,2.24508992121631,19388961.1623,134417295.40724,L1_L5,-2245207.68765172,-3.03214196814224,-6.77324948512574,-2093.86553427268
G26,226870,226870.000488853,226869.993,226869.928896925,2394,21548158.4033237,43.6807370930937,182.822305663215,-85438.3087032528,5.45024461449744,-2245055.58131324,-5.60325920897776,2.24466742156739,19388534.4838169,134414337.440105,L1_L5,-2245058.51349281,-2.93217956833541,-6.65749646258763,-2025.09481889046
G26,226871,226871.000488356,226870.993,226870.928898349,2394,21547582.6225965,43.6889130212777,182.821159954211,-85438.310339213,5.44950823899233,-2244906.32309591,-5.60197666774627,2.24436018204648,19388107.7782326,134411379.817315,L1_L5,-2244909.44072227,-3.11762635782361,-6.87375686981978,-2153.57857325038
G26,226872,226872.000487858,226871.993,226871.928899771,2394,21547006.9161774,43.6970892629344,182.820014063749,-85438.3119751733,5.44877174497939,-2244757.15145827,-5.60063906951387,2.24417393023303,19387681.3160465,134408422.457132,L1_L5,-2244760.19886166,-3.04740339098498,-6.79258823735208,-2105.35499516142
G26,226873,226873.000487361,226872.993,226872.928901194,2394,21546431.2840852,43.7052658180107,182.818867991508,-85438.3136111335,5.44803513247269,-2244608.08132643,-5.59942877397101,2.2439857044959,19387254.6214764,134405465.606058,L1_L5,-2244611.26371221,-3.18238577246666,-6.95020447219599,-2198.99731212553
G26,226874,226874.000486864,226873.993,226873.928902617,2394,21545855.7263406,43.7134426864282,182.817721737167,-85438.3152470938,5.44729840148865,-2244458.87839196,-5.59792980071878,2.24366901368224,19386828.3404283,134402509.459646,L1_L5,-2244461.98938827,-3.11099631804973,-6.86766490330819,-2149.95923886152
G26,226875,226875.000486366,226874.993,226874.928904038,2394,21545280.242964,43.7216198681093,182.816575300409,-85438.316883054,5.44656155204355,-2244309.57210737,-5.59671423107563,2.2435372523091,19386402.0966727,134399554.032601,L1_L5,-2244312.75214018,-3.18003280600533,-6.94857095406643,-2198.02681297227
G26,226876,226876.000485869,226875.993,226875.928905461,2394,21544704.8339743,43.729797363,182.81542868091,-85438.3185190143,5.4458245841516,-2244160.47124388,-5.59531824713562,2.2434020909273,19385975.7915845,134396598.766074,L1_L5,-2244163.65061162,-3.17936774529517,-6.94834893917373,-2197.89491038639
G26,226877,226877.000485371,226876.993,226876.928906882,2394,21544129.4993927,43.7379751710149,182.814281878352,-85438.3201549745,5.44508749782982,-2244011.40820321,-5.59396031247407,2.24321755804818,19385549.3720704,134393644.1277,L1_L5,-2244014.73791706,-3.32971384935081,-7.12397168898034,-2302.23518484978
G26,226878,226878.000484874,226877.993,226877.928908304,2394,21543554.2392378,43.7461532921005,182.813134892412,-85438.3217909347,5.44435029309233,-2243862.23069946,-5.59236968433255,2.24318200347741,19385123.3415458,134390689.949831,L1_L5,-2243865.51066005,-3.27996058668941,-7.06660597268022,-2268.15329858997
G26,226879,226879.000484376,226878.993,226878.928909724,2394,21542979.0535311,43.75433172617,182.811987722772,-85438.323426895,5.44361296995628,-2243713.12645789,-5.59097192668229,2.24321263420652,19384697.6984089,134387735.975108,L1_L5,-2243715.9704635,-2.84400560567156,-6.5593763092737,-1966.80007211967
G26,226880,226880.000483879,226879.993,226879.928911146,2394,21542403.9422911,43.7625104731701,182.810840369107,-85438.3250628552,5.44287552843581,-2243564.05763581,-5.58948886496176,2.2431631418025,19384271.3197416,134384782.581943,L1_L5,-2243567.24026415,-3.18262834614143,-6.95435563627403,-2201.46358485911
G26,226881,226881.000483382,226880.993,226880.928912567,2394,21541828.9055385,43.770689533023,182.809692831097,-85438.3266988155,5.44213796854724,-2243414.97654777,-5.58796857569865,2.24313852122594,19383845.2599786,134381829.678686,L1_L5,-2243418.26564807,-3.28910030890256,-7.07896323171246,-2275.49494311188
G26,226882,226882.000482884,226881.993,226881.928913987,2394,21541253.9432938,43.7788689056505,182.808545108421,-85438.3283347757,5.44140029030692,-2243265.93289584,-5.58674650174655,2.24311265855461,19383419.4781211,134378877.296796,L1_L5,-2243269.08763451,-3.15473867626861,-6.92296023611478,-2182.81107729326
G26,226883,226883.000482387,226882.993,226882.928915407,2394,21540679.0555758,43.7870485909991,182.807397200756,-85438.3299707359,5.44066249372903,-2243116.82676738,-5.58568339848345,2.24320788642993,19382993.5806574,134375925.56567,L1_L5,-2243120.09975394,-3.27298656152561,-7.06132448620261,-2265.01548330548
G26,226884,226884.00048189,226883.993,226883.928916828,2394,21540104.2424051,43.7952285889901,182.80624910778,-85438.3316066962,5.43992457882996,-2242967.78212853,-5.58460968904197,2.24320740550552,19382567.6978579,134372974.446593,L1_L5,-2242971.17175665,-3.38962811930105,-7.19785719302674,-2346.13174027644
G26,226885,226885.000481392,226884.993,226884.928918247,2394,21539529.5038022,43.8034088995458,182.805100829172,-85438.3332426564,5.43918654562604,-2242818.42832397,-5.58363128689632,2.243305948063,19382142.2234777,134370023.750606,L1_L5,-2242821.90990795,-3.48158398037776,-7.30565075350159,-2410.1736124013
G26,226886,226886.000480895,226885.993,226885.928919667,2394,21538954.8397859,43.8115895226122,182.803952364606,-85438.3348786166,5.43844839413145,-2242669.40548477,-5.58282491127796,2.24335963176929,19381716.5029242,134367073.801952,L1_L5,-2242672.96881927,-3.5633344957605,-7.40157656489672,-2467.16466566811
G26,226887,226887.000480397,226886.993,226886.928921085,2394,21538380.2503774,43.8197704581033,182.802803713764,-85438.3365145769,5.43771012436328,-2242520.10344666,-5.58202292843634,2.24338250926557,19381291.0362824,134364124.428208,L1_L5,-2242523.84842674,-3.74498007679358,-7.61402647860218,-2593.38454509808
G26,226888,226888.0004799,226887.993,226887.928922505,2394,21537805.7355954,43.827951705965,182.801654876317,-85438.3381505371,5.43697173633573,-2242371.08062868,-5.58110452118143,2.24335190063453,19380865.8585458,134361175.297631,L1_L5,-2242374.51375577,-3.43312709033489,-7.2509444802482,-2377.67174363764
G26,226889,226889.000479402,226888.993,226888.928923923,2394,21537231.295461,43.836133266111,182.800505851947,-85438.3397864973,5.43623323006587,-2242221.99384427,-5.58018756083607,2.24325361087756,19380440.6819852,134358226.502778,L1_L5,-2242225.25255648,-3.25871221674606,-7.04807995222351,-2257.14669459763
G26,226890,226890.000478905,226889.993,226889.928925342,2394,21536656.9299932,43.8443151384876,182.799356640327,-85438.3414224576,5.4354946055679,-2242072.94519718,-5.57927228478678,2.24316561245992,19380015.5010886,134355278.01153,L1_L5,-2242076.0703598,-3.12516261683777,-6.89283257987248,-2164.9117565918
