svId,iTOW,gpsTOW,rcvTOW,rcvTOW_sat,clkBias_ns,clkDrift_ns,t_tx,WN,geoRange,elevation,azimuth,satClockBias,relBias,rcvClockBias_m,ztd_est_m,ISB_m,pseudorange,carrierPhase,freqLabel,raw_residual,troposphericDelay,pwv,ztd
G26,226826,226825.999510752,226825.992,226825.992,489252,498,226825.927834071,2394,21573566.5950982,43.321299490185,182.872543167692,-85438.2367193659,5.4825283079999,44.7301563678836,-3.53452814192323,2.51292679623606,19407379.2267963,134544982.317047,L1_L5,46.6767073683441,1.94655100046049,-0.997198694495383,1337.77829018908
G26,226827,226826.999510254,226826.992,226826.992,489750,498,226826.927835505,2394,21572987.5645816,43.3294615563209,182.871405129816,-85438.2383553261,5.48179716239299,44.5542270951628,-3.53366176059046,2.51316863656773,19406949.3190408,134542002.700253,L1_L5,46.5004572528414,1.94623015767861,-0.997231919849234,1337.75855047687
G26,226828,226827.999509757,226827.992,226827.992,490247,498,226827.927836939,2394,21572408.6074907,43.3376239389845,182.870266924334,-85438.2399912864,5.48106589759315,44.8412219569153,-3.53288310824484,2.51350185032173,19406519.5538596,134539023.464564,L1_L5,46.693148098886,1.85192614197075,-1.10590427639878,1273.19457159913
G26,226829,226828.999509259,226828.992,226828.992,490745,498,226828.927838372,2394,21571829.7238467,43.3457866380914,182.869128550936,-85438.2416272466,5.48033451361729,44.730155000958,-3.53215745031253,2.51388247019184,19406090.03523,134536044.532509,L1_L5,46.7591510592029,2.02899605824487,-0.900870046596586,1395.0086750425
G26,226830,226829.999508761,226829.992,226829.992,491243,498,226829.927839804,2394,21571250.9136692,43.3539496535813,182.867990009313,-85438.2432632069,5.47960301048017,44.5852119371018,-3.53132305505888,2.51417265337471,19405660.2168018,134533066.134712,L1_L5,46.4518888476305,1.86667691052867,-1.08820603593648,1283.70937830492
G26,226831,226830.999508264,226830.992,226830.992,491740,497,226830.927841238,2394,21570672.1769775,43.3621129853932,182.866851299152,-85438.2448991671,5.47887138819657,44.6672292761981,-3.53057444942432,2.51443412939663,19405230.8428576,134530087.976999,L1_L5,46.8130187485367,2.14578947233857,-0.765099120458822,1475.67234596761
G26,226832,226831.999507767,226831.992,226831.992,492237,497,226831.927842671,2394,21570093.5137924,43.370276633451,182.865712420144,-85438.2465351274,5.47813964678267,44.7517824352863,-3.52966431387917,2.51464746192497,19404801.5181407,134527109.94996,L1_L5,47.1522676483728,2.40048521308654,-0.47013649325695,1650.91434344558
G26,226833,226832.999507269,226832.992,226832.992,492735,497,226832.927844103,2394,21569514.9241345,43.3784405976777,182.864573371978,-85438.2481710877,5.47740778625472,44.6273699363718,-3.52875064805866,2.51494141497733,19404371.8053074,134524132.407823,L1_L5,46.7300803796388,2.102710443267,-0.814189236429706,1446.50712574709
G26,226834,226833.999506772,226833.992,226833.992,493232,497,226833.927845536,2394,21568936.4080227,43.386604878021,182.863434154341,-85438.2498070479,5.47667580662672,44.8116428259172,-3.52773809912061,2.51524918359958,19403942.5235706,134521155.504276,L1_L5,46.9652358624153,2.15359303649813,-0.754954297441459,1481.69954699469
G26,226835,226834.999506275,226834.992,226834.992,493729,498,226834.927846968,2394,21568357.9654775,43.3947694744045,182.862294766922,-85438.2514430082,5.47594370791488,45.1840726010436,-3.52694334778902,2.51585154254363,19403513.1926972,134518179.391455,L1_L5,47.080086292699,1.89601369165542,-1.05264118528417,1304.83902285495
G26,226836,226835.999505777,226835.992,226835.992,494227,498,226835.927848399,2394,21567779.5965197,43.4029343867504,182.861155209412,-85438.2530789684,5.47521149013551,45.0556253841898,-3.52597742866168,2.51636461925728,19403084.0500064,134515203.855055,L1_L5,47.0073409955949,1.95171561140504,-0.987847001748453,1343.33427988282
G26,226837,226836.999505279,226836.992,226836.992,494725,498,226836.92784983,2394,21567201.3011687,43.4110996149992,182.860015481497,-85438.2547149287,5.47447915330329,44.9204893838461,-3.5250211282237,2.51685556924564,19402654.8322532,134512229.036009,L1_L5,46.7859263448045,1.86543696095841,-1.08737695446209,1284.20194882147
G26,226838,226837.999504782,226837.992,226837.992,495222,498,226837.927851262,2394,21566623.079444,43.4192651590899,182.858875582863,-85438.2563508889,5.47374669743302,45.299767680438,-3.5242875121822,2.5174458015462,19402226.0020734,134509254.996596,L1_L5,47.1782512590289,1.87848357859089,-1.07194999730432,1293.36734991985
G26,226839,226838.999504284,226838.992,226838.992,495720,498,226838.927852693,2394,21566044.9313669,43.4274310189368,182.857735513201,-85438.2579868492,5.47301412254173,45.175320961662,-3.52346940784958,2.51781400075643,19401797.0020688,134506281.579843,L1_L5,47.0273112324066,1.85199027074468,-1.10230002014062,1275.33591768116
G26,226840,226839.999503786,226839.992,226839.992,496218,498,226839.927854123,2394,21565466.8569566,43.4355971944804,182.856595272197,-85438.2596228094,5.47228142864411,45.1929938612611,-3.52272320122887,2.51827135935928,19401368.1940927,134503308.716179,L1_L5,46.9947325941175,1.80173873285642,-1.16017199585471,1240.95325463554
G26,226841,226840.999503288,226840.992,226840.992,496716,498,226840.927855553,2394,21564888.8562334,43.4437636856516,182.855454859537,-85438.2612587697,5.47154861575567,45.1277068910577,-3.52178303151687,2.51866371114939,19400939.5494137,134500336.21406,L1_L5,47.0517639364116,1.92405704535389,-1.01819065780935,1325.30663024687
G26,226842,226841.99950279,226841.992,226841.992,497214,498,226841.927856983,2394,21564310.9292172,43.4519304923811,182.854314274911,-85438.2628947299,5.47081568389199,45.1286411066079,-3.5208628252638,2.51916704921741,19400510.7276386,134497363.780064,L1_L5,46.8579920837656,1.72935097715764,-1.24340033844718,1191.50596993697
G26,226843,226842.999502293,226842.992,226842.992,497711,498,226842.927858413,2394,21563733.0759276,43.4600976146084,182.853173518002,-85438.2645306902,5.47008263306782,45.2836395793581,-3.51985278322558,2.51966105199943,19400082.0668442,134494391.960489,L1_L5,47.0512667219155,1.76762714255736,-1.1987561526346,1218.02979219809
G26,226844,226843.999501795,226843.992,226843.992,498209,498,226843.927859843,2394,21563155.2963856,43.4682650522484,182.852032588499,-85438.2661666505,5.46934946330015,45.2348698518833,-3.51889753050919,2.52021115055759,19399653.4249887,134491420.908657,L1_L5,46.8899399582297,1.65507010634636,-1.32887272779882,1140.72546129665
G26,226845,226844.999501297,226844.992,226844.992,498707,498,226844.927861272,2394,21562577.5906109,43.4764328052403,182.850891486089,-85438.2678026107,5.46861617460375,45.0948613784868,-3.51793331390485,2.52064697860363,19399225.1634119,134488450.276466,L1_L5,47.0351245631464,1.94026318465962,-0.998076754836888,1337.25662054703
G26,226846,226845.9995008,226845.992,226845.992,499204,498,226845.927862701,2394,21561999.9586227,43.4846008735237,182.849750210455,-85438.269438571,5.4678827669934,45.2850431485244,-3.51686151792255,2.5211092813046,19398796.4658491,134485479.864223,L1_L5,46.9703289531171,1.68528580459276,-1.29327787200431,1161.87293237984
G26,226847,226846.999500302,226846.992,226846.992,499702,497,226846.92786413,2394,21561422.4004423,43.4927692570125,182.848608761286,-85438.2710745312,5.46714924048614,45.1769018039156,-3.51576913311198,2.5215889803415,19398368.2164101,134482509.770545,L1_L5,46.9776583365165,1.80075653260088,-1.15912741574038,1241.57385632836
G26,226847.999,226847.998499805,226847.992,226847.991,500199,497,226847.926865557,2394,21560845.4935365,43.5009297867944,182.847468279977,-85438.2727088555,5.46641632880115,45.269240978957,-3.51440710801219,2.52186391225714,19397939.9591073,134479540.226991,L1_L5,46.6280426322483,1.35880165329122,-1.67122694976811,937.327362113544
G26,226849,226848.999499307,226848.993,226848.992,500697,497,226848.927866987,2394,21560267.505583,43.5091069693642,182.846325341082,-85438.2743464517,5.46568183084004,45.2046989284486,-3.51298215439602,2.52202769159482,19397510.8599228,134476568.231032,L1_L5,46.2177954516374,1.01309652318872,-2.07186909655303,699.299477894826
G26,226850,226849.999498809,226849.993,226849.992,501195,498,226849.927868415,2394,21559690.1689445,43.517276298081,182.845183369419,-85438.275982412,5.46494794773297,45.0751200217819,-3.51168097085282,2.52229163888341,19397082.5990566,134473599.741475,L1_L5,45.9969520261511,0.921832004369179,-2.17753991887446,636.518758335825
G26,226851,226850.999498312,226850.993,226850.992,501692,498,226850.927869844,2394,21559112.9061929,43.5254459417438,182.84404122296,-85438.2776183722,5.46421394578964,45.133090425455,-3.51035309872474,2.52242034126765,19396654.5937129,134470631.782985,L1_L5,46.2551384610124,1.12204803555743,-1.94514246214236,774.589790970962
G26,226852,226851.999497814,226851.993,226851.992,502190,498,226851.927871271,2394,21558535.7173492,43.533615900267,182.842898901392,-85438.2792543325,5.46347982502708,45.0078165730634,-3.50918338469793,2.52266201139373,19396226.6213399,134467664.496048,L1_L5,46.1725949994288,1.16477842636542,-1.89537674588209,804.156396090064
G26,226853,226852.999497317,226852.993,226852.992,502687,498,226852.927872699,2394,21557958.6024323,43.5417861735982,182.841756404398,-85438.2808902927,5.46274558545932,45.2612677787267,-3.50818667002574,2.52304501159853,19395798.6768594,134464697.8198,L1_L5,46.3438095450401,1.08254176631341,-1.99059391648603,747.586357610525
G26,226854,226853.999496819,226853.993,226853.992,503185,498,226853.927874126,2394,21557381.5614635,43.5499567616513,182.840613731665,-85438.282526253,5.46201122710342,45.0701578464098,-3.50714238112393,2.52329444747457,19395370.9277646,134461731.973988,L1_L5,46.3366691260599,1.26651127965007,-1.77691773730756,874.534780900335
G26,226855,226854.999496321,226854.993,226854.992,503683,498,226854.927875552,2394,21556804.5944621,43.5581276643658,182.839470882875,-85438.2841622132,5.46127674997416,45.0132691118997,-3.50621367178634,2.52352340823607,19394943.147394,134458766.675938,L1_L5,46.2242854465731,1.21101633467331,-1.84110847541835,836.39804041619
G26,226856,226855.999495823,226855.993,226855.992,504181,498,226855.927876979,2394,21556227.7014481,43.5662988816725,182.838327857713,-85438.2857981734,5.4605421540871,44.9859167795828,-3.50518583017389,2.52370813793094,19394515.7835092,134455801.827882,L1_L5,46.4543999386951,1.46848315911234,-1.5420298443662,1014.08542137611
G26,226857,226856.999495326,226856.993,226856.992,504678,498,226856.927878406,2394,21555650.8824411,43.5744704135101,182.837184655861,-85438.2874341337,5.45980743945706,45.1512854797328,-3.5039842371214,2.52388116922096,19394088.1160992,134452837.395931,L1_L5,46.6067746607587,1.45548918102585,-1.5568619714208,1005.27341832151
G26,226858,226857.999494828,226857.993,226857.992,505176,498,226857.927879831,2394,21555074.1374621,43.582642259793,182.836041277005,-85438.2890700939,5.45907260610107,44.9547068549025,-3.50298234062446,2.52400573282351,19393660.3994447,134449873.458371,L1_L5,46.3360842010006,1.38137734609816,-1.64266597589029,954.295891854904
G26,226859,226858.999494331,226858.993,226858.992,505673,498,226858.927881258,2394,21554497.4665301,43.5908144204681,182.834897720826,-85438.2907060542,5.45833765403325,45.1402322292079,-3.50194576645409,2.52421058128672,19393232.8914447,134446909.714051,L1_L5,46.4997936715372,1.35956144232925,-1.66776294009599,939.385385463767
G26,226860,226859.999493833,226859.993,226859.992,506171,497,226859.927882683,2394,21553920.8696662,43.59898689545,182.833753987009,-85438.2923420144,5.4576025832706,44.9403210599517,-3.50092714601357,2.52437154940211,19392805.534195,134443946.247216,L1_L5,46.4379944163375,1.49767335638575,-1.50711090280947,1034.83132103895
G26,226861,226860.999493336,226860.993,226860.992,506668,497,226860.927884109,2394,21553344.3468892,43.6071596846858,182.832610075235,-85438.2939779747,5.4568673938272,44.9662853308734,-3.49959720408656,2.52430028724384,19392378.2292646,134440983.262454,L1_L5,46.6566182761453,1.69033294527192,-1.28304421512646,1167.95291101913
G26,226862,226861.999492839,226861.993,226861.992,507165,497,226861.927885535,2394,21552767.8982198,43.6153327880978,182.831465985188,-85438.2956139349,5.45613208571937,45.0009900442514,-3.49820015595225,2.52425239420485,19391950.7038874,134438020.600585,L1_L5,46.5806875531562,1.57969750890477,-1.41129394955065,1091.75769995216
G26,226863,226862.999492341,226862.993,226862.992,507663,497,226862.92788696,2394,21552191.5236785,43.6235062056085,182.830321716551,-85438.2972498952,5.45539665896342,44.7700641586448,-3.49654587518371,2.52417429129251,19391523.5002858,134435058.117072,L1_L5,46.4526118631475,1.68254770450262,-1.29150682929265,1162.92513707896
G26,226864,226863.999491844,226863.993,226863.992,508160,497,226863.927888385,2394,21551615.2232842,43.6316799371641,182.829177269005,-85438.2988858554,5.45466111357349,44.6668662151542,-3.4947416391862,2.52394855664759,19391096.0646505,134432096.044448,L1_L5,46.318147670012,1.65128145485777,-1.32755374705692,1141.50908877529
G26,226865,226864.999491347,226864.993,226864.992,508657,497,226864.92788981,2394,21551038.9970574,43.639853982688,182.828032642232,-85438.3005218157,5.45392544956583,44.718212836329,-3.49317726795187,2.52389315725812,19390668.7978611,134429134.571813,L1_L5,46.2783618792892,1.5601490429602,-1.43319818387252,1078.74404526579
G26,226866,226865.99949085,226865.993,226865.992,509154,497,226865.927891235,2394,21550462.8450182,43.6480283421099,182.826887835914,-85438.3021577759,5.45318966695608,44.8399436084995,-3.49165986127934,2.52396295894951,19390241.6735925,134426173.801195,L1_L5,46.3069091192447,1.46696551074514,-1.54125877830106,1014.54352401347
G26,226867,226866.999490353,226866.993,226866.992,509651,497,226866.92789266,2394,21549886.7671865,43.6562030153615,182.825742849733,-85438.3037937361,5.45245376575971,44.8429772318855,-3.48993447651706,2.52391420706074,19389814.7181133,134423213.632545,L1_L5,46.4300381126814,1.58706088079587,-1.40136869372865,1097.65445260936
G26,226868,226867.999489855,226867.993,226867.992,510149,497,226867.927894083,2394,21549310.763583,43.6643780023631,182.824597683372,-85438.3054296964,5.4517177459932,44.7052360595255,-3.48834861843418,2.52392373642779,19389387.8868348,134420254.219112,L1_L5,46.3033470786177,1.59811101909216,-1.38824464625087,1105.45165836664
G26,226869,226868.999489358,226868.993,226868.992,510646,497,226868.927895507,2394,21548734.8342264,43.6725533030635,182.823452336508,-85438.3070656566,5.45098160767053,44.8768914377882,-3.48664964536245,2.52373955158209,19388961.1623,134417295.40724,L1_L5,46.5089451270178,1.63205368922956,-1.34849131515016,1129.06974590057
G26,226870,226869.99948886,226869.993,226869.992,511144,498,226869.92789693,2394,21548158.9791379,43.6807289173756,182.822306808826,-85438.3087016169,5.45024535080884,44.6508735248952,-3.48492826650232,2.52351568069069,19388534.4838169,134414337.440105,L1_L5,46.3889325689524,1.73805904405728,-1.22490023820637,1202.49717431597
G26,226871,226870.999488363,226870.993,226870.992,511641,498,226870.927898354,2394,21547583.1983364,43.6889048452461,182.821161100003,-85438.3103375771,5.44950897542225,44.9132057937374,-3.48335338816493,2.52346529774297,19388107.7782326,134411379.817315,L1_L5,46.4649257762358,1.55171998249838,-1.44138904226648,1073.87772576072
G26,226872,226871.999487865,226871.993,226871.992,512139,497,226871.927899776,2394,21547007.4918429,43.6970810865893,182.820015209723,-85438.3119735374,5.4487724815278,44.7545739561663,-3.4819501446283,2.52347271920721,19387681.3160465,134408422.457132,L1_L5,46.4078182857484,1.65324432958205,-1.32298922050662,1144.22094674117
G26,226873,226872.999487368,226872.993,226872.992,512636,497,226872.927901199,2394,21546431.8596764,43.7052576413523,182.818869137663,-85438.3136094976,5.44803586913959,44.8580611007247,-3.48048381114714,2.52350501957867,19387254.6214764,134405465.606058,L1_L5,46.3461904455908,1.48812934486604,-1.51485770730627,1030.22882103083
G26,226874,226873.999486871,226873.993,226873.992,513133,497,226873.927902622,2394,21545856.3018574,43.7134345094562,182.817722883505,-85438.3152454578,5.44729913827404,44.9979922461401,-3.47884577324751,2.52334286207352,19386828.3404283,134402509.459646,L1_L5,46.623737085145,1.62574483900492,-1.35442617304508,1125.54375224463
G26,226875,226874.999486373,226874.993,226874.992,513631,498,226874.927904044,2394,21545280.8184065,43.7216116908241,182.816576446929,-85438.3168814181,5.4465622889474,45.042697325185,-3.47748718180732,2.52339917627096,19386402.0966727,134399554.032601,L1_L5,46.5668138312176,1.5241165060326,-1.47245164886825,1055.42293615092
G26,226876,226875.999485876,226875.993,226875.992,514128,497,226875.927905466,2394,21544705.4093424,43.7297891854016,182.815429827614,-85438.3185173783,5.44582532117389,45.093111525826,-3.4759261352829,2.5234391555447,19385975.7915845,134396598.766074,L1_L5,46.6691668108106,1.57605528498461,-1.41171768153261,1091.50595402889
G26,226877,226876.999485378,226876.993,226876.992,514626,497,226876.927906887,2394,21544130.0746863,43.7379669931034,182.814283025239,-85438.3201533386,5.44508823497052,44.8773468518692,-3.47441509492223,2.52346674230739,19385549.3720704,134393644.1277,L1_L5,46.2852917094715,1.40794485760225,-1.6072021457086,975.365518533427
G26,226878,226877.999484881,226877.993,226877.992,515123,497,226877.927908309,2394,21543554.8144571,43.7461451138759,182.813136039483,-85438.3217892988,5.44435103035145,44.9922608808921,-3.47270775616424,2.5236094344117,19385123.3415458,134390689.949831,L1_L5,46.5157715184614,1.52351063756934,-1.47236884264721,1055.47213264647
G26,226879,226878.999484383,226878.993,226878.992,515621,497,226878.927909729,2394,21542979.6286758,43.7543235476325,182.811988870026,-85438.323425259,5.44361370733379,44.8448224563396,-3.47119819950689,2.52382298052388,19384697.6984089,134387735.975108,L1_L5,46.7593984617852,1.91457600544553,-1.01659444312185,1326.25496683071
G26,226880,226879.999483886,226879.993,226879.992,516118,497,226879.927911151,2394,21542404.5173614,43.7625022943197,182.810841516545,-85438.3250612193,5.44287626593169,44.9022245303774,-3.46958584061323,2.52393720824965,19384271.3197416,134384782.581943,L1_L5,46.4928206447512,1.59059611437382,-1.39369098936659,1102.21589912621
G26,226881,226880.999483389,226880.993,226880.992,516615,497,226880.927912572,2394,21541829.4805343,43.7706813538598,182.80969397872,-85438.3266971795,5.44213870616148,44.9742233060704,-3.46795085294954,2.5240550816942,19383845.2599786,134381829.678686,L1_L5,46.4706595982425,1.49643629217212,-1.50312646292594,1037.19854027158
G26,226882,226881.999482891,226881.993,226881.992,517113,497,226881.927913992,2394,21541254.5182151,43.7788607261746,182.808546256229,-85438.3283331397,5.44140102803951,44.7958541088945,-3.46644137090836,2.52424581686616,19383419.4781211,134378877.296796,L1_L5,46.3521035802551,1.55624947136061,-1.43316729060356,1078.76239944921
G26,226883,226882.999482394,226882.993,226882.992,517610,497,226882.927915412,2394,21540679.6304225,43.7870404112105,182.807398348749,-85438.3299691,5.44066323157994,44.9243271394983,-3.46509966294251,2.52460463389547,19382993.5806574,134375925.56567,L1_L5,46.3432070724666,1.4188799329683,-1.59300185448898,983.802137849242
G26,226884,226883.999481897,226883.993,226883.992,518107,497,226883.927916833,2394,21540104.8171773,43.7952204088891,182.806250255958,-85438.3316050602,5.43992531679917,45.0024735147573,-3.46374657595985,2.5248794860881,19382567.6978579,134372974.446593,L1_L5,46.2744273170829,1.27195380232556,-1.76402377783499,882.195287706941
G26,226885,226884.999481399,226884.993,226884.992,518605,497,226884.927918252,2394,21539530.0784998,43.803400719132,182.805101977536,-85438.3332410205,5.43918728371356,45.0577450293934,-3.46255271800146,2.52528986429012,19382142.2234777,134370023.750606,L1_L5,46.2397064897232,1.18196146032976,-1.86872113959821,819.992916579073
G26,226886,226885.999480902,226885.993,226885.992,519102,497,226885.927919672,2394,21538955.4144089,43.8115813418862,182.803953513156,-85438.3348769807,5.43844913233724,45.1436245855349,-3.4615488275455,2.52568108847479,19381716.5029242,134367073.801952,L1_L5,46.1840181630105,1.04039357747561,-2.03358722809013,722.043346025742
