gnssId,svId,freqId,numWords,chn,dwrd_00,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09,dwrd_10,dwrd_11,dwrd_12,dwrd_13,dwrd_14,dwrd_15
0,2,0,10,57,583098639,525266019,531597836,1066681876,860057435,1012633327,66996000,312279373,3136359044.0,715827951.0,,,,,,
2,27,0,8,78,50429937,1246282176,2940475525,1161871360,2757413630,2821225066,2863293075,3591094272,,,,,,,,
2,29,0,8,70,88128919,4076895615,1611317947,3647635456,2863301009,3163501546,2863299660,591462400,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,31,0,10,61,583098639,525274519,371491025,2667496424,1062387747,675491851,117365733,2340547512,1057894647.0,985669691.0,,,,,,
2,7,0,8,16,134373104,3447324615,2080382109,3618243820,1039949045,3591839064,1467684983,1558970368,,,,,,,,
2,27,0,8,78,271663559,1873647441,4199682947,2750513152,2446316621,2755657770,2863299980,4014718976,,,,,,,,
0,28,0,10,142,2339510227,3262739834,325048434,2150502401,4290117280,38928393,1631341449,0,842.0,236500746.0,,,,,,
2,12,0,8,73,33597915,1621363235,3715972458,2199650304,2184790016,42,2863289472,1484734464,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,16,98,4294778661,271386804,4223067367,16089685,1389823714,4275023792,3245504237,854726822,3904492598.0,2036221471.0,596193551.0,3417709014.0,3199001336.0,1084255540.0,463061682.0,3288334336.0
0,28,0,10,2,2339416019,3375113849,1854177654,1973419936,4081264640,689027295,657457578,2901688209,567807251.0,3376985867.0,,,,,,
2,19,0,8,75,132546172,20983867,2547427581,2132344832,2486517760,42,2863295128,218054656,,,,,,,,
2,12,0,8,17,201468047,1978987946,208674116,132906513,781912666,1669945431,2067879081,2393636864,,,,,,,,
2,19,0,8,75,149945439,4286581418,2863311530,2863300608,2863300608,42,2863291744,2755608576,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,1,0,10,0,2332342227,3531919807,1167362499,72785870,2425126917,3221233672,2202020353,591104,1949830452.0,845721694.0,,,,,,
2,19,0,16,103,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,8,70,282545408,3651760892,1666612733,4093444096,3101672615,1594989610,2863293104,696958976,,,,,,,,
0,1,0,10,56,583098639,525298547,10441,2677488080,346604,50634826,2327871470,2552795790,3219737006.0,2961323971.0,,,,,,
2,19,0,8,75,9786709,1431655765,1431655765,1434796032,3082305536,42,2863297410,3124707328,,,,,,,,
2,33,0,8,15,268500993,2490367,4294836224,17981537,2313309215,4173347082,4016908427,3300130816,,,,,,,,
2,33,0,8,71,9786709,1431655765,1431655765,1434796032,3082338304,42,2863295662,2193686528,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,16,98,4294778660,3638426884,2958811481,2551632239,484994383,2952788141,757872515,355340980,719988620.0,4208009492.0,4078747160.0,2197610320.0,1552982246.0,1167269253.0,682919736.0,402653184.0
2,12,0,8,73,50380784,2043105537,4211049547,2797764608,2526724096,42,2863288016,763314176,,,,,,,,
0,1,0,10,140,2332342227,3800355263,1167362499,72785870,2425126917,3221233672,2202020353,591104,1949830581.0,1322823774.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,31,0,10,61,583098639,525315339,484366458,2147483689,2147483689,2147483689,2147483689,2147487735,0.0,89478475.0,,,,,,
2,19,0,16,103,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,19,0,8,75,33619754,2278951400,3299389800,3118497792,2229485568,42,2863286091,557793280,,,,,,,,
2,29,0,16,98,4294775332,3563634462,2149534191,4113569639,1063071423,922973180,2205495711,2578929634,2644570567.0,3284311849.0,3302703449.0,2576997848.0,2084681165.0,484282966.0,1883918146.0,1946157056.0
0,32,0,10,59,583098639,525322511,370409500,34190498,2535827512,48810563,1053950138,2635578138,2147493261.0,3132098348.0,,,,,,
2,29,0,8,70,117440511,4261412865,308306313,3796598784,3186004436,865292202,2863287531,3565928448,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,33,0,8,71,164002901,1431655765,1430388912,797605888,2652618752,42,2863296022,3095461888,,,,,,,,
2,19,0,16,103,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,19,0,8,75,183138031,3779796991,4261413119,3322003456,2248687616,42,2863290900,2965323776,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,32,0,10,3,2340546515,4196268538,366313000,9824256,34601854,4230283575,268435202,1056243715,1643289293.0,457750561.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,16,98,4294775558,3730405598,3033334097,4083579959,1398792401,1722724151,120175798,2018701895,2091404607.0,1645199473.0,4095858069.0,3799274713.0,3856788322.0,1420449450.0,1776467141.0,4160749568.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,19,0,16,103,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,8,70,16865536,3430797976,1681461,2852438016,2714820676,4065470122,2863284410,3138043904,,,,,,,,
0,2,0,10,57,583098639,525347987,508910380,722149454,2917417155,871260580,721252255,19955975,9905574.0,2888216375.0,,,,,,
2,33,0,8,71,50364400,1959210050,289382283,2747432960,2530918400,42,2863299050,93044736,,,,,,,,
2,29,0,8,70,88128919,4076895615,1611317947,3773464576,2863301881,2052839082,2863287861,2055274496,,,,,,,,
2,29,0,16,98,4294775686,3921975665,1261190898,2358522179,4108450078,2405616911,374625045,3853999568,916397655.0,2840500673.0,22771263.0,513571612.0,3139434408.0,3894732982.0,3139364818.0,805306368.0
0,2,0,10,57,583098639,525356515,272815115,604149868,1062273073,2822974279,685458979,1071688460,114280022.0,2340419728.0,,,,,,
2,21,0,8,20,201336621,2918788440,3776520917,27333070,335610485,1664702551,2080986471,1636564992,,,,,,,,
0,28,0,10,2,2339420116,310677419,1059211723,3554615378,2697199610,3221413888,1686118112,1075625728,134220385.0,2531833630.0,,,,,,
2,29,0,8,70,33652504,3598109129,1472601015,1037991936,2242142355,728510954,2863295046,1287716864,,,,,,,,
2,29,0,16,98,4294775333,689298450,3644811162,3806189782,1843737216,3601244546,3970620996,1430480881,1296509669.0,3157516209.0,1983967342.0,3513333581.0,401146082.0,3538886515.0,3113016083.0,2550136832.0
0,2,0,10,57,583098639,525363487,370409500,34190498,2535827512,48810563,1053963924,374848285,2147488350.0,2156897652.0,,,,,,
2,33,0,8,71,117440511,4261412865,308306313,3796598784,3189932032,42,2863287700,2999697408,,,,,,,,
2,29,0,8,70,117866632,18886373,4097266605,4279451648,2962574852,3267140842,2863286928,817954816,,,,,,,,
2,19,0,8,19,268632104,4294508543,4294836224,17981537,2313309215,4173347082,4018547567,1592262656,,,,,,,,
2,19,0,16,103,4294775334,3246598374,707271732,53743972,1970147454,1955307574,665434722,364632076,2095118250.0,19951670.0,2651543506.0,2710435806.0,2541656247.0,2686124057.0,366465290.0,1610612736.0
2,29,0,16,98,4294775332,3535921192,2433965072,559158481,1978294191,3501313555,906479546,2369056381,948419278.0,2465671057.0,1501179064.0,3895259045.0,1467433970.0,2752255993.0,3788779501.0,536870912.0
0,28,0,10,2,2339510228,578385274,325048434,2150502401,4290117280,38928393,1631341449,0,3592.0,1263056650.0,,,,,,
2,29,0,8,70,332819796,950426801,3594966683,3902308352,2575347704,3858956970,2863287101,3523280896,,,,,,,,
2,29,0,16,98,4294775332,3853348847,3511962047,1880635336,2262948874,3012295943,774711593,2649574415,1499408672.0,609524173.0,4147647917.0,2324611415.0,4055813739.0,4131117007.0,3282264433.0,2550136832.0
0,2,0,10,57,583098639,525380427,1071834890,3073070365,2150582734,2440504417,2319398757,2544564121,3219779238.0,2520945624.0,,,,,,
2,33,0,8,71,9786709,1431655765,1431655765,1434796032,3083288576,42,2863295023,1661714432,,,,,,,,
2,19,0,8,19,464169642,2863311530,2863283201,1618960948,928233343,253784056,2415888619,3753377792,,,,,,,,
2,19,0,8,75,9786709,1431655765,1431655765,1434796032,3083321344,42,2863297795,1543454720,,,,,,,,
2,33,0,8,71,16799960,2675291756,2982390,2852438016,2715467776,42,2863296564,243974144,,,,,,,,
2,29,0,16,98,4294776100,3544421301,4009014040,4210167196,3223727346,471366872,2046403338,589280161,3718904355.0,1135402286.0,1025504078.0,288096666.0,795362301.0,3107325242.0,2946032075.0,3825205248.0
0,28,0,10,2,2339420116,847548331,1059211723,3554615378,2697199610,3221413888,1686118112,1075625728,134220447.0,3251156766.0,,,,,,
0,31,0,10,145,2340284372,839350778,366135171,2148673537,3809475460,1879048192,268435202,1056243715,1635836921.0,199800800.0,,,,,,
2,19,0,16,103,4294776198,876345694,4052160282,2941114633,852559515,1974089702,1831613974,3094311771,3727498766.0,1915734608.0,213458844.0,4282864149.0,2211070264.0,3101630333.0,1421440471.0,3556769792.0
0,31,0,10,61,583098639,525397375,279103130,2663612061,3209936948,675488151,657767764,928717094,2503308684.0,8393616.0,,,,,,
2,12,0,8,17,79694222,805265775,4294920193,2902652511,3422675722,3267093514,2863311503,4118282240,,,,,,,,
2,33,0,8,71,271063029,1919867815,1845553579,3758080000,3094347776,42,2863298669,38518784,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,32,0,10,59,583098639,525404671,370409500,34190498,2535827512,48810563,1053950138,2635578138,2147493261.0,3132098348.0,,,,,,
2,29,0,8,70,117440511,4261412865,308306313,3796598784,3193866158,2223244202,2863289984,1007403008,,,,,,,,
2,19,0,16,103,4294776326,1053436886,2596466514,2097285821,4132679035,859611361,3221034624,2461856496,3173816669.0,992253974.0,1339749722.0,213753281.0,1956363927.0,3665765629.0,64634298.0,1409286144.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,7,0,8,16,134373104,3447324615,2080382109,3618243820,1039949045,3591839064,1467787708,684720128,,,,,,,,
2,19,0,8,75,168457967,3797982717,3959415039,3322003456,2248700821,1520468778,2863298920,1245659136,,,,,,,,
2,29,0,16,98,4294776101,72037570,1163675667,1535627940,3769077420,1675626894,1073299408,3096126649,3807052467.0,3520768763.0,1400855590.0,1525858238.0,3009371038.0,1519161439.0,575028571.0,1342177280.0
0,10,0,10,10,2334697428,1227630097,4270129252,1975516667,581488640,1094596663,1354247413,214077046,3824709585.0,1539879563.0,,,,,,
2,33,0,8,71,336559976,1643069892,1460473404,36175872,2152136704,42,2863285360,2193686528,,,,,,,,
2,12,0,8,73,9786709,1431655765,1431655765,1434796032,3083747328,42,2863284587,1535066112,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,25,0,10,4,2338633684,1384457491,3975367077,3289784267,4002545681,2146746369,207625648,3760021760,272067019.0,2349381214.0,,,,,,
2,19,0,16,103,4294884591,268110222,3825704648,4153797950,2960670596,3012909857,4215477369,3980178326,3825550099.0,343491346.0,2960843780.0,4093162391.0,2664037184.0,192657198.0,3986090174.0,2617245696.0
2,19,0,16,103,4294776103,548913885,2583342680,3250315951,2794234269,44215192,1393187700,1832690668,494204588.0,1653108010.0,116443764.0,1310786500.0,3402331295.0,3336096719.0,2762796110.0,1879048192.0
2,33,0,8,71,16799960,2675291756,2982390,2852438016,2715467776,42,2863296564,243974144,,,,,,,,
0,12,0,10,62,583098639,525429923,378959797,2667421215,1061994548,675495792,298270195,119858100,617156842.0,3053449331.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,16,98,4294776100,3356505455,989402066,300602178,1278206541,1673188631,4270269001,4045701036,108884541.0,2165500773.0,3867026769.0,1377732637.0,371044435.0,1239614309.0,264855996.0,1140850688.0
2,29,0,8,70,9786709,1431655765,1431655765,1434796032,3083949274,1547474730,2863294922,734707712,,,,,,,,
0,1,0,10,56,583098639,525438367,281870929,2751997969,3209854980,675493247,853974011,206934631,806338803.0,331344280.0,,,,,,
2,27,0,8,22,268763144,4293197823,4294836224,17981537,2313309215,4173347082,4020185826,826802176,,,,,,,,
0,28,0,10,2,2339510228,1652127098,325048434,2150502401,4290117280,38928393,1631341449,0,4084.0,3842553610.0,,,,,,
0,31,0,10,145,2340206548,1652887729,2153040312,4278738923,817971214,3757965312,3414171477,1075538176,268735425.0,1927854046.0,,,,,,
2,19,0,16,103,4294776102,3797272028,3097758941,3790852127,2513905966,867573404,311001148,1392876550,2469599682.0,2151359139.0,4182255776.0,1838682771.0,2182617464.0,4128978743.0,576761145.0,536870912.0
0,31,0,10,61,583098639,525445475,370409500,34190498,2535827512,48810563,1053964516,265796415,1161.0,3126392947.0,,,,,,
2,19,0,16,103,4294776102,3980562059,706064588,1914854325,3765391428,174746608,2000686081,2172442051,563916871.0,3707089242.0,3732281340.0,1616088752.0,1222090196.0,3290947436.0,591644192.0,402653184.0
2,29,0,16,98,4294776710,4125396092,4100347060,2577002911,151312615,1076679009,4247187714,112292537,1659238589.0,2700608794.0,1397749573.0,261402104.0,134657050.0,2041903444.0,4149210838.0,1342177280.0
2,29,0,8,14,337248752,92324078,526033909,4234532351,4051697152,2863311530,2863311176,2725249024,,,,,,,,
2,30,0,8,23,443198122,2863311530,2863301633,1616844128,936621951,157642751,4026534573,312999936,,,,,,,,
0,31,0,10,61,583098639,525454067,264253796,230195070,2590530026,2151743810,2757822615,59058280,58836921.0,2545622876.0,,,,,,
2,19,0,16,103,4294776871,902998352,1455594199,25509285,5456583,390837281,3299123576,3386884282,1048888321.0,1132460669.0,3808870151.0,2339138953.0,3325465179.0,2649284414.0,40092781.0,2348810240.0
2,29,0,16,98,4294776868,3786434206,1967233283,2989697495,909215836,3192859845,3749697158,3568983716,2514477300.0,1748987587.0,720982296.0,3485728816.0,3848035752.0,2959801173.0,1741575507.0,2684354560.0
2,19,0,16,103,4294776871,1021301821,1595678715,1555483879,2520273481,3539321709,3872398102,527164647,3978361388.0,2547255663.0,585315998.0,1231854884.0,761464367.0,212043106.0,3000845849.0,4026531840.0
2,33,0,8,71,271062901,1852758951,1845553735,268419072,3092250624,42,2863296573,4006264832,,,,,,,,
0,1,0,10,56,583098639,525462395,10441,2677488080,346604,50634826,2327871470,2552795790,3219737006.0,2961323971.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,29,0,16,98,4294884591,268110222,3825704648,4153797950,2960670596,3012909857,4215477369,3980178326,3825550099.0,343491346.0,2960843780.0,4093162391.0,2664037184.0,192657198.0,3993900199.0,1342177280.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,19,0,16,103,4294776871,1344255842,3137269175,3714626362,2173774939,3808392412,2218766439,199095041,4052411168.0,3545784713.0,3892629859.0,2063065609.0,2408185611.0,763989096.0,2909903357.0,2214592512.0
0,1,0,10,56,583098639,525470939,383584053,2751581611,1062797312,675494974,2638624776,148020695,315861410.0,3212833387.0,,,,,,
2,29,0,8,70,50429937,2689081533,2177201731,2658975744,2153432377,495412970,2863286147,1846263808,,,,,,,,
0,25,0,10,144,2338723796,2185165306,343272685,2146131969,4289724048,38928393,1631341449,1099888018,3819322712.0,3112744522.0,,,,,,
2,29,0,16,98,4294777094,3071118920,3464846614,2080293495,1794533552,294799299,3501401890,2008994565,3063264731.0,254025483.0,776679753.0,3349621240.0,1881015930.0,1223723596.0,259660858.0,536870912.0
0,28,0,10,58,583098639,525479251,285713872,604279978,3210362916,675507202,3184526988,576399835,254603988.0,20973947.0,,,,,,
2,7,0,8,16,134373104,3447324615,2080382109,3618243820,1039949045,3591839064,1467839128,363331584,,,,,,,,
2,33,0,8,71,271062901,1852758951,1845553735,268419072,3092250624,42,2863296573,4006330368,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,31,0,10,61,583098639,525486423,370409500,34190498,2535827512,48810563,1053964516,265796415,1161.0,3126392947.0,,,,,,
2,19,0,16,103,4294776871,2137210155,1366444899,567696863,2240713357,569202617,1387972384,4246206948,834645353.0,200547810.0,3796152032.0,1857441637.0,1418479018.0,408024777.0,1015493455.0,3355443200.0
2,19,0,16,103,4294777222,1151729728,430627514,1199577441,4139448003,2115566410,1319709746,2565349629,2836448975.0,831039726.0,1609407385.0,3380486312.0,950553295.0,2171515955.0,1206823466.0,3758096384.0
2,19,0,8,75,151420966,335545856,134611120,641220608,2683510087,2204436458,2863298743,3426697216,,,,,,,,
2,21,0,8,20,201336621,2918788440,3776520917,27333070,335610485,1664702551,2107201437,3635150848,,,,,,,,
2,19,0,8,75,168805839,3841929728,134213887,3322003456,2248698684,4111794986,2863292212,2512338944,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,25,0,10,4,2338711508,2587818490,343272685,2146131968,202366973,1945862166,268435202,1056243715,1628379736.0,701019745.0,,,,,,
2,33,0,8,71,336559976,1643069892,1460473404,36175872,2152136704,42,2863285360,2193686528,,,,,,,,
2,19,0,8,75,9786709,1431655765,1431655765,1434796032,3084733828,3126344106,2863300256,2256486400,,,,,,,,
2,19,0,16,103,4294777350,1295241171,4104743954,1831664809,957504284,519044038,1611548448,2933791970,2717926848.0,2645991262.0,585774966.0,4008972811.0,1989947963.0,782724394.0,4209667350.0,738197504.0
0,32,0,10,3,2340558804,2719873530,366313000,9824257,4294442672,38756361,1631341449,1744141079,1014466047.0,730380298.0,,,,,,
2,19,0,16,103,4294884591,268110222,3825704648,4153797950,2960670596,3012909857,4215477369,3980178326,3825550099.0,343491346.0,2960843780.0,4093162391.0,2664037184.0,192657198.0,4001631412.0,3221225472.0
2,19,0,16,103,4294776871,2669630854,3979801242,1037149891,1031673292,668424438,488526768,3695070620,2516306379.0,2979419714.0,124330169.0,2839261961.0,1899321319.0,4140808401.0,3157596586.0,1476395008.0
2,33,0,8,71,16799960,2675291756,2982390,2852438016,2715467776,42,2863296564,243974144,,,,,,,,
0,12,0,10,62,583098639,525511751,385929998,2663589454,3210166291,675506995,131283253,2210914346,3037676280.0,738199623.0,,,,,,
2,12,0,8,73,50380784,2043105537,4211049547,2797764608,2526724096,42,2863288016,763314176,,,,,,,,
2,29,0,16,98,4294776868,3842395674,3855933036,821044826,4086866463,590392078,3802802929,772390401,884594348.0,3838542420.0,1707402261.0,1253673378.0,850074311.0,1521413576.0,4276024203.0,0.0
2,29,0,8,70,9786709,1431655765,1431655765,1434796032,3084928572,2551225130,2863298077,2882191360,,,,,,,,
0,1,0,10,56,583098639,525520183,290128527,604370988,1062158376,675496716,843857073,2391195470,2505947446.0,3095396792.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,25,0,10,4,2338633684,2995070227,3975367077,3289784267,4002545681,2146746369,207625648,3760021760,272067376.0,703116894.0,,,,,,
2,29,0,8,70,33652504,3598109129,1472601015,1037991936,2242142364,845569322,2863293312,4219535360,,,,,,,,
2,29,0,16,98,4294777636,3621730562,3076253523,3529874540,66979521,3604864529,3941027713,1347841275,1064377545.0,2372046841.0,1832973972.0,728327569.0,222939615.0,157818082.0,3685373467.0,2684354560.0
0,23,0,10,63,583098639,525527499,370409500,34190498,2535827512,48810563,1053965226,2161625304,2820.0,329707123.0,,,,,,
2,29,0,8,70,117440511,4261412865,308306313,3796598784,3205670780,4216978474,2863293262,1481359360,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,33,0,8,15,101713293,2415915625,3758078209,2902652511,3422679818,3267096714,2863311570,4191158272,,,,,,,,
2,19,0,16,103,4294777638,3935075961,4222625453,3153036920,3380901042,951263992,2831717152,2586188654,733958802.0,3904989528.0,4014902046.0,1452095589.0,2380761611.0,3939191271.0,1466748005.0,3422552064.0
0,1,0,10,56,583098639,525535967,813844309,2356386876,654842904,33570849,2900892317,2161993800,54824020.0,398117367.0,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,28,0,10,142,2339510228,3262739834,325048434,2150502401,4290117280,38928393,1631341449,0,3315.0,4004034314.0,,,,,,
2,33,0,8,71,331107941,2964850702,1725301067,385318912,2752299008,42,2863285476,62980096,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,25,0,10,4,2338629588,3375113790,4135911751,3080716139,3816355840,581955049,2420651257,1513405266,2602572283.0,1213773387.0,,,,,,
2,21,0,8,20,134261046,1736835013,1040196333,27919577,911342287,3655396696,1467889877,1503395840,,,,,,,,
2,12,0,16,101,723959023,201651825,469262647,141169345,1334296699,1282057438,79489926,314788969,469417196.0,3951475949.0,1334123515.0,201804904.0,1630930111.0,4102310099.0,881312469.0,2281701376.0
0,32,0,10,59,583098639,525552875,508910380,722149454,2917417155,871260580,721252255,19955975,9905574.0,2839100843.0,,,,,,
