nBlocks,blockId,jammingState,antStatus,antPower,postStatus,noisePerMS,agcCnt,cwSuppression,ofsI,magI,ofsQ,magQ,rfBlockGnssBand
3,0,0,2,1,16908288,0,0,5,8,239,251,253,1
3,1,0,2,1,16908288,0,0,3,248,255,254,255,4
3,2,0,2,1,16908288,0,0,5,249,217,1,241,2
3,0,0,2,1,16908288,0,0,4,9,234,251,251,1
3,1,0,2,1,16908288,0,0,3,248,184,254,192,4
3,2,0,2,1,16908288,0,0,5,249,204,1,230,2
3,0,0,2,1,16908288,0,0,3,9,237,251,250,1
3,1,0,2,1,16908288,0,0,3,248,255,253,255,4
3,2,0,2,1,16908288,0,0,5,248,220,0,244,2
3,0,0,2,1,16908288,0,0,4,9,245,251,255,1
3,1,0,2,1,16908288,0,0,3,248,208,253,217,4
3,2,0,2,1,16908288,0,0,5,249,227,1,253,2
3,0,0,2,1,16908288,0,0,4,9,237,252,249,1
3,1,0,2,1,16908288,0,0,3,248,251,254,255,4
3,2,0,2,1,16908288,0,0,5,248,216,1,237,2
3,0,0,2,1,16908288,0,0,5,9,235,252,250,1
3,1,0,2,1,16908288,0,0,4,248,183,253,191,4
3,2,0,2,1,16908288,0,0,5,249,204,0,229,2
3,0,0,2,1,16908288,0,0,3,10,238,251,249,1
3,1,0,2,1,16908288,0,0,3,249,255,254,255,4
3,2,0,2,1,16908288,0,0,5,249,218,0,239,2
3,0,0,2,1,16908288,0,0,3,9,236,252,252,1
3,1,0,2,1,16908288,0,0,3,249,188,254,198,4
3,2,0,2,1,16908288,0,0,5,249,210,1,234,2
3,0,0,2,1,16908288,0,0,4,9,238,251,251,1
3,1,0,2,1,16908288,0,0,3,249,255,253,255,4
3,2,0,2,1,16908288,0,0,5,249,217,0,242,2
3,0,0,2,1,16908288,0,0,4,9,238,252,252,1
3,1,0,2,1,16908288,0,0,3,248,186,254,195,4
3,2,0,2,1,16908288,0,0,5,248,206,0,229,2
3,0,0,2,1,16908288,0,0,4,9,235,251,252,1
3,1,0,2,1,16908288,0,0,3,249,255,254,255,4
3,2,0,2,1,16908288,0,0,5,248,223,0,244,2
3,0,0,2,1,16908288,0,0,4,10,241,253,255,1
3,1,0,2,1,16908288,0,0,3,248,192,254,200,4
3,2,0,2,1,16908288,0,0,5,249,215,1,235,2
3,0,0,2,1,16908288,0,0,5,9,237,251,253,1
3,1,0,2,1,16908288,0,0,3,248,255,253,255,4
3,2,0,2,1,16908288,0,0,5,249,218,1,241,2
3,0,0,2,1,16908288,0,0,4,9,237,252,250,1
3,1,0,2,1,16908288,0,0,3,247,190,254,197,4
3,2,0,2,1,16908288,0,0,5,248,216,0,237,2
3,0,0,2,1,16908288,0,0,4,8,238,252,252,1
3,1,0,2,1,16908288,0,0,3,248,255,253,255,4
3,2,0,2,1,16908288,0,0,5,249,216,0,238,2
3,0,0,2,1,16908288,0,0,5,9,240,252,252,1
3,1,0,2,1,16908288,0,0,4,248,190,253,202,4
3,2,0,2,1,16908288,0,0,5,249,216,1,237,2
3,0,0,2,1,16908288,0,0,5,9,232,252,248,1
3,1,0,2,1,16908288,0,0,3,248,255,253,255,4
3,2,0,2,1,16908288,0,0,5,248,216,0,239,2
3,0,0,2,1,16908288,0,0,7,8,238,252,254,1
3,1,0,2,1,16908288,0,0,3,248,187,253,197,4
3,2,0,2,1,16908288,0,0,5,248,209,1,232,2
3,0,0,2,1,16908288,0,0,4,8,238,252,252,1
3,1,0,2,1,16908288,0,0,3,249,255,254,255,4
3,2,0,2,1,16908288,0,0,5,249,214,1,237,2
3,0,0,2,1,16908288,0,0,4,8,237,251,253,1
3,1,0,2,1,16908288,0,0,3,248,188,254,199,4
3,2,0,2,1,16908288,0,0,5,249,213,1,239,2
3,0,0,2,1,16908288,0,0,4,9,240,252,255,1
3,1,0,2,1,16908288,0,0,4,248,255,254,255,4
3,2,0,2,1,16908288,0,0,4,249,243,1,255,2
3,0,0,2,1,16908288,0,0,4,9,237,252,252,1
3,1,0,2,1,16908288,0,0,3,248,192,253,203,4
3,2,0,2,1,16908288,0,0,5,248,216,1,235,2
3,0,0,2,1,16908288,0,0,4,9,240,252,254,1
3,1,0,2,1,16908288,0,0,3,248,255,254,255,4
3,2,0,2,1,16908288,0,0,5,249,238,2,255,2
3,0,0,2,1,16908288,0,0,6,9,246,252,255,1
3,1,0,2,1,16908288,0,0,3,247,216,253,224,4
3,2,0,2,1,16908288,0,0,5,249,240,0,255,2
3,0,0,2,1,16908288,0,0,5,8,239,252,254,1
3,1,0,2,1,16908288,0,0,4,248,255,253,255,4
3,2,0,2,1,16908288,0,0,5,248,219,0,242,2
3,0,0,2,1,16908288,0,0,4,10,239,252,254,1
3,1,0,2,1,16908288,0,0,4,247,194,254,202,4
3,2,0,2,1,16908288,0,0,5,249,216,0,240,2
3,0,0,2,1,16908288,0,0,4,9,253,252,255,1
3,1,0,2,1,16908288,0,0,4,248,255,254,255,4
3,2,0,2,1,16908288,0,0,5,249,255,0,255,2
3,0,0,2,1,16908288,0,0,4,9,242,252,255,1
3,1,0,2,1,16908288,0,0,3,249,157,253,164,4
3,2,0,2,1,16908288,0,0,4,249,132,0,153,2
3,0,0,2,1,16908288,0,0,5,9,240,251,253,1
3,1,0,2,1,16908288,0,0,3,249,236,254,246,4
3,2,0,2,1,16908288,0,0,4,249,138,0,159,2
3,0,0,2,1,16908288,0,0,5,9,241,252,254,1
3,1,0,2,1,16908288,0,0,3,250,168,255,172,4
3,2,0,2,1,16908288,0,0,5,249,230,0,251,2
3,0,0,2,1,16908288,0,0,5,9,245,252,255,1
3,1,0,2,1,16908288,0,0,3,250,248,254,255,4
3,2,0,2,1,16908288,0,0,5,249,245,0,255,2
3,0,0,2,1,16908288,0,0,4,9,235,252,249,1
3,1,0,2,1,16908288,0,0,3,250,149,255,157,4
3,2,0,2,1,16908288,0,0,5,248,211,1,233,2
3,0,0,2,1,16908288,0,0,5,9,237,252,252,1
3,1,0,2,1,16908288,0,0,3,250,222,255,234,4
3,2,0,2,1,16908288,0,0,6,249,231,0,252,2
3,0,0,2,1,16908288,0,0,6,9,233,252,251,1
3,1,0,2,1,16908288,0,0,3,250,153,255,159,4
3,2,0,2,1,16908288,0,0,7,249,213,0,237,2
3,0,0,2,1,16908288,0,0,5,9,238,252,252,1
3,1,0,2,1,16908288,0,0,3,251,229,253,245,4
3,2,0,2,1,16908288,0,0,7,249,214,0,238,2
3,0,0,2,1,16908288,0,0,3,8,243,252,254,1
3,1,0,2,1,16908288,0,0,3,251,156,253,162,4
3,2,0,2,1,16908288,0,0,5,249,218,0,240,2
3,0,0,2,1,16908288,0,0,5,8,243,251,255,1
3,1,0,2,1,16908288,0,0,3,250,248,254,255,4
3,2,0,2,1,16908288,0,0,6,250,244,0,255,2
3,0,0,2,1,16908288,0,0,4,8,246,252,255,1
3,1,0,2,1,16908288,0,0,3,250,158,254,162,4
3,2,0,2,1,16908288,0,0,7,249,221,0,245,2
3,0,0,2,1,16908288,0,0,4,9,242,251,255,1
3,1,0,2,1,16908288,0,0,3,250,221,254,233,4
3,2,0,2,1,16908288,0,0,6,249,234,1,255,2
3,0,0,2,1,16908288,0,0,4,9,244,252,255,1
3,1,0,2,1,16908288,0,0,3,250,172,253,178,4
3,2,0,2,1,16908288,0,0,5,249,236,1,255,2
3,0,0,2,1,16908288,0,0,5,8,237,252,252,1
3,1,0,2,1,16908288,0,0,3,250,236,254,247,4
3,2,0,2,1,16908288,0,0,5,249,217,0,240,2
3,0,0,2,1,16908288,0,0,4,9,238,252,255,1
3,1,0,2,1,16908288,0,0,3,249,161,254,167,4
3,2,0,2,1,16908288,0,0,5,249,223,0,246,2
3,0,0,2,1,16908288,0,0,5,8,236,252,252,1
3,1,0,2,1,16908288,0,0,3,250,211,254,225,4
3,2,0,2,1,16908288,0,0,5,249,227,0,247,2
3,0,0,2,1,16908288,0,0,5,9,240,252,254,1
3,1,0,2,1,16908288,0,0,3,250,158,254,161,4
3,2,0,2,1,16908288,0,0,5,248,217,0,240,2
3,0,0,2,1,16908288,0,0,4,9,238,252,251,1
3,1,0,2,1,16908288,0,0,3,250,237,254,250,4
3,2,0,2,1,16908288,0,0,5,248,216,1,237,2
3,0,0,2,1,16908288,0,0,4,10,243,253,255,1
3,1,0,2,1,16908288,0,0,3,250,165,254,171,4
3,2,0,2,1,16908288,0,0,5,248,231,1,250,2
3,0,0,2,1,16908288,0,0,3,8,242,253,255,1
3,1,0,2,1,16908288,0,0,2,250,236,255,250,4
3,2,0,2,1,16908288,0,0,6,249,214,0,238,2
3,0,0,2,1,16908288,0,0,5,8,240,253,255,1
3,1,0,2,1,16908288,0,0,3,249,163,255,171,4
3,2,0,2,1,16908288,0,0,6,249,224,1,248,2
3,0,0,2,1,16908288,0,0,4,9,242,252,255,1
3,1,0,2,1,16908288,0,0,3,250,250,255,255,4
3,2,0,2,1,16908288,0,0,5,249,239,0,255,2
3,0,0,2,1,16908288,0,0,5,8,246,251,255,1
3,1,0,2,1,16908288,0,0,3,250,166,255,171,4
3,2,0,2,1,16908288,0,0,5,249,231,1,252,2
3,0,0,2,1,16908288,0,0,5,9,235,251,248,1
3,1,0,2,1,16908288,0,0,3,250,205,254,217,4
3,2,0,2,1,16908288,0,0,6,249,225,1,248,2
3,0,0,2,1,16908288,0,0,3,8,245,252,255,1
3,1,0,2,1,16908288,0,0,3,250,163,254,170,4
3,2,0,2,1,16908288,0,0,6,248,225,1,247,2
3,0,0,2,1,16908288,0,0,4,8,234,251,247,1
3,1,0,2,1,16908288,0,0,2,250,201,254,212,4
3,2,0,2,1,16908288,0,0,5,248,218,0,240,2
3,0,0,2,1,16908288,0,0,4,7,234,251,249,1
3,1,0,2,1,16908288,0,0,3,250,155,255,162,4
3,2,0,2,1,16908288,0,0,5,250,217,1,241,2
3,0,0,2,1,16908288,0,0,5,8,237,252,251,1
3,1,0,2,1,16908288,0,0,3,250,236,254,250,4
3,2,0,2,1,16908288,0,0,5,250,218,0,240,2
3,0,0,2,1,16908288,0,0,5,8,241,252,255,1
3,1,0,2,1,16908288,0,0,3,250,158,253,165,4
3,2,0,2,1,16908288,0,0,5,249,220,0,242,2
3,0,0,2,1,16908288,0,0,4,8,236,252,251,1
3,1,0,2,1,16908288,0,0,3,250,240,254,253,4
3,2,0,2,1,16908288,0,0,5,249,222,0,245,2
3,0,0,2,1,16908288,0,0,6,9,243,251,255,1
3,1,0,2,1,16908288,0,0,3,249,167,254,175,4
3,2,0,2,1,16908288,0,0,4,249,223,1,246,2
3,0,0,2,1,16908288,0,0,5,8,255,252,255,1
3,1,0,2,1,16908288,0,0,3,250,255,255,255,4
3,2,0,2,1,16908288,0,0,3,248,206,0,226,2
3,0,0,2,1,16908288,0,0,6,9,239,251,255,1
3,1,0,2,1,16908288,0,0,3,250,153,255,160,4
3,2,0,2,1,16908288,0,0,6,249,214,1,237,2
3,0,0,2,1,16908288,0,0,3,8,234,252,249,1
3,1,0,2,1,16908288,0,0,3,250,234,254,248,4
3,2,0,2,1,16908288,0,0,5,248,212,1,236,2
3,0,0,2,1,16908288,0,0,7,8,238,253,253,1
3,1,0,2,1,16908288,0,0,3,250,149,254,153,4
3,2,0,2,1,16908288,0,0,6,248,209,1,231,2
3,0,0,2,1,16908288,0,0,5,9,236,253,248,1
3,1,0,2,1,16908288,0,0,3,250,235,253,249,4
3,2,0,2,1,16908288,0,0,5,249,214,0,236,2
3,0,0,2,1,16908288,0,0,4,8,240,253,255,1
3,1,0,2,1,16908288,0,0,3,250,155,253,161,4
3,2,0,2,1,16908288,0,0,6,248,218,0,240,2
3,0,0,2,1,16908288,0,0,6,8,239,252,254,1
3,1,0,2,1,16908288,0,0,3,250,238,254,252,4
3,2,0,2,1,16908288,0,0,5,248,219,1,243,2
3,0,0,2,1,16908288,0,0,4,9,237,252,254,1
3,1,0,2,1,16908288,0,0,2,250,152,253,156,4
3,2,0,2,1,16908288,0,0,5,249,211,0,235,2
3,0,0,2,1,16908288,0,0,3,8,241,252,255,1
3,1,0,2,1,16908288,0,0,3,250,235,253,249,4
3,2,0,2,1,16908288,0,0,5,249,217,0,239,2
3,0,0,2,1,16908288,0,0,4,9,236,252,253,1
3,1,0,2,1,16908288,0,0,3,250,152,253,159,4
3,2,0,2,1,16908288,0,0,5,249,212,1,236,2
3,0,0,2,1,16908288,0,0,4,8,235,252,251,1
3,1,0,2,1,16908288,0,0,3,250,232,254,249,4
3,2,0,2,1,16908288,0,0,5,249,214,1,236,2
3,0,0,2,1,16908288,0,0,4,9,242,252,255,1
3,1,0,2,1,16908288,0,0,3,250,153,253,158,4
3,2,0,2,1,16908288,0,0,5,249,213,0,238,2
3,0,0,2,1,16908288,0,0,4,8,233,252,248,1
3,1,0,2,1,16908288,0,0,2,250,194,254,203,4
3,2,0,2,1,16908288,0,0,4,249,217,0,241,2
3,0,0,2,1,16908288,0,0,4,9,241,252,255,1
3,1,0,2,1,16908288,0,0,3,249,149,254,155,4
3,2,0,2,1,16908288,0,0,5,249,211,0,232,2
3,0,0,2,1,16908288,0,0,3,9,234,252,248,1
3,1,0,2,1,16908288,0,0,3,250,194,253,204,4
3,2,0,2,1,16908288,0,0,5,249,220,1,242,2
3,0,0,2,1,16908288,0,0,4,9,235,252,250,1
3,1,0,2,1,16908288,0,0,2,250,151,254,157,4
3,2,0,2,1,16908288,0,0,6,248,210,1,236,2
3,0,0,2,1,16908288,0,0,4,8,233,252,252,1
3,1,0,2,1,16908288,0,0,3,250,234,254,249,4
3,2,0,2,1,16908288,0,0,5,249,210,1,234,2
3,0,0,2,1,16908288,0,0,5,8,243,252,255,1
3,1,0,2,1,16908288,0,0,3,250,152,254,157,4
3,2,0,2,1,16908288,0,0,5,249,214,1,237,2
3,0,0,2,1,16908288,0,0,4,8,231,252,248,1
3,1,0,2,1,16908288,0,0,3,250,232,254,248,4
3,2,0,2,1,16908288,0,0,5,249,213,1,235,2
3,0,0,2,1,16908288,0,0,4,8,238,252,253,1
3,1,0,2,1,16908288,0,0,3,249,146,255,153,4
3,2,0,2,1,16908288,0,0,5,249,207,1,233,2
