epoch,constellation,prn,sat_id,C1,C2,C5,C6,C7,C8,D1,D2,D5# /,D6,D7,D8,L1,L1_LLI,L1_SSI,L2,L5,L5_LLI,L5_SSI,L6,L6_LLI,L6_SSI,L7,L7_LLI,L7_SSI,L8# /,L8# /_LLI,L8# /_SSI,P2,S1,S2,S5,S6,S7,S8
2025-11-25 15:00:30.000000,E,6,E06,24011068.18,,24011073.68,24011069.52,24011070.82,24011071.54,194.224,,144.991,157.64,148.812,146.896,126178996.304,4,9,,94224583.021,0,9,102418021.723,0,9,96682613.002,0,9,95453596.233,0,9,,54.65,,54.7,55.6,55.9,58.2
2025-11-25 15:00:30.000000,E,9,E09,24507450.18,,24507455.98,24507452.42,24507452.38,24507453.3,913.821,,682.355,741.695,700.198,691.265,128787493.855,4,8,,96172497.732,0,9,104535315.98,0,8,98681332.715,0,9,97426911.445,0,9,,52.85,,54.3,53.95,55.45,57.75
2025-11-25 15:00:30.000000,E,10,E10,27745091.56,,27745105,27745099.66,27745100.3,27745101.46,-2778.646,,-2074.742,-2254.955,-2128.784,-2101.688,145801422.786,4,5,,108877577.413,0,6,118345211.5,0,6,111717839.1,0,6,110297708.482,0,7,,35.6,,38,38.8,41.5,42.75
2025-11-25 15:00:30.000000,E,11,E11,25469638.56,,25469644.22,25469639.9,25469640.76,25469641.92,-2557.231,,-1909.624,-2075.608,-1959.443,-1934.571,133843775.174,4,7,,99948239.188,0,7,108639396.704,0,7,102555589.217,0,7,101251922.928,0,7,,43.6,,43.7,44.05,44.8,47.2
2025-11-25 15:00:30.000000,E,19,E19,,,27709282.96,,27709278.66,27709279.82,,,-1173.124,,-1203.498,-1188.275,,,,,108737174.392,1,5,,,,111573773.967,0,5,110155308.889,0,6,,,,34.55,,35.05,37.6
2025-11-25 15:00:30.000000,E,23,E23,25335016.26,,25335023.5,25335019.38,25335020.18,25335021.04,-731.988,,-546.644,-594.153,-560.912,-553.765,133136429.686,4,8,,99420105.979,0,8,108065307.121,0,8,102013662.76,0,8,100716878.091,0,9,,51.6,,52.05,52.7,53,55.45
2025-11-25 15:00:30.000000,E,31,E31,24467347.14,,24467354.1,24467348.5,24467350.84,24467351.82,1790.049,,1336.7,1452.907,1371.551,1354.103,128576821.548,4,8,,96015213.333,0,8,104364314.428,0,8,98519939.096,0,9,97267572.438,0,9,,53.25,,53.3,53.95,54.4,56.75
2025-11-25 15:00:30.000000,E,36,E36,26202641.04,,26202649.06,26202644.32,26202645.72,26202646.86,-934.901,,-698.071,-758.839,-716.287,-707.195,137695762.089,4,7,,102824745.2,0,8,111766020.799,0,7,105507120.531,0,8,104165931.09,0,8,,46.1,,48.05,47.85,49.3,51.65
2025-11-25 15:00:40.000000,E,6,E06,24010699.22,,24010704.72,24010700.56,24010701.86,24010702.58,193.458,,144.451,157.028,148.218,146.337,126177057.377,4,9,,94223135.109,0,9,102416447.915,0,9,96681127.323,0,9,95452129.438,0,9,,54.6,,54.3,55.65,55.3,57.65
2025-11-25 15:00:40.000000,E,9,E09,24505711.34,,24505717.16,24505713.6,24505713.56,24505714.48,913.568,,682.206,741.532,700.03,691.101,128778356.278,4,8,,96165674.219,0,8,104527899.116,0,9,98674331.195,0,9,97419998.928,0,9,,52.85,,53.8,54.1,55,57.05
2025-11-25 15:00:40.000000,E,10,E10,27750377.34,,27750390.78,27750385.56,27750386.16,27750387.34,-2777.653,,-2074.024,-2254.382,-2128.111,-2101.008,145829199.821,4,6,,108898319.928,0,6,118367757.735,0,6,111739122.73,0,6,110318721.545,0,6,,36.3,,37.1,38.15,40.65,41.8
2025-11-25 15:00:40.000000,E,11,E11,25474505.82,,25474511.5,25474507.18,25474508.04,25474509.2,-2558.198,,-1910.522,-2076.657,-1960.401,-1935.366,133869352.764,4,7,,99967339.307,0,7,108660157.72,0,7,102575187.596,0,7,101271272.17,0,7,,43.8,,43.15,44.05,44.2,46.65
2025-11-25 15:00:40.000000,E,19,E19,,,27712272.24,,27712268.26,27712269.34,,,-1173.668,,-1203.711,-1188.582,,,,,108748906.413,0,5,,,,111585812.029,0,5,110167193.931,0,6,,,,33.9,,34.55,36.85
2025-11-25 15:00:40.000000,E,23,E23,25336413.5,,25336420.74,25336416.62,25336417.42,25336418.28,-736.592,,-550.139,-597.951,-564.432,-557.295,133143772.226,4,8,,99425589.047,0,8,108071266.974,0,8,102019288.858,0,8,100722432.675,0,9,,51.8,,51.6,52.85,52.35,54.8
2025-11-25 15:00:40.000000,E,31,E31,24463944.2,,24463951.14,24463945.56,24463947.88,24463948.86,1786.407,,1333.943,1449.976,1368.769,1351.381,128558939.03,4,8,,96001859.532,0,8,104349799.412,0,9,98506236.931,0,8,97254044.453,0,9,,53.4,,52.85,54.05,53.9,56.2
2025-11-25 15:00:40.000000,E,36,E36,26204423.94,,26204431.98,26204427.22,26204428.64,26204429.76,-939.067,,-701.315,-762.222,-719.575,-710.398,137705131.328,4,7,,102831741.698,0,7,111773625.684,0,7,105514299.546,0,8,104173018.843,0,8,,46.35,,47.75,47.9,48.7,51
2025-11-25 15:00:50.000000,E,6,E06,24010331.88,,24010337.36,24010333.2,24010334.5,24010335.24,192.539,,143.788,156.283,147.533,145.658,126175126.877,4,9,,94221693.496,0,9,102414880.946,0,9,96679648.101,0,9,95450669.019,0,9,,54.7,,54.7,55.45,55.95,56.95
2025-11-25 15:00:50.000000,E,9,E09,24503973.32,,24503979.16,24503975.58,24503975.54,24503976.46,912.979,,681.784,741.085,699.604,690.667,128769222.937,4,8,,96158853.872,0,9,104520485.692,0,8,98667332.925,0,9,97413089.623,0,9,,52.9,,54.15,53.95,55.65,56.45
2025-11-25 15:00:50.000000,E,10,E10,27755661.66,,27755675.1,27755669.96,27755670.56,27755671.74,-2777.017,,-2073.379,-2253.856,-2127.543,-2100.537,145856969.105,4,6,,108919056.646,0,6,118390297.667,0,6,111760400.412,0,6,110339728.759,0,6,,36.95,,37.05,37.05,41.15,40.9
2025-11-25 15:00:50.000000,E,11,E11,25479375.46,,25479381.16,25479376.84,25479377.68,25479378.86,-2559.977,,-1911.661,-2077.87,-1961.295,-1936.485,133894942.803,4,7,,99986448.714,0,7,108680928.822,0,7,102594795.491,0,7,101290630.825,0,7,,43.85,,43.5,43.6,44.8,45.85
2025-11-25 15:00:50.000000,E,19,E19,27715252.2,,27715263.5,,27715259.98,27715260.84,-1573.262,,-1174.358,,-1204.733,-1189.378,145644633.379,5,5,,108760644.703,0,5,,,,111597856.541,0,5,110179085.335,0,6,,33.35,,33.9,,35.35,36.2
2025-11-25 15:00:50.000000,E,23,E23,25337819.94,,25337827.18,25337823.04,25337823.86,25337824.72,-741.567,,-553.78,-601.937,-568.215,-561.01,133151163.076,4,8,,99431108.181,0,8,108077266.034,0,8,102024951.969,0,8,100728023.795,0,9,,51.85,,51.9,52.75,53.05,54.1
2025-11-25 15:00:50.000000,E,31,E31,24460548.56,,24460555.48,24460549.9,24460552.24,24460553.2,1782.354,,1331.021,1446.744,1365.756,1348.41,128541094.864,4,8,,95988534.358,0,8,104335315.525,0,8,98492564.146,0,9,97240545.473,0,9,,53.65,,53.25,53.95,54.7,55.6
2025-11-25 15:00:50.000000,E,36,E36,26206215.24,,26206223.28,26206218.5,26206219.94,26206221.06,-943.551,,-704.628,-765.861,-722.979,-713.801,137714544.539,4,7,,102838771.017,0,8,111781266.263,0,7,105521512.24,0,8,104180139.852,0,8,,46.6,,48.1,47.85,49.35,50.35
2025-11-25 15:01:00.000000,E,6,E06,24009964.92,,24009970.4,24009966.24,24009967.54,24009968.28,192.625,,143.844,156.35,147.568,145.708,126173198.494,4,9,,94220253.466,0,8,102413315.698,0,9,96678170.507,0,9,95449210.206,0,9,,54.9,,53.5,55.45,55,57.5
2025-11-25 15:01:00.000000,E,9,E09,24502234.92,,24502240.74,24502237.16,24502237.14,24502238.06,913.5,,682.146,741.487,699.943,691.03,128760087.56,4,8,,96152032.004,0,8,104513070.615,0,9,98660333.096,0,9,97406178.771,0,9,,53.05,,52.95,54,54.8,56.95
2025-11-25 15:01:00.000000,E,10,E10,27760943.22,,27760956.64,27760951.58,27760952.18,27760953.36,-2774.938,,-2072.134,-2252.487,-2126.254,-2099.215,145884724.216,4,6,,108939782.824,0,5,118412826.162,0,6,111781667.289,0,6,110360725.282,0,6,,37.3,,35.75,36.65,40.05,41.25
2025-11-25 15:01:00.000000,E,11,E11,25484246.26,,25484251.96,25484247.62,25484248.48,25484249.66,-2560.264,,-1911.863,-2078.041,-1961.717,-1936.719,133920538.854,4,7,,100005562.613,0,7,108701704.809,0,7,102614408.026,0,7,101309994.039,0,7,,43.65,,42.35,43.55,43.8,46.2
2025-11-25 15:01:00.000000,E,19,E19,,,27718254.98,,27718251.78,27718252.46,,,-1174.231,,-1204.644,-1189.405,,,,,108772384.509,0,5,,,,111609902.613,0,5,110190978.283,0,6,,,,32.65,,34.7,36.85
2025-11-25 15:01:00.000000,E,23,E23,25339234.36,,25339241.62,25339237.48,25339238.3,25339239.16,-745.481,,-556.749,-605.119,-571.284,-564.001,133158595.906,4,8,,99436658.663,0,8,108083299.164,0,8,102030647.248,0,8,100733646.677,0,9,,52.15,,50.6,52.8,52.15,54.6
2025-11-25 15:01:00.000000,E,31,E31,24457159.02,,24457165.94,24457160.34,24457162.68,24457163.66,1779.439,,1328.783,1444.368,1363.487,1346.134,128523282.777,4,8,,95975233.154,0,8,104320857.686,0,8,98478915.948,0,8,97227070.772,0,9,,53.75,,52,53.9,53.7,56
2025-11-25 15:01:00.000000,E,36,E36,26208013.68,,26208021.72,26208016.94,26208018.4,26208019.52,-947.072,,-707.258,-768.784,-725.754,-716.503,137723995.355,4,7,,102845828.421,0,7,111788937.367,0,7,105528753.756,0,8,104187289.307,0,8,,46.6,,47,47.95,48.4,50.9
2025-11-25 15:01:10.000000,E,6,E06,24009598.66,,24009604.16,24009599.98,24009601.3,24009602.02,191.893,,143.244,155.7,146.972,145.098,126171273.785,4,9,,94218816.175,0,9,102411753.43,0,9,96676695.727,0,9,95447754.174,0,9,,54.65,,54.1,55.25,56,57.3
2025-11-25 15:01:10.000000,E,9,E09,24500496.4,,24500502.24,24500498.66,24500498.64,24500499.54,913.182,,681.922,741.271,699.729,690.812,128750951.628,4,8,,96145209.715,0,8,104505655.09,0,8,98653332.843,0,9,97399267.502,0,9,,52.85,,53.6,53.9,55.75,56.75
2025-11-25 15:01:10.000000,E,10,E10,27766222.46,,27766235.9,27766230.88,27766231.52,27766232.72,-2774.126,,-2071.498,-2251.547,-2125.41,-2098.567,145912466.704,4,6,,108960499.508,0,6,118435344.315,0,6,111802924.422,0,6,110381712.193,0,6,,36.9,,36.15,36.05,40.55,40.6
2025-11-25 15:01:10.000000,E,11,E11,25489118.46,,25489124.16,25489119.84,25489120.7,25489121.88,-2561.32,,-1912.719,-2078.93,-1962.645,-1937.703,133946142.343,4,7,,100024682.058,0,7,108722486.83,0,7,102634026.253,0,7,101329362.877,0,7,,43.85,,42.95,43.25,44.55,45.9
2025-11-25 15:01:10.000000,E,19,E19,27721236.74,,27721247.5,,27721244.36,27721244.84,-1573.681,,-1174.647,,-1205.168,-1190.256,145676081.425,5,5,,108784127.071,0,5,,,,111621951.559,0,5,110202874.056,0,6,,32.5,,32.5,,35.8,36.4
2025-11-25 15:01:10.000000,E,23,E23,25340657.08,,25340664.32,25340660.18,25340661,25340661.84,-750.146,,-560.237,-608.936,-574.855,-567.546,133166072.2,4,8,,99442241.6,0,8,108089367.585,0,8,102036375.833,0,8,100739302.439,0,9,,51.75,,51.25,52.65,53.05,54.4
2025-11-25 15:01:10.000000,E,31,E31,24453775.88,,24453782.78,24453777.2,24453779.54,24453780.5,1775.744,,1326.05,1441.378,1360.646,1343.351,128505504.353,4,8,,95961957.076,0,8,104306427.164,0,8,98465293.549,0,9,97213621.532,0,9,,53.6,,52.65,53.8,54.7,55.85
2025-11-25 15:01:10.000000,E,36,E36,26209819.56,,26209827.62,26209822.84,26209824.28,26209825.42,-951.421,,-710.465,-772.21,-729.006,-719.715,137733485.253,4,7,,102852914.996,0,7,111796640.176,0,7,105536025.208,0,8,104194468.322,0,8,,46.8,,47.6,47.95,49.45,50.7
2025-11-25 15:01:20.000000,E,6,E06,24009234,,24009239.48,24009235.3,24009236.62,24009237.36,191.675,,143.143,155.57,146.938,145.051,126169357.41,4,9,,94217385.11,0,9,102410197.926,0,9,96675227.322,0,9,95446304.439,0,9,,54.55,,54.9,55.3,55.3,57.3
2025-11-25 15:01:20.000000,E,9,E09,24498758.66,,24498764.52,24498760.94,24498760.92,24498761.8,913.43,,682.063,741.427,699.914,690.999,128741819.851,4,8,,96138390.538,0,9,104498242.939,0,9,98646335.771,0,9,97392359.374,0,9,,52.75,,54.25,54.1,55.1,56.7
2025-11-25 15:01:20.000000,E,10,E10,27771500.14,,27771513.56,27771508.58,27771509.26,27771510.46,-2772.517,,-2070.567,-2250.544,-2124.548,-2097.497,145940201.065,4,6,,108981210.175,0,6,118457855.917,0,6,111824175.368,0,6,110402692.994,0,6,,37.6,,36.65,36.2,39.8,40.3
2025-11-25 15:01:20.000000,E,11,E11,25493992.96,,25493998.66,25493994.34,25493995.2,25493996.38,-2561.839,,-1913.019,-2079.375,-1962.99,-1937.99,133971757.874,4,7,,100043810.504,0,7,108743278.627,0,7,102653653.69,0,7,101348740.816,0,7,,43.6,,43.5,43.4,43.5,45.6
2025-11-25 15:01:20.000000,E,19,E19,,,27724242.2,,27724239,27724239.3,,,-1174.716,,-1205.405,-1190.206,,,,,108795875.824,0,5,,,,111634006.794,0,5,110214776.044,0,5,,,,33.9,,35,35.9
2025-11-25 15:01:20.000000,E,23,E23,25342088.94,,25342096.16,25342092.02,25342092.86,25342093.7,-754.35,,-563.376,-612.33,-578.104,-570.72,133173596.61,4,8,,99447860.477,0,8,108095475.054,0,8,102042141.288,0,8,100744994.6,0,9,,51.6,,51.85,52.8,52.45,54.35
2025-11-25 15:01:20.000000,E,31,E31,24450400.04,,24450406.94,24450401.36,24450403.7,24450404.68,1772.489,,1323.608,1438.741,1358.17,1340.895,128487764.323,4,8,,95948709.678,0,8,104292027.808,0,9,98451700.557,0,8,97200201.34,0,9,,53.55,,53.4,54,53.9,55.9
2025-11-25 15:01:20.000000,E,36,E36,26211633.74,,26211641.82,26211637.02,26211638.48,26211639.6,-955.203,,-713.28,-775.273,-731.882,-722.581,137743018.81,4,7,,102860034.194,0,8,111804378.444,0,8,105543330.123,0,8,104201680.379,0,8,,47,,48.35,48.2,48.75,50.65
2025-11-25 15:01:30.000000,E,6,E06,24008870.32,,24008875.8,24008871.62,24008872.94,24008873.68,190.697,,142.381,154.797,146.106,144.242,126167446.243,4,9,,94215957.934,0,9,102408646.65,0,9,96673762.92,0,9,95444858.65,0,9,,54.45,,55.1,55.35,55.6,57.45
2025-11-25 15:01:30.000000,E,9,E09,24497021.14,,24497026.98,24497023.4,24497023.38,24497024.28,912.896,,681.727,740.992,699.464,690.628,128732689.058,4,8,,96131572.092,0,9,104490831.588,0,9,98639339.455,0,9,97385451.993,0,9,,52.8,,54.45,54.3,55.35,56.9
2025-11-25 15:01:30.000000,E,10,E10,27776775.68,,27776789.12,27776784.12,27776784.86,27776786.08,-2771.775,,-2070.019,-2249.853,-2123.961,-2096.9,145967924.128,4,6,,109001912.376,0,6,118480358.331,0,6,111845417.641,0,6,110423665.219,0,6,,37.7,,36.6,36.25,39.4,40.2
2025-11-25 15:01:30.000000,E,11,E11,25498869.12,,25498874.84,25498870.52,25498871.36,25498872.54,-2562.86,,-1914.021,-2080.415,-1963.826,-1938.961,133997382.2,4,7,,100062945.523,0,7,108764077.571,0,7,102673287.875,0,7,101368125.424,0,7,,43.55,,43.6,43.4,43.65,45.7
2025-11-25 15:01:30.000000,E,19,E19,27727225.42,,27727237.02,,27727233.76,27727233.76,-1573.686,,-1175.58,,-1206.004,-1190.879,145707545.802,5,5,,108807628.41,0,5,,,,111646065.955,0,5,110226681.899,0,6,,32.75,,34.05,,35.85,36.8
2025-11-25 15:01:30.000000,E,23,E23,25343529.36,,25343536.58,25343532.44,25343533.26,25343534.12,-759.377,,-567.069,-616.372,-581.814,-574.426,133181165.96,4,8,,99453512.898,0,8,108101619.001,0,8,102047941.16,0,8,100750720.749,0,9,,51.1,,52.05,52.9,52.7,54.55
2025-11-25 15:01:30.000000,E,31,E31,24447030.92,,24447037.82,24447032.24,24447034.56,24447035.54,1768.457,,1320.673,1435.537,1355.142,1337.904,128470059.551,4,8,,95935488.602,0,8,104277657.069,0,9,98438134.582,0,9,97186807.815,0,9,,53.4,,53.8,54.1,54.2,56.1
2025-11-25 15:01:30.000000,E,36,E36,26213455.64,,26213463.72,26213458.92,26213460.38,26213461.5,-959.679,,-716.566,-778.887,-735.272,-725.908,137752592.859,4,7,,102867183.623,0,8,111812149.571,0,8,105550666.063,0,8,104208923.066,0,8,,46.85,,48.65,48.1,48.8,50.85
2025-11-25 15:01:40.000000,E,6,E06,24008507.6,,24008513.1,24008508.9,24008510.22,24008510.98,190.031,,141.876,154.203,145.603,143.703,126165540.171,4,9,,94214534.559,0,8,102407099.509,0,9,96672302.419,0,9,95443416.712,0,9,,54.4,,53.55,55.4,55.35,57.2
2025-11-25 15:01:40.000000,E,9,E09,24495283.76,,24495289.62,24495286.04,24495286.02,24495286.9,912.596,,681.47,740.751,699.368,690.385,128723559.149,4,8,,96124754.302,0,8,104483420.945,0,9,98632343.804,0,9,97378545.273,0,9,,52.85,,52.9,54.35,55.2,56.65
2025-11-25 15:01:40.000000,E,10,E10,27782049.02,,27782062.44,27782057.46,27782058.24,27782059.48,-2770.896,,-2068.988,-2248.96,-2123.008,-2096.065,145995635.675,4,6,,109022605.964,0,5,118502851.41,0,6,111866651.071,0,6,110444628.743,0,6,,38.25,,34.75,36.35,38.75,39.65
2025-11-25 15:01:40.000000,E,11,E11,25503746.92,,25503752.64,25503748.32,25503749.16,25503750.34,-2563.973,,-1914.745,-2081.04,-1964.375,-1939.509,134023015.114,4,7,,100082086.948,0,6,108784883.47,0,7,102692928.634,0,7,101387516.51,0,7,,43.5,,41.7,43.3,43.25,45.2
2025-11-25 15:01:40.000000,E,19,E19,,,27730233.08,,27730229.78,27730229.58,,,-1176.254,,-1206.719,-1191.384,,,,,108819390.859,1,5,,,,111658129.1,0,5,110238591.689,0,6,,,,32.05,,34.9,36.25
2025-11-25 15:01:40.000000,E,23,E23,25344978.28,,25344985.48,25344981.36,25344982.18,25344983.02,-763.937,,-570.531,-620.168,-585.437,-577.955,133188780.073,4,8,,99459198.76,0,8,108107799.293,0,8,102053775.356,0,8,100756480.78,0,9,,50.8,,50.35,52.95,52.55,54.25
2025-11-25 15:01:40.000000,E,31,E31,24443668.5,,24443675.38,24443669.82,24443672.14,24443673.12,1764.841,,1317.862,1432.522,1352.34,1335.061,128452389.983,4,8,,95922293.822,0,8,104263314.905,0,9,98424595.584,0,8,97173440.928,0,9,,53.35,,52.35,54.05,53.9,55.9
2025-11-25 15:01:40.000000,E,36,E36,26215285.2,,26215293.28,26215288.48,26215289.94,26215291.08,-963.782,,-719.71,-782.299,-738.417,-729.08,137762207.212,4,7,,102874363.147,0,7,111819953.416,0,8,105558032.884,0,8,104216196.239,0,8,,46.55,,46.95,48.3,48.7,50.55
2025-11-25 15:01:50.000000,E,6,E06,24008145.7,,24008151.2,24008147,24008148.32,24008149.08,190.177,,142.04,154.359,145.694,143.867,126163638.31,4,9,,94213114.33,0,9,102405555.787,0,9,96670845.147,0,9,95441977.959,0,9,,54.35,,54.9,55.6,56.3,56.55
2025-11-25 15:01:50.000000,E,9,E09,24493546.4,,24493552.24,24493548.68,24493548.66,24493549.54,913.205,,681.856,741.207,699.69,690.792,128714429.216,4,8,,96117936.503,0,9,104476010.29,0,9,98625348.151,0,9,97371638.546,0,9,,52.8,,54.25,54.35,56.15,56
2025-11-25 15:01:50.000000,E,10,E10,27787319.98,,27787333.4,27787328.42,27787329.22,27787330.5,-2769.131,,-2067.656,-2247.747,-2121.71,-2094.892,146023334.738,4,6,,109043290.249,0,6,118525334.371,0,6,111887874.96,0,6,110465582.841,0,6,,38.35,,36.25,37.05,39.35,38.75
2025-11-25 15:01:50.000000,E,11,E11,25508626.18,,25508631.9,25508627.58,25508628.42,25508629.62,-2564.192,,-1914.817,-2081.329,-1964.727,-1939.797,134048655.644,4,7,,100101234.055,0,7,108805695.556,0,7,102712575.247,0,7,101406913.376,0,7,,43.7,,43.1,43.05,44.05,44.35
