epoch,constellation,prn,sat_id,C1,C2,C5,C6,C7,C8,D1,D2,D5# /,D6,D7,D8,L1,L1_LLI,L1_SSI,L2,L2_LLI,L2_SSI,L5,L5_LLI,L5_SSI,L6,L7,L8# /,P2,S1,S2,S5,S6,S7,S8
2025-11-25 15:01:00.000000,G,26,G26,21647969.78,21647974.14,21647974.4,,,,3035.575,2365.388,2266.873,,,,113760905.663,0,8,88644904.369,0,8,84951379.677,0,9,,,,21647974.04,51.85,51.95,54.05,,,
2025-11-25 15:01:00.000000,G,28,G28,20842491,20842490.98,20842496.22,,,,-1057.953,-824.38,-790.032,,,,109528021.108,0,8,85346507.7,0,8,81790425.501,0,9,,,,20842490.78,53.15,53,56.9,,,
2025-11-25 15:01:00.000000,G,31,G31,20591945.22,20591944.5,,,,,813.512,633.905,,,,,108211431.211,0,8,84320612.391,0,8,,,,,,,20591944.08,53.25,53.25,,,,
2025-11-25 15:01:00.000000,G,32,G32,21471240.66,21471243.08,21471243.56,,,,-577.206,-449.771,-431.014,,,,112832103.268,0,9,87921118.609,0,9,84257741.309,0,8,,,,21471242.72,55.05,55.05,52.55,,,
2025-11-25 15:01:10.000000,G,1,G01,23920046.9,23920049.18,23920055.54,,,,-144.928,-112.932,-108.072,,,,125700683.566,0,7,97948578.59,0,6,93867409.333,0,7,,,,23920048.98,42.95,40.6,46.6,,,
2025-11-25 15:01:10.000000,G,2,G02,24428735.64,,,,,,-1420.693,-1107.036,,,,,128373785.456,0,7,100031502.573,0,6,,,,,,,24428736.08,43.1,40.05,,,,
2025-11-25 15:01:10.000000,G,3,G03,24147512.2,24147517.52,24147518.58,,,,3475.471,2708.158,2595.139,,,,126896032.532,0,6,98880047.779,0,6,94760058.816,0,7,,,,24147517.1,40.05,39.75,45.6,,,
2025-11-25 15:01:10.000000,G,10,G10,22050535.56,22050538.96,22050539.46,,,,-2979.545,-2321.726,-2224.968,,,,115876313.181,0,8,90293223.778,0,8,86531016.338,0,8,,,,22050539.18,50.7,50.7,51,,,
2025-11-25 15:01:10.000000,G,25,G25,22572121.44,22572126,22572128.16,,,,-2449.817,-1908.949,-1829.431,,,,118617283.192,0,7,92429070.617,0,7,88577861.289,0,7,,,,22572125.48,45.95,45.75,47.55,,,
2025-11-25 15:01:10.000000,G,26,G26,21642196.68,21642201.02,21642201.28,,,,3031.612,2362.3,2263.773,,,,113730567.994,0,8,88621264.672,0,8,84928724.979,0,9,,,,21642200.92,51.65,51.6,54.75,,,
2025-11-25 15:01:10.000000,G,28,G28,20844506.74,20844506.72,20844511.96,,,,-1061.048,-826.792,-792.375,,,,109538613.828,0,8,85354761.751,0,8,81798335.633,0,9,,,,20844506.5,52.8,52.85,57.45,,,
2025-11-25 15:01:10.000000,G,31,G31,20590400.96,20590400.26,,,,,808.955,630.354,,,,,108203316.086,0,8,84314288.912,0,8,,,,,,,20590399.84,53.2,53.15,,,,
2025-11-25 15:01:10.000000,G,32,G32,21472340.84,21472343.24,21472343.72,,,,-579.538,-451.589,-432.813,,,,112837884.651,0,9,87925623.576,0,9,84262058.569,0,8,,,,21472342.9,54.95,54.95,53.1,,,
2025-11-25 15:01:20.000000,G,1,G01,23920327.26,23920329.52,23920335.88,,,,-149.677,-116.633,-111.76,,,,125702156.865,0,7,97949726.599,0,6,93868509.52,0,7,,,,23920329.32,43.2,41.35,47.1,,,
2025-11-25 15:01:20.000000,G,2,G02,24431441,,,,,,-1422.81,-1108.686,,,,,128388002.122,0,7,100042580.465,0,6,,,,,,,24431441.46,43.35,41.05,,,,
2025-11-25 15:01:20.000000,G,3,G03,24140900.62,24140905.96,24140907.02,,,,3473.699,2706.778,2594.084,,,,126861288.415,0,6,98852974.454,0,6,94734113.53,0,7,,,,24140905.54,40.15,40.3,45.95,,,
2025-11-25 15:01:20.000000,G,10,G10,22056209.48,22056212.88,22056213.4,,,,-2983.449,-2324.768,-2227.945,,,,115906129.753,0,8,90316457.45,0,8,86553281.932,0,8,,,,22056213.1,50.6,51,51.75,,,
2025-11-25 15:01:20.000000,G,25,G25,22576788.22,22576792.76,22576794.92,,,,-2454.613,-1912.686,-1833.074,,,,118641807.195,0,7,92448180.231,0,7,88596174.665,0,8,,,,22576792.24,45.85,45.75,48.1,,,
2025-11-25 15:01:20.000000,G,26,G26,21636431.6,21636435.94,21636436.18,,,,3027.854,2359.371,2261.115,,,,113700272.433,0,8,88597657.776,0,8,84906101.714,0,9,,,,21636435.82,51.55,51.8,55.55,,,
2025-11-25 15:01:20.000000,G,28,G28,20846528.68,20846528.68,20846533.92,,,,-1063.765,-828.909,-794.338,,,,109549239.136,0,8,85363041.2,0,8,81806270.097,0,9,,,,20846528.46,52.65,52.45,58.1,,,
2025-11-25 15:01:20.000000,G,31,G31,20588865.72,20588865.02,,,,,804.825,627.136,,,,,108195248.367,0,8,84308002.373,0,8,,,,,,,20588864.6,53.15,53.15,,,,
2025-11-25 15:01:20.000000,G,32,G32,21473445.82,21473448.24,21473448.7,,,,-581.458,-453.085,-434.258,,,,112843691.373,0,9,87930148.28,0,9,84266394.748,0,8,,,,21473447.88,54.75,54.65,53.8,,,
2025-11-25 15:01:30.000000,G,1,G01,23920617.62,23920619.88,23920626.24,,,,-155.379,-121.075,-116.036,,,,125703682.654,0,7,97950915.523,0,6,93869648.894,0,7,,,,23920619.68,42.75,41.6,47.5,,,
2025-11-25 15:01:30.000000,G,2,G02,24434151.04,,,,,,-1425.55,-1110.823,,,,,128402243.223,0,7,100053677.395,0,6,,,,,,,24434151.48,43.6,40.5,,,,
2025-11-25 15:01:30.000000,G,3,G03,24134292.42,24134297.76,24134298.82,,,,3471.923,2705.396,2592.424,,,,126826562.156,0,6,98825915.041,0,6,94708181.624,0,7,,,,24134297.32,39.5,39.3,45.8,,,
2025-11-25 15:01:30.000000,G,10,G10,22061891.42,22061894.82,22061895.34,,,,-2988.142,-2328.425,-2231.424,,,,115935988.418,0,8,90339723.917,0,8,86575578.958,0,8,,,,22061895.04,50.25,50.45,51.95,,,
2025-11-25 15:01:30.000000,G,25,G25,22581464.92,22581469.5,22581471.64,,,,-2460.471,-1917.252,-1837.29,,,,118666383.317,0,7,92467330.44,0,7,88614526.933,0,8,,,,22581468.98,45.8,45.8,48.45,,,
2025-11-25 15:01:30.000000,G,26,G26,21630673.96,21630678.28,21630678.52,,,,3023.545,2356.013,2257.852,,,,113670015.933,0,8,88574081.318,0,8,84883507.614,0,9,,,,21630678.18,51.3,51.15,55.8,,,
2025-11-25 15:01:30.000000,G,28,G28,20848556.2,20848556.2,20848561.44,,,,-1067.054,-831.472,-796.874,,,,109559893.786,0,8,85371343.508,0,8,81814226.476,0,9,,,,20848555.98,52.55,52.55,58.3,,,
2025-11-25 15:01:30.000000,G,31,G31,20587338.9,20587338.2,,,,,799.932,623.324,,,,,108187224.936,0,8,84301750.352,0,8,,,,,,,20587337.78,53,53,,,,
2025-11-25 15:01:30.000000,G,32,G32,21474555.06,21474557.48,21474557.92,,,,-584.175,-455.202,-436.205,,,,112849520.308,0,9,87934690.296,0,9,84270747.503,0,8,,,,21474557.12,54.65,54.65,53.95,,,
2025-11-25 15:01:40.000000,G,1,G01,23920917.94,23920920.2,23920926.54,,,,-160.671,-125.198,-120.078,,,,125705260.725,0,7,97952145.171,0,7,93870827.3,0,7,,,,23920920,42.4,42,46.05,,,
2025-11-25 15:01:40.000000,G,2,G02,24436865.62,,,,,,-1428.035,-1112.754,,,,,128416508.427,0,7,100064793.136,0,6,,,,,,,24436866.06,43.5,39.85,,,,
2025-11-25 15:01:40.000000,G,3,G03,24127687.66,24127692.98,24127694.06,,,,3469.712,2703.674,2590.831,,,,126791853.805,0,6,98798869.591,0,6,94682263.049,0,7,,,,24127692.56,39.6,39.3,43.8,,,
2025-11-25 15:01:40.000000,G,10,G10,22067581.32,22067584.74,22067585.24,,,,-2992.296,-2331.662,-2234.643,,,,115965888.957,0,8,90363023.006,0,8,86597907.248,0,8,,,,22067584.96,49.9,50,50.3,,,
2025-11-25 15:01:40.000000,G,25,G25,22586151.48,22586156.08,22586158.22,,,,-2465.743,-1921.359,-1841.297,,,,118691011.269,0,7,92486521.04,0,7,88632917.907,0,7,,,,22586155.56,45.75,45.7,46.8,,,
2025-11-25 15:01:40.000000,G,26,G26,21624923.72,21624928.04,21624928.28,,,,3019.354,2352.747,2254.759,,,,113639798.442,0,8,88550535.257,0,8,84860942.649,0,9,,,,21624927.94,50.9,50.95,54.2,,,
2025-11-25 15:01:40.000000,G,28,G28,20850589.26,20850589.26,20850594.52,,,,-1070.144,-833.88,-799.208,,,,109570577.586,0,8,85379668.533,0,8,81822204.627,0,9,,,,20850589.04,52.4,52.3,56.7,,,
2025-11-25 15:01:40.000000,G,31,G31,20585820.5,20585819.78,,,,,795.489,619.861,,,,,108179245.651,0,8,84295532.725,0,8,,,,,,,20585819.36,53.15,53.2,,,,
2025-11-25 15:01:40.000000,G,32,G32,21475668.48,21475670.9,21475671.34,,,,-586.442,-456.969,-438.026,,,,112855371.344,0,9,87939249.534,0,9,84275116.775,0,8,,,,21475670.54,54.35,54.35,52.4,,,
2025-11-25 15:01:50.000000,G,1,G01,23921228.04,23921230.28,23921236.64,,,,-165.454,-128.925,-123.416,,,,125706890.152,0,7,97953414.829,0,6,93872044.046,0,7,,,,23921230.08,42.6,41.6,47.3,,,
2025-11-25 15:01:50.000000,G,2,G02,24439584.66,,,,,,-1430.037,-1114.319,,,,,128430796.845,0,7,100075926.931,0,6,,,,,,,24439585.1,43.55,39.8,,,,
2025-11-25 15:01:50.000000,G,3,G03,24121086.16,24121091.5,24121092.58,,,,3468.352,2702.61,2590.019,,,,126757162.573,0,6,98771837.456,0,6,94656357.241,0,7,,,,24121091.06,38.8,38.9,45.05,,,
2025-11-25 15:01:50.000000,G,10,G10,22073279,22073282.44,22073282.94,,,,-2995.988,-2334.539,-2237.315,,,,115995830.399,0,8,90386353.969,0,8,86620266.078,0,8,,,,22073282.66,50.65,50.6,51.45,,,
2025-11-25 15:01:50.000000,G,25,G25,22590847.72,22590852.34,22590854.46,,,,-2470.103,-1924.757,-1844.739,,,,118715690.106,0,7,92505751.294,0,7,88651346.906,0,7,,,,22590851.82,45.3,45.25,47.95,,,
2025-11-25 15:01:50.000000,G,26,G26,21619180.76,21619185.06,21619185.3,,,,3016.217,2350.303,2252.341,,,,113609619.177,0,8,88527018.988,0,8,84838406.244,0,9,,,,21619184.96,51.35,51.7,55.4,,,
2025-11-25 15:01:50.000000,G,28,G28,20852627.7,20852627.7,20852632.96,,,,-1072.406,-835.643,-800.86,,,,109581289.59,0,8,85388015.54,0,8,81830203.836,0,9,,,,20852627.48,52.55,52.35,58,,,
2025-11-25 15:01:50.000000,G,31,G31,20584310.3,20584309.6,,,,,791.615,616.843,,,,,108171309.528,0,8,84289348.731,0,8,,,,,,,20584309.18,53.4,53.5,,,,
2025-11-25 15:01:50.000000,G,32,G32,21476785.96,21476788.38,21476788.82,,,,-588.116,-458.273,-439.186,,,,112861243.667,0,9,87943825.358,0,9,84279501.936,0,8,,,,21476788.02,54.35,54.25,53.65,,,
2025-11-25 15:02:00.000000,G,1,G01,23921548.36,23921550.62,23921556.96,,,,-171.172,-133.382,-127.882,,,,125708573.452,0,7,97954726.467,0,6,93873301.045,0,7,,,,23921550.42,42.6,40.75,46.5,,,
2025-11-25 15:02:00.000000,G,2,G02,24442308.56,,,,,,-1432.949,-1116.583,,,,,128445110.952,0,7,100087080.783,0,6,,,,,,,24442308.98,43.55,39.35,,,,
2025-11-25 15:02:00.000000,G,3,G03,24114488.4,24114493.72,24114494.8,,,,3465.97,2700.755,2588.182,,,,126722491.052,0,6,98744820.679,0,6,94630466.188,0,7,,,,24114493.28,38.7,37.95,44.25,,,
2025-11-25 15:02:00.000000,G,10,G10,22078984.96,22078988.38,22078988.9,,,,-3000.814,-2338.3,-2240.966,,,,116025815.23,0,8,90409718.75,0,8,86642657.32,0,8,,,,22078988.6,50.8,51.1,50.2,,,
2025-11-25 15:02:00.000000,G,25,G25,22595554.12,22595558.76,22595560.88,,,,-2476.249,-1929.546,-1849.139,,,,118740422.328,0,7,92525023.15,0,7,88669815.752,0,7,,,,22595558.24,45.2,45.4,47.05,,,
2025-11-25 15:02:00.000000,G,26,G26,21613445.6,21613449.9,21613450.14,,,,3011.657,2346.75,2248.868,,,,113579480.858,0,8,88503534.623,0,8,84815900.406,0,9,,,,21613449.78,51.7,51.55,54.3,,,
2025-11-25 15:02:00.000000,G,28,G28,20854672,20854672,20854677.26,,,,-1075.995,-838.439,-803.554,,,,109592032.325,0,8,85396386.482,0,8,81838225.987,0,9,,,,20854671.78,52.35,52.4,57,,,
2025-11-25 15:02:00.000000,G,31,G31,20582808.82,20582808.1,,,,,786.53,612.881,,,,,108163419.132,0,8,84283200.37,0,8,,,,,,,20582807.68,53.55,53.4,,,,
2025-11-25 15:02:00.000000,G,32,G32,21477907.98,21477910.4,21477910.82,,,,-590.91,-460.45,-441.375,,,,112867139.872,0,9,87948419.793,0,9,84283904.94,0,8,,,,21477910.04,54.35,54.5,52.65,,,
2025-11-25 15:02:10.000000,G,1,G01,23921878.84,23921881.1,23921887.42,,,,-177.073,-137.982,-131.801,,,,125710309.932,0,6,97956079.554,0,6,93874597.721,0,7,,,,23921880.9,41.9,41.7,46.35,,,
2025-11-25 15:02:10.000000,G,2,G02,24445037.2,,,,,,-1435.233,-1118.363,,,,,128459449.912,0,7,100098253.987,0,6,,,,,,,24445037.6,43.35,39.2,,,,
2025-11-25 15:02:10.000000,G,3,G03,24107894.28,24107899.6,24107900.68,,,,3464.112,2699.309,2586.865,,,,126687838.705,0,6,98717818.845,0,6,94604589.433,0,7,,,,24107899.18,37.85,39,44.25,,,
2025-11-25 15:02:10.000000,G,10,G10,22084699,22084702.42,22084702.94,,,,-3004.969,-2341.536,-2244.067,,,,116055842.639,0,8,90433116.712,0,8,86665080.361,0,8,,,,22084702.64,50.75,50.65,49.95,,,
2025-11-25 15:02:10.000000,G,25,G25,22600270.52,22600275.18,22600277.3,,,,-2481.199,-1933.403,-1852.877,,,,118765207.054,0,7,92544335.907,0,7,88688323.805,0,7,,,,22600274.66,45.4,45.4,47,,,
